"formula","site","depth","Suction_kPa"
"C11H7O7N3S1P3","PT","120-150",15
"C11H7O7N3S1P3","PT","210-240",1.5
"C14H14O7P4","PT","120-150",15
"C15H18O6P4","DMT","0-30",15
"C26H12O2P2","GS","30-60",15
"C14H14O11N2S1","DMT","0-30",3
"C19H14O11","DMT","0-30",15
"C29H14N4","PT","210-240",1.5
"C18H31O2N1S1P3","GS","30-60",15
"C20H22O8N2","PT","120-150",50
"C22H26O8","PT","30-60",3
"C22H26O8","PT","180-210",3
"C22H26O8","DMT","0-30",15
"C23H32O1S1P2","DMT","30-60",50
"C23H32O1S1P2","GS","30-60",15
"C23H32O1S1P2","PT","210-240",50
"C23H32O1S1P2","GS","30-60",50
"C23H32O1S1P2","PT","180-210",50
"C19H30O8S1","PT","0-30",50
"C19H30O8S1","GS","60-90",3
"C27H30O2S1","PT","120-150",50
"C27H30O2S1","GS","60-90",3
"C27H30O2S1","PT","210-240",1.5
"C23H30O7","PT","120-150",15
"C23H30O7","PT","30-60",3
"C23H30O7","GS","0-30",15
"C23H30O7","PT","180-210",3
"C23H30O7","DMT","0-30",15
"C24H36S1P2","DMT","30-60",50
"C24H36S1P2","PT","180-210",50
"C24H36S1P2","GS","30-60",15
"C24H36S1P2","PT","210-240",50
"C24H36S1P2","GS","30-60",50
"C20H34O7S1","PT","0-30",50
"C20H34O7S1","GS","60-90",3
"C20H34O7S1","PT","210-240",1.5
"C20H34O7S1","GS","30-60",1.5
"C20H40O1N2S1P2","PT","150-180",1.5
"C20H40O1N2S1P2","PT","120-150",1.5
"C20H40O1N2S1P2","PT","90-120",15
"C20H40O1N2S1P2","PT","60-90",3
"C20H40O1N2S1P2","PT","0-30",1.5
"C20H40O1N2S1P2","PT","0-30",3
"C20H40O1N2S1P2","PT","30-60",50
"C20H40O1N2S1P2","PT","30-60",1.5
"C20H40O1N2S1P2","PT","120-150",50
"C20H40O1N2S1P2","GS","0-30",50
"C20H40O1N2S1P2","GS","0-30",3
"C20H40O1N2S1P2","DMT","30-60",50
"C20H40O1N2S1P2","DMT","30-60",1.5
"C20H40O1N2S1P2","GS","60-90",50
"C20H40O1N2S1P2","PT","150-180",50
"C20H40O1N2S1P2","GS","30-60",15
"C20H40O1N2S1P2","PT","210-240",50
"C20H40O1N2S1P2","GS","30-60",50
"C20H40O1N2S1P2","PT","180-210",50
"C20H40O1N2S1P2","PT","180-210",3
"C24H34O6","PT","120-150",15
"C24H34O6","PT","0-30",50
"C24H34O6","DMT","0-30",1.5
"C24H34O6","GS","60-90",3
"C24H34O6","PT","210-240",1.5
"C24H34O6","PT","210-240",3
"C24H34O6","PT","0-30",15
"C24H34O6","DMT","0-30",15
"C24H34O6","DMT","0-30",3
"C14H29O7N1S3","DMT","30-60",50
"C14H29O7N1S3","GS","30-60",15
"C14H29O7N1S3","PT","210-240",50
"C14H29O7N1S3","GS","30-60",50
"C14H29O7N1S3","PT","180-210",50
"C25H27O1N1P2","DMT","30-60",50
"C25H27O1N1P2","GS","30-60",15
"C25H27O1N1P2","PT","210-240",50
"C17H28O8N2P1","PT","210-240",1.5
"C18H21N13","DMT","30-60",50
"C18H21N13","GS","30-60",15
"C24H38P3","PT","30-60",1.5
"C21H40O2S2P1","DMT","0-30",1.5
"C21H40O2S2P1","GS","60-90",3
"C21H40O2S2P1","PT","210-240",1.5
"C21H40O2S2P1","GS","30-60",1.5
"C17H38N6P3","PT","180-210",3
"C9H8O5S7","DMT","30-60",50
"C10H4O1N4S7","PT","210-240",1.5
"C10H2O9N2S2P2","GS","0-30",3
"C10H2O9N2S2P2","DMT","30-60",1.5
"C9H2O8N4S2P2","DMT","30-60",3
"C12H9O8N1S1P3","PT","210-240",50
"C13H8O10S3","PT","60-90",15
"C14H6O4N4S2P2","PT","210-240",1.5
"C14H6O4N4S2P2","DMT","0-30",15
"C14H6O4N4S2P2","DMT","0-30",3
"C15H4O9N2S2","PT","210-240",50
"C19H5O5N1P3","DMT","0-30",15
"C10H12O12S3","PT","120-150",15
"C25H8O5S1","GS","30-60",50
"C20H8O9N2","DMT","0-30",15
"C20H26O4N2P2","DMT","30-60",50
"C17H30O4N2S1P2","GS","30-60",15
"C21H24O9","PT","180-210",3
"C22H30O2S1P2","GS","30-60",15
"C22H30O2S1P2","GS","30-60",50
"C21H28O3N2S2","PT","210-240",1.5
"C26H28O3S1","PT","120-150",50
"C26H30O1P2","DMT","30-60",50
"C26H30O1P2","GS","30-60",15
"C26H30O1P2","GS","30-60",50
"C22H28O8","PT","120-150",15
"C22H28O8","PT","0-30",50
"C22H28O8","DMT","0-30",15
"C23H34O1S1P2","DMT","30-60",50
"C27H34P2","PT","150-180",1.5
"C27H34P2","PT","90-120",15
"C27H34P2","PT","0-30",3
"C27H34P2","PT","120-150",50
"C27H34P2","PT","60-90",50
"C27H34P2","GS","30-60",15
"C23H32O7","PT","120-150",15
"C23H32O7","GS","60-90",3
"C23H32O7","DMT","0-30",15
"C31H32O1","PT","210-240",50
"C24H36O6","PT","120-150",15
"C24H36O6","GS","60-90",3
"C24H36O6","PT","210-240",1.5
"C11H7O1N3S7","DMT","30-60",3
"C21H26O5S1P1","GS","30-60",15
"C21H26O5S1P1","GS","30-60",50
"C22H30O4S1P1","DMT","30-60",50
"C12H3O3N5S2P3","DMT","30-60",3
"C10H7O6N3S2P3","DMT","0-30",15
"C13H4O5N4S2P2","PT","120-150",15
"C16H6O10S2","DMT","0-30",15
"C18H5O4N3S2P1","DMT","0-30",15
"C19H6O6N2S2","PT","150-180",1.5
"C19H6O6N2S2","PT","120-150",50
"C23H5O4N1S1P1","DMT","30-60",50
"C23H5O4N1S1P1","GS","30-60",15
"C23H5O4N1S1P1","GS","30-60",50
"C23H5O4N1S1P1","PT","180-210",50
"C15H6O11N2S1","PT","120-150",15
"C15H6O11N2S1","PT","0-30",50
"C15H6O11N2S1","DMT","0-30",1.5
"C15H6O11N2S1","GS","60-90",3
"C15H6O11N2S1","PT","210-240",1.5
"C15H6O11N2S1","PT","60-90",15
"C15H6O11N2S1","GS","30-60",1.5
"C15H6O11N2S1","PT","210-240",3
"C15H6O11N2S1","PT","0-30",15
"C15H6O11N2S1","DMT","0-30",15
"C15H6O11N2S1","DMT","0-30",3
"C15H6O11N2S1","DMT","30-60",15
"C24H8O2S1P2","DMT","0-30",3
"C12H10O11N2S2","DMT","0-30",15
"C26H14S3","GS","30-60",50
"C22H17O4N1S1P1","DMT","0-30",15
"C22H17O4N1S1P1","DMT","0-30",3
"C20H24O4S1P2","DMT","30-60",50
"C16H22O11S1","GS","60-90",3
"C16H22O11S1","PT","210-240",1.5
"C20H22O10","DMT","0-30",15
"C11H26O11N4S1","GS","30-60",15
"C11H26O11N4S1","GS","30-60",50
"C16H26O11N2","DMT","30-60",50
"C25H28O2P2","GS","30-60",15
"C25H28O2P2","PT","210-240",50
"C25H28O2P2","GS","30-60",50
"C21H26O9","DMT","0-30",15
"C18H32O7P2","PT","120-150",15
"C18H32O7P2","DMT","0-30",1.5
"C26H30O3S1","PT","120-150",50
"C26H32O1P2","DMT","30-60",50
"C26H32O1P2","GS","30-60",15
"C22H30O8","PT","0-30",50
"C22H30O8","PT","210-240",1.5
"C22H30O8","DMT","0-30",15
"C27H34O2S1","PT","120-150",50
"C23H34O7","PT","180-210",1.5
"C23H34O7","PT","120-150",15
"C23H34O7","GS","60-90",3
"C27H23N1P2","DMT","30-60",50
"C19H24O7N2P1","GS","60-90",3
"C19H24O7N2P1","PT","210-240",1.5
"C14H4S4P4","DMT","30-60",50
"C9H4O4N4S6","DMT","30-60",3
"C14H4O2N2S6","PT","120-150",15
"C15H4O5S5","PT","150-180",1.5
"C10H5O8N1S2P3","PT","180-210",50
"C10H5O8N1S2P3","PT","210-240",50
"C10H5O8N1S2P3","GS","30-60",15
"C11H4O10S4","PT","120-150",15
"C11H4O10S4","PT","30-60",3
"C11H4O10S4","GS","60-90",3
"C11H4O10S4","PT","210-240",1.5
"C11H4O10S4","PT","60-90",15
"C11H4O10S4","GS","30-60",1.5
"C11H4O10S4","PT","210-240",3
"C11H4O10S4","PT","0-30",15
"C11H4O10S4","DMT","30-60",15
"C14H8N4S6","DMT","0-30",15
"C14H8N4S6","DMT","30-60",15
"C11H5O2N7S2P3","GS","0-30",3
"C19H4O6S3","DMT","30-60",15
"C16H8O10S2","DMT","0-30",15
"C16H8O10S2","DMT","0-30",3
"C18H6O7N2P2","PT","0-30",50
"C18H6O7N2P2","GS","60-90",3
"C21H12O10","DMT","30-60",15
"C20H16O7N4","GS","30-60",15
"C20H16O7N4","PT","210-240",50
"C20H16O7N4","GS","30-60",50
"C11H20O10N8","PT","60-90",15
"C11H20O10N8","DMT","0-30",15
"C11H20O10N8","DMT","0-30",3
"C11H20O10N8","DMT","30-60",15
"C25H28S3","DMT","30-60",50
"C25H28S3","GS","30-60",15
"C25H28S3","GS","30-60",50
"C20H24O10","DMT","0-30",15
"C21H30O3S1P2","DMT","30-60",50
"C17H28O10S1","PT","210-240",1.5
"C25H30O2P2","PT","90-120",15
"C25H30O2P2","GS","0-30",50
"C25H30O2P2","DMT","30-60",50
"C25H30O2P2","GS","30-60",15
"C25H30O2P2","GS","30-60",50
"C21H28O9","PT","0-30",50
"C21H28O9","DMT","0-30",15
"C21H28O9","DMT","0-30",3
"C21H34O1N2S1P2","PT","120-150",50
"C18H38O3N2S1P2","PT","90-120",15
"C18H38O3N2S1P2","PT","0-30",3
"C18H38O3N2S1P2","GS","30-60",50
"C23H36O7","PT","120-150",50
"C23H36O7","DMT","0-30",1.5
"C24H32O3N4","DMT","30-60",50
"C25H44O3S1","PT","120-150",50
"C11H7O1N1S8","DMT","30-60",50
"C26H35O2N1S1","GS","60-90",3
"C8H2O5N4S6","PT","210-240",1.5
"C12H10O5S6","PT","60-90",3
"C12H10O5S6","DMT","0-30",3
"C13H6O1N4S6","PT","60-90",15
"C13H6O1N4S6","DMT","0-30",15
"C13H6O1N4S6","DMT","30-60",15
"C13H4O9N2S1P2","DMT","0-30",15
"C13H4O9N2S1P2","DMT","0-30",3
"C15H6O11S2","PT","120-150",15
"C18H5O10N1P1","GS","0-30",3
"C16H10O10S2","DMT","0-30",15
"C18H6O9N2S1","DMT","0-30",15
"C18H6O9N2S1","DMT","0-30",3
"C18H6O9N2S1","DMT","30-60",15
"C13H6O13N4","DMT","30-60",50
"C22H6O6N2S1","PT","60-90",50
"C22H6O6N2S1","GS","60-90",3
"C22H6O6N2S1","GS","30-60",1.5
"C22H6O6N2S1","PT","0-30",15
"C20H16O3N2S1P2","GS","30-60",15
"C25H6O4N4","GS","60-90",3
"C19H14O8N4","GS","30-60",50
"C24H26O1S3","GS","30-60",15
"C24H26O1S3","GS","30-60",50
"C19H22O11","DMT","0-30",15
"C19H22O11","DMT","0-30",3
"C20H28O4S1P2","DMT","30-60",50
"C20H28O4S1P2","GS","30-60",15
"C20H28O4S1P2","PT","210-240",50
"C20H28O4S1P2","GS","30-60",50
"C20H28O4S1P2","PT","180-210",50
"C25H30S3","PT","150-180",1.5
"C25H30S3","GS","30-60",15
"C25H30S3","PT","210-240",50
"C25H30S3","GS","30-60",50
"C20H26O10","DMT","0-30",15
"C20H26O10","DMT","0-30",3
"C25H32O2P2","DMT","30-60",50
"C25H32O2P2","GS","30-60",15
"C25H32O2P2","PT","210-240",50
"C21H30O9","DMT","0-30",15
"C21H30O9","DMT","0-30",3
"C21H34O3N2S2","GS","30-60",50
"C21H36O1N2S1P2","PT","210-240",1.5
"C27H40P2","DMT","30-60",50
"C23H38O7","GS","60-90",3
"C23H38O7","PT","0-30",15
"C20H38O4N6","DMT","0-30",3
"C25H19O2N1P2","GS","30-60",50
"C29H17O3N1","GS","30-60",15
"C29H17O3N1","PT","210-240",50
"C29H17O3N1","GS","30-60",50
"C11H8O2S8","DMT","30-60",50
"C11H10S7P2","PT","120-150",15
"C11H10S7P2","PT","210-240",1.5
"C11H10S7P2","PT","150-180",3
"C11H10S7P2","PT","180-210",3
"C11H10S7P2","PT","0-30",15
"C11H8O6S6","DMT","30-60",3
"C17H5O3N1S2P3","PT","0-30",50
"C17H5O3N1S2P3","DMT","0-30",15
"C17H5O3N1S2P3","DMT","0-30",3
"C13H3O10N1S2P1","PT","120-150",15
"C13H3O10N1S2P1","PT","60-90",15
"C14H6O10S1P2","PT","120-150",15
"C18H6O9P2","PT","210-240",50
"C15H8O11S2","DMT","0-30",15
"C23H8O9","GS","0-30",3
"C23H8O9","GS","30-60",50
"C23H8O9","PT","180-210",50
"C24H14O2S1P2","DMT","30-60",15
"C12H16O13N2S1","DMT","0-30",3
"C31H8O3","GS","60-90",3
"C19H16O8N4","GS","30-60",15
"C19H16O8N4","PT","210-240",50
"C19H16O8N4","GS","30-60",50
"C19H29O2N1S1P3","GS","30-60",50
"C24H28O1S3","GS","30-60",15
"C19H24O11","PT","180-210",3
"C19H24O11","GS","30-60",15
"C19H24O11","GS","30-60",50
"C16H28O11S1","DMT","0-30",15
"C25H32S3","GS","30-60",15
"C25H32S3","GS","30-60",50
"C25H32S3","PT","180-210",3
"C20H28O10","PT","180-210",3
"C20H28O10","DMT","0-30",3
"C22H38O4P2","DMT","30-60",50
"C18H36O11","DMT","0-30",1.5
"C18H36O11","GS","60-90",3
"C18H36O11","PT","0-30",15
"C18H36O11","DMT","0-30",15
"C18H36O11","DMT","0-30",3
"C14H7O15N1","PT","210-240",1.5
"C19H12O6P3","PT","210-240",1.5
"C20H6O6N4P1","GS","60-90",3
"C23H10O7P1","DMT","60-90",1.5
"C17H18O7S2P1","DMT","30-60",1.5
"C17H18O7S2P1","DMT","30-60",15
"C22H11O3N3S2","DMT","30-60",15
"C18H11O8N3S1","DMT","30-60",15
"C18H23O7N1S2","DMT","30-60",3
"C19H26O5S2P1","DMT","0-30",3
"C11H19O13N5","DMT","0-30",3
"C25H19O4N1S1","DMT","0-30",3
"C29H18O2P1","DMT","0-30",3
"C14H23O14N1","DMT","0-30",3
"C25H19O6N1","GS","30-60",15
"C25H19O6N1","PT","210-240",50
"C25H19O6N1","GS","30-60",50
"C26H23O3N1S1","GS","30-60",15
"C26H23O3N1S1","PT","210-240",50
"C26H23O3N1S1","GS","30-60",50
"C22H40O2P3","DMT","0-30",15
"C24H34O3N2P1","DMT","0-30",15
"C24H34O3N2P1","GS","30-60",50
"C17H31O6N7","GS","30-60",50
"C21H35O8N1","GS","30-60",50
"C14H6S8","PT","120-150",50
"C10H6O5S7","PT","210-240",1.5
"C10H6O5S7","PT","180-210",3
"C10H6O7S6","PT","90-120",50
"C11H12S7P2","PT","120-150",15
"C12H3O9N1S1P3","PT","30-60",1.5
"C12H3O9N1S1P3","PT","210-240",50
"C11H10O6S6","PT","210-240",1.5
"C17H7O3N1S2P3","PT","210-240",50
"C13H5O10N1S2P1","GS","0-30",3
"C13H5O10N1S2P1","PT","150-180",50
"C14H6O10S3","DMT","0-30",15
"C14H6O10S3","DMT","30-60",15
"C15H3O7N3P3","PT","210-240",50
"C17H5O11N1P1","GS","30-60",50
"C18H8O9P2","PT","210-240",50
"C15H10O11S2","DMT","0-30",15
"C15H10O11S2","DMT","0-30",3
"C30H6O4","PT","180-210",50
"C23H13O4N1S1P1","GS","30-60",15
"C13H22O12N2S1","DMT","0-30",15
"C32H14O2","GS","0-30",50
"C20H18O9N2","DMT","30-60",50
"C23H28O4P2","GS","30-60",50
"C25H34S3","GS","30-60",15
"C25H34S3","GS","30-60",50
"C24H30O7","PT","0-30",50
"C25H26O3N4","DMT","30-60",50
"C25H26O3N4","PT","180-210",50
"C25H26O3N4","GS","30-60",15
"C25H26O3N4","PT","210-240",50
"C25H26O3N4","GS","30-60",50
"C21H34O7S1","PT","0-30",50
"C21H34O7S1","GS","60-90",3
"C21H34O7S1","PT","210-240",1.5
"C21H34O7S1","GS","30-60",1.5
"C25H34O6","PT","210-240",1.5
"C25H40N2P2","GS","60-90",3
"C17H36O10P1","DMT","30-60",50
"C23H44O1S2P1","GS","60-90",3
"C10H8O3S8","GS","0-30",1.5
"C10H8O3S8","DMT","30-60",3
"C11H4O1N4S7","PT","120-150",15
"C11H4O1N4S7","PT","210-240",50
"C11H4O1N4S7","DMT","0-30",15
"C11H4O1N4S7","GS","30-60",15
"C11H4O1N4S7","DMT","0-30",3
"C13H4O7S5","PT","120-150",15
"C12H5O9N1S1P3","PT","210-240",50
"C12H5O9N1S1P3","GS","30-60",50
"C12H5O9N1S1P3","PT","180-210",50
"C13H4O11S3","DMT","0-30",15
"C13H4O11S3","DMT","0-30",3
"C14H8O10S3","DMT","0-30",15
"C14H8O10S3","DMT","0-30",3
"C16H4O9N2S2","DMT","0-30",15
"C17H7O11N1P1","DMT","0-30",3
"C15H12O11S2","PT","120-150",15
"C15H12O11S2","GS","60-90",3
"C15H12O11S2","PT","210-240",1.5
"C33H20O1","DMT","30-60",50
"C23H28O8","DMT","0-30",15
"C23H32O2N2S2","DMT","30-60",50
"C23H32O2N2S2","GS","30-60",15
"C23H32O2N2S2","GS","30-60",50
"C23H34N2S1P2","PT","0-30",50
"C23H34N2S1P2","GS","60-90",3
"C23H34N2S1P2","PT","210-240",1.5
"C19H37O2N3P3","GS","60-90",3
"C24H32O7","PT","180-210",1.5
"C24H32O7","PT","120-150",15
"C24H32O7","PT","30-60",3
"C24H32O7","PT","150-180",50
"C24H32O7","DMT","0-30",15
"C25H28O3N4","DMT","30-60",50
"C25H28O3N4","PT","180-210",50
"C25H28O3N4","GS","30-60",15
"C25H28O3N4","PT","210-240",50
"C25H28O3N4","GS","30-60",50
"C25H28O3N4","PT","120-150",1.5
"C25H28O3N4","PT","90-120",1.5
"C21H36O7S1","PT","0-30",50
"C21H36O7S1","GS","60-90",3
"C21H36O7S1","PT","210-240",1.5
"C21H36O7S1","GS","30-60",1.5
"C21H36O7S1","PT","210-240",3
"C21H36O7S1","DMT","60-90",1.5
"C24H36O3N2S1","DMT","30-60",50
"C24H38O1N2P2","GS","60-90",3
"C24H38O1N2P2","PT","210-240",1.5
"C24H38O1N2P2","GS","30-60",1.5
"C21H40O3N2S2","PT","120-150",50
"C25H36O6","GS","60-90",3
"C14H27O12N1S1","DMT","30-60",50
"C14H27O12N1S1","GS","30-60",15
"C14H27O12N1S1","PT","210-240",50
"C14H27O12N1S1","GS","30-60",50
"C14H27O12N1S1","PT","180-210",50
"C14H27O12N1S1","PT","120-150",1.5
"C23H19O6N3","PT","0-30",50
"C23H19O6N3","PT","210-240",3
"C29H27O1N3","DMT","30-60",50
"C29H27O1N3","GS","30-60",50
"C22H42S3P1","PT","150-180",50
"C19H23N13","DMT","30-60",50
"C19H23N13","PT","180-210",50
"C19H23N13","GS","30-60",15
"C19H23N13","PT","210-240",50
"C19H23N13","GS","30-60",50
"C19H23N13","PT","120-150",1.5
"C12H6O2N2S7","DMT","30-60",3
"C8H6O7N2S6","PT","90-120",15
"C11H3O8N1S2P3","PT","180-210",1.5
"C11H3O8N1S2P3","PT","210-240",50
"C11H6O1N4S7","PT","210-240",50
"C11H6O1N4S7","GS","30-60",50
"C11H6O1N4S7","PT","180-210",50
"C11H6O1N4S7","GS","30-60",15
"C12H4O10S2P2","DMT","0-30",15
"C16H4O9S1P2","PT","210-240",50
"C12H4O14P2","DMT","0-30",15
"C12H4O14P2","DMT","0-30",3
"C15H5O7N3S2P1","GS","60-90",3
"C15H5O7N3S2P1","PT","60-90",15
"C17H8O8S1P2","DMT","0-30",15
"C17H8O8S1P2","DMT","0-30",3
"C13H8O13P2","GS","0-30",3
"C19H5O4N3S2P1","DMT","30-60",15
"C27H14S3","GS","30-60",50
"C14H14O12N2S1","DMT","0-30",3
"C22H28O3S1P2","GS","30-60",15
"C22H26O9","PT","30-60",3
"C22H26O9","DMT","0-30",3
"C22H26O9","PT","150-180",1.5
"C23H22O5N4","PT","60-90",15
"C23H22O5N4","DMT","30-60",50
"C23H22O5N4","PT","180-210",50
"C23H22O5N4","PT","120-150",15
"C23H22O5N4","GS","30-60",15
"C23H22O5N4","PT","210-240",50
"C23H22O5N4","DMT","0-30",15
"C23H22O5N4","GS","30-60",50
"C23H22O5N4","PT","120-150",1.5
"C23H22O5N4","PT","90-120",3
"C23H22O5N4","DMT","30-60",15
"C19H30O9S1","PT","0-30",50
"C19H30O9S1","GS","60-90",3
"C19H30O9S1","PT","210-240",1.5
"C19H30O9S1","PT","210-240",3
"C23H33O3N1S1P1","GS","30-60",15
"C23H30O8","DMT","0-30",15
"C23H30O8","DMT","0-30",3
"C16H30O8N6","DMT","30-60",50
"C16H30O8N6","PT","180-210",50
"C16H30O8N6","GS","30-60",15
"C16H30O8N6","PT","210-240",50
"C16H30O8N6","GS","30-60",50
"C16H30O8N6","PT","120-150",1.5
"C24H36O3P2","PT","0-30",50
"C24H36O3P2","GS","60-90",3
"C24H36O3P2","PT","210-240",1.5
"C24H36O3P2","GS","30-60",1.5
"C24H36O3P2","PT","210-240",3
"C26H30O4N2","DMT","30-60",50
"C26H30O4N2","GS","30-60",15
"C26H30O4N2","PT","210-240",50
"C26H30O4N2","GS","30-60",50
"C26H30O4N2","PT","180-210",50
"C27H26N6","PT","210-240",1.5
"C27H26N6","PT","30-60",3
"C27H26N6","PT","90-120",1.5
"C15H35N9P3","PT","0-30",50
"C15H35N9P3","PT","30-60",50
"C15H35N9P3","GS","60-90",3
"C15H35N9P3","PT","60-90",15
"C15H35N9P3","PT","180-210",3
"C15H35N9P3","DMT","30-60",50
"C15H35N9P3","PT","210-240",3
"C15H35N9P3","PT","0-30",15
"C15H35N9P3","PT","180-210",50
"C15H35N9P3","GS","30-60",15
"C15H35N9P3","PT","210-240",50
"C15H35N9P3","GS","30-60",50
"C15H35N9P3","PT","30-60",15
"C15H35N9P3","PT","180-210",15
"C15H35N9P3","PT","120-150",1.5
"C15H35N9P3","GS","60-90",1.5
"C31H30O2","PT","0-30",50
"C31H30O2","GS","60-90",3
"C31H30O2","PT","210-240",1.5
"C31H30O2","GS","30-60",1.5
"C31H30O2","PT","210-240",3
"C20H38O4N2S2","PT","120-150",50
"C20H40O2N2S1P2","DMT","30-60",50
"C20H40O2N2S1P2","GS","30-60",15
"C24H34O7","PT","120-150",15
"C24H34O7","PT","0-30",50
"C24H34O7","GS","60-90",3
"C24H34O7","DMT","0-30",15
"C32H20P1","GS","30-60",15
"C32H20P1","GS","30-60",50
"C22H28O5S1P1","GS","30-60",15
"C23H32O4S1P1","DMT","30-60",50
"C21H40O3S2P1","DMT","30-60",50
"C21H40O3S2P1","GS","30-60",15
"C21H40O3S2P1","PT","210-240",50
"C21H40O3S2P1","GS","30-60",50
"C21H40O3S2P1","PT","180-210",50
"C11H4O3N2S7","DMT","30-60",3
"C16H4O1S7","PT","180-210",1.5
"C16H4O1S7","PT","90-120",3
"C16H4O1S7","PT","30-60",1.5
"C16H4O1S7","PT","210-240",50
"C16H4O1S7","GS","30-60",50
"C16H4O1S7","PT","180-210",50
"C16H4O1S7","GS","30-60",15
"C10H12O3S8","PT","210-240",50
"C12H8O2N2S7","PT","30-60",3
"C16H4O5S5","PT","120-150",15
"C12H4O10S4","DMT","0-30",15
"C12H4O10S4","DMT","0-30",3
"C9H2O9N4S2P2","DMT","30-60",3
"C9H2O9N4S2P2","PT","210-240",50
"C20H4O2S5","PT","120-150",15
"C16H4O11S2","PT","120-150",50
"C16H6O9S1P2","PT","30-60",1.5
"C16H6O9S1P2","DMT","30-60",50
"C16H6O9S1P2","PT","180-210",50
"C16H6O9S1P2","PT","210-240",50
"C16H6O9S1P2","GS","30-60",15
"C16H6O9S1P2","PT","120-150",1.5
"C13H8O11S3","DMT","0-30",1.5
"C13H8O11S3","GS","60-90",3
"C13H8O11S3","PT","210-240",1.5
"C13H8O11S3","PT","0-30",15
"C13H8O11S3","DMT","0-30",15
"C14H6O5N4S2P2","DMT","0-30",15
"C19H7O4N3S2P1","DMT","0-30",15
"C15H7O11N3P1","PT","150-180",1.5
"C15H7O11N3P1","PT","120-150",50
"C24H7O4N1S1P1","GS","0-30",1.5
"C24H7O4N1S1P1","DMT","30-60",50
"C24H7O4N1S1P1","GS","30-60",15
"C24H7O4N1S1P1","GS","30-60",50
"C24H7O4N1S1P1","PT","180-210",50
"C16H8O11N2S1","PT","120-150",15
"C16H8O11N2S1","PT","0-30",50
"C16H8O11N2S1","DMT","0-30",1.5
"C16H8O11N2S1","GS","60-90",3
"C16H8O11N2S1","PT","210-240",1.5
"C16H8O11N2S1","PT","60-90",15
"C16H8O11N2S1","GS","30-60",1.5
"C16H8O11N2S1","PT","0-30",15
"C16H8O11N2S1","DMT","0-30",15
"C16H8O11N2S1","DMT","0-30",3
"C16H8O11N2S1","GS","30-60",3
"C16H8O11N2S1","DMT","30-60",15
"C24H7O6N1P1","PT","210-240",50
"C23H19O4N1S1P1","DMT","0-30",3
"C21H16O7N4","DMT","30-60",50
"C26H28S3","GS","30-60",15
"C26H28S3","GS","30-60",50
"C21H24O10","DMT","0-30",15
"C21H24O10","DMT","0-30",3
"C22H20O6N4","GS","30-60",50
"C24H26O2N2P2","GS","30-60",15
"C24H26O2N2P2","PT","210-240",50
"C24H26O2N2P2","GS","30-60",50
"C14H29O3N7P3","GS","30-60",15
"C14H29O3N7P3","PT","210-240",50
"C14H29O3N7P3","GS","30-60",50
"C22H31O4N1S1P1","DMT","30-60",50
"C22H31O4N1S1P1","GS","30-60",15
"C22H31O4N1S1P1","GS","30-60",50
"C22H28O9","DMT","0-30",15
"C22H28O9","DMT","0-30",3
"C19H36O5N2S2","PT","120-150",50
"C23H35O3N1S1P1","GS","30-60",15
"C23H35O3N1S1P1","GS","30-60",50
"C23H32O8","PT","120-150",15
"C23H32O8","PT","0-30",50
"C23H32O8","DMT","0-30",1.5
"C23H32O8","DMT","0-30",15
"C23H32O8","DMT","0-30",3
"C20H40O4N2S2","PT","120-150",50
"C12H8S6P3","PT","0-30",50
"C20H22O9P1","GS","30-60",50
"C21H26O6S1P1","GS","30-60",15
"C21H26O6S1P1","PT","210-240",50
"C21H26O6S1P1","GS","30-60",50
"C9H2O5N4S6","DMT","30-60",3
"C11H6O3N2S7","PT","120-150",15
"C11H6O3N2S7","GS","60-90",3
"C11H6O3N2S7","PT","60-90",15
"C11H6O3N2S7","GS","30-60",1.5
"C11H6O3N2S7","PT","210-240",3
"C11H6O3N2S7","PT","0-30",15
"C10H3O9N1S2P3","GS","30-60",15
"C10H3O9N1S2P3","PT","210-240",50
"C10H3O9N1S2P3","GS","30-60",50
"C10H3O9N1S2P3","PT","180-210",50
"C14H3O6N1S2P3","DMT","30-60",3
"C10H6O4N4S6","DMT","0-30",3
"C13H3O5N3S2P3","DMT","30-60",3
"C13H3O5N3S2P3","PT","210-240",1.5
"C8H10O7N2S6","PT","120-150",50
"C16H8O7S2P2","PT","120-150",15
"C18H4O6N2S1P2","GS","30-60",50
"C18H4O6N2S1P2","PT","180-210",50
"C14H7O6N3S1P3","PT","0-30",50
"C14H7O6N3S1P3","DMT","0-30",3
"C11H6O13N2S2","PT","210-240",50
"C13H10O13S2","PT","120-150",50
"C23H6O2N2S3","DMT","0-30",15
"C23H6O2N2S3","DMT","0-30",3
"C15H12O4N4S2P2","DMT","0-30",15
"C19H6O9N2S1","DMT","30-60",50
"C19H6O9N2S1","PT","180-210",50
"C28H6O2S2","PT","0-30",50
"C28H6O2S2","GS","60-90",3
"C21H13O6N1S1P1","GS","30-60",50
"C20H22O9S1","PT","210-240",1.5
"C20H25O6N1S1P1","GS","30-60",50
"C20H22O11","DMT","0-30",15
"C26H30S3","GS","30-60",15
"C26H30S3","PT","210-240",50
"C26H30S3","GS","30-60",50
"C21H26O10","DMT","0-30",15
"C21H26O10","DMT","0-30",3
"C22H33O4N1S1P1","DMT","30-60",50
