"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"8144","C19H4O8S1P2",NA,"condensed aromatic","condensed aromatic",1,0.7368,0.21,0.42,8,19,0.4211
"8145","C15H4O13P2",NA,"condensed aromatic","condensed aromatic",1,1.4667,0.27,0.87,0,15,0
"8146","C15H10O1N4S6",NA,"aromatic","aromatic",0.5556,1.0667,0.67,0.07,2,13,0.1333
"8147","C19H4O10P2",NA,"condensed aromatic","condensed aromatic",1,0.8421,0.21,0.53,7,19,0.3684
"8148","C16H6O12S2",NA,"condensed aromatic","condensed aromatic",0.75,1.375,0.38,0.75,0,14,0
"8149","C16H8O10S1P2",NA,"condensed aromatic","condensed aromatic",0.75,0.875,0.5,0.62,1,14,0.0625
"8150","C16H10O8P4",NA,"condensed aromatic","condensed aromatic",0.75,0.375,0.62,0.5,2,14,0.125
"8151","C14H14O7S5",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,0.7143,1,0.5,-4,8,-0.2857
"8152","C18H5O6N3S2P1",NA,"condensed aromatic","condensed aromatic",1.0556,1.1111,0.28,0.33,6.5,18.5,0.3611
"8153","C19H5O9N1S1P1",NA,"condensed aromatic","condensed aromatic",0.9565,0.9474,0.26,0.47,6.5,18.5,0.3421
"8154","C17H12O7S2P2",NA,"aromatic","aromatic",0.5789,0.3529,0.71,0.41,2,13,0.1176
"8155","C13H10O14S2",NA,"unsaturated/lignin","unsaturated/lignin",0,1.6923,0.77,1.08,-7,9,-0.5385
"8156","C13H12O12S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0,1.0769,0.92,0.92,-6,9,-0.4615
"8157","C18H5O8N3S1P1",NA,"condensed aromatic","condensed aromatic",1.0556,1.2222,0.28,0.44,5.5,18.5,0.3056
"8158","C24H6O6S2",NA,"condensed aromatic","condensed aromatic",0.8947,0.4167,0.25,0.25,14,22,0.5833
"8159","C17H10O11S2",NA,"aromatic","aromatic",0.5789,0.9412,0.59,0.65,0,13,0
"8160","C17H12O9S1P2",NA,"aromatic","aromatic",0.5789,0.4706,0.71,0.53,1,13,0.0588
"8161","C14H14O11S3",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,1,1,0.79,-6,8,-0.4286
"8162","C23H6O5N2S2",NA,"condensed aromatic","condensed aromatic",0.9394,0.6087,0.26,0.22,13,22,0.5652
"8163","C22H5O7N3P1",NA,"condensed aromatic","condensed aromatic",1.0345,0.8182,0.23,0.32,11.5,22.5,0.5227
"8164","C14H14O13S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,1.1429,1,0.93,-7,8,-0.5
"8165","C14H18O9P4",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,0,1.29,0.64,-5,8,-0.3571
"8166","C21H10O10S1",NA,"condensed aromatic","condensed aromatic",0.7333,0.5714,0.48,0.48,6,17,0.2857
"8167","C18H14O10S2",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,0.5556,0.78,0.56,0,12,0
"8168","C23H6O9N2",NA,"condensed aromatic","condensed aromatic",0.9394,0.7826,0.26,0.39,11,22,0.4783
"8169","C32H8P2",NA,"condensed aromatic","condensed aromatic",0.9333,-0.25,0.25,0,28,30,0.875
"8170","C18H16O10P2",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,0.2222,0.89,0.56,0,12,0
"8171","C27H6O6N2",NA,"condensed aromatic","condensed aromatic",0.9545,0.4444,0.22,0.22,18,26,0.6667
"8172","C15H10O13N4",NA,"aromatic","aromatic",0.5556,1.8667,0.67,0.87,-4,13,-0.2667
"8173","C24H10O6N2S1",NA,"condensed aromatic","condensed aromatic",0.8333,0.4167,0.42,0.25,12,21,0.5
"8174","C29H10O6",NA,"condensed aromatic","condensed aromatic",0.8462,0.069,0.34,0.21,19,25,0.6552
"8175","C13H28O11S1P2",NA,"aliphatic","lipid",-1.6667,-0.3077,2.15,0.85,-13,1,-1
"8176","C30H14O5",NA,"condensed aromatic","condensed aromatic",0.7818,-0.1333,0.47,0.17,19,24,0.6333
"8177","C18H18O12N2",NA,"unsaturated/lignin","unsaturated/lignin",0.3,0.6667,1,0.67,-3,11,-0.1667
"8178","C23H22O4N2S2",NA,"unsaturated/lignin","unsaturated/lignin",0.4706,-0.1739,0.96,0.17,6,14,0.2609
"8179","C27H21O2N1S1P1",NA,"aromatic","aromatic",0.6304,-0.4444,0.78,0.07,13.5,18.5,0.5
"8180","C27H18O7",NA,"aromatic","aromatic",0.6596,-0.1481,0.67,0.26,12,19,0.4444
"8181","C15H22O14N2",NA,"unsaturated/lignin","unsaturated/lignin",-0.5,0.8,1.47,0.93,-10,6,-0.6667
"8182","C24H22O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4872,-0.25,0.92,0.29,6,14,0.25
"8183","C20H22O12",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,0.1,1.1,0.6,-2,10,-0.1
"8184","C21H26O7S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2258,-0.381,1.24,0.33,0,9,0
"8185","C30H18O1N2S1",NA,"condensed aromatic","condensed aromatic",0.7358,-0.2667,0.6,0.03,19,23,0.6333
"8186","C28H24O2P2",NA,"aromatic","aromatic",0.6,-0.7143,0.86,0.07,14,18,0.5
"8187","C25H26O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.48,1.04,0.24,6,13,0.24
"8188","C25H28O4P2",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.8,1.12,0.16,7,13,0.28
"8189","C21H26O11",NA,"unsaturated/lignin","unsaturated/lignin",0.2258,-0.1905,1.24,0.52,-2,9,-0.0952
"8190","C22H30O6S2",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.6364,1.36,0.27,0,8,0
"8191","C18H30O11S1",NA,"aliphatic","aliphatic",-0.2174,-0.3333,1.67,0.61,-8,4,-0.4444
"8192","C22H30O8S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.36,0.36,-1,8,-0.0455
"8193","C18H34O7N2S2",NA,"aliphatic","aliphatic+N",-0.4286,-0.5556,1.89,0.39,-8,3,-0.4444
"8194","C26H30O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3778,-0.6923,1.15,0.19,6,12,0.2308
"8195","C26H32O3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.3778,-1,1.23,0.12,7,12,0.2692
"8196","C22H30O10",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.4545,1.36,0.45,-2,8,-0.0909
"8197","C30H30O2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.5,-0.8,1,0.07,13,16,0.4333
"8198","C30H32P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,-1.0667,1.07,0,14,16,0.4667
"8199","C27H34O2S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.963,1.26,0.07,7,11,0.2593
"8200","C15H30O10N6",NA,"aliphatic","lipid",-1.75,0.5333,2,0.67,-12,4,-0.8
"8201","C23H36O5P2",NA,"aliphatic","aliphatic",0.1351,-1.1304,1.57,0.22,0,7,0
"8202","C19H34O12",NA,"aliphatic","aliphatic",-0.2308,-0.5263,1.79,0.63,-9,3,-0.4737
"8203","C19H38O6N2S2",NA,"aliphatic","lipid",-0.4167,-0.8421,2,0.32,-8,2,-0.4211
"8204","C23H37O4N1S1P1",NA,"aliphatic","aliphatic+N",0.0833,-1.0435,1.61,0.17,-0.5,6.5,-0.0217
"8205","C23H39O2N1P3",NA,"aliphatic","aliphatic+N",0.0833,-1.3913,1.7,0.09,0.5,6.5,0.0217
"8206","C17H34O10N4",NA,"aliphatic","lipid",-0.75,-0.1176,2,0.59,-11,3,-0.6471
"8207","C22H34O8N2",NA,"aliphatic","aliphatic+N",0.0625,-0.5455,1.55,0.36,-3,7,-0.1364
"8208","C16H39O2N7P3",NA,"aliphatic","lipid",-1.7,-0.875,2.44,0.12,-9.5,2.5,-0.5938
"8209","C24H38O6S1",NA,"aliphatic","aliphatic",0.1,-1,1.58,0.25,-1,6,-0.0417
"8210","C20H38O11",NA,"aliphatic","aliphatic",-0.2414,-0.8,1.9,0.55,-9,2,-0.45
"8211","C20H42O5N2S2",NA,"aliphatic","lipid",-0.4074,-1.1,2.1,0.25,-8,1,-0.4
"8212","C24H41O3N1S1P1",NA,"aliphatic","aliphatic+N",0.0513,-1.25,1.71,0.12,-0.5,5.5,-0.0208
"8213","C24H38O8",NA,"aliphatic","aliphatic",0.1,-0.9167,1.58,0.33,-2,6,-0.0833
"8214","C25H42O3S2",NA,"aliphatic","aliphatic",0.0698,-1.28,1.68,0.12,0,5,0
"8215","C26H30N8",NA,"unsaturated/lignin","unsaturated/lignin",0.4444,-0.2308,1.15,0,8,16,0.3077
"8216","C17H43O1N7P3",NA,"aliphatic","lipid",-1.3846,-1.1765,2.53,0.06,-9.5,1.5,-0.5588
"8217","C21H45O5N1S1P1",NA,"aliphatic","lipid",-0.3226,-1.4286,2.14,0.24,-7.5,0.5,-0.3571
"8218","C21H42O10",NA,"aliphatic","lipid",-0.25,-1.0476,2,0.48,-9,1,-0.4286
"8219","C25H45O2N1S1P1",NA,"aliphatic","aliphatic+N",0.0238,-1.44,1.8,0.08,-0.5,4.5,-0.02
"8220","C25H42O7",NA,"aliphatic","aliphatic",0.0698,-1.12,1.68,0.28,-2,5,-0.08
"8221","C25H46O5N2",NA,"aliphatic","aliphatic+N",-0.0244,-1.2,1.84,0.2,-3,4,-0.12
"8222","C22H45O1N7P1",NA,"aliphatic","lipid",-0.2963,-1,2.05,0.05,-4.5,4.5,-0.2045
"8223","C26H49O3N1P1",NA,"aliphatic","aliphatic+N",0,-1.5385,1.88,0.12,-1.5,3.5,-0.0577
"8224","C10H5O2N3S8",NA,"condensed aromatic","condensed aromatic",1,2.4,0.5,0.2,-3,10,-0.3
"8225","C10H5O4N3S7",NA,"condensed aromatic","condensed aromatic",1,2.6,0.5,0.4,-4,10,-0.4
"8226","C15H5O2N1S7",NA,"condensed aromatic","condensed aromatic",0.8333,1.0667,0.33,0.13,4,14,0.2667
"8227","C19H4S6P1",NA,"condensed aromatic","condensed aromatic",0.9583,0.4211,0.21,0,11.5,18.5,0.6053
"8228","C9H5O3N5S7",NA,"condensed aromatic","condensed aromatic",0.7778,3.3333,0.56,0.33,-5,10,-0.5556
"8229","C11H5O11N1S4",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.5455,0.45,1,-6,10,-0.5455
"8230","C11H7O11N1S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-1,2,0.64,1,-6,10,-0.5455
"8231","C19H5O5N1S4",NA,"condensed aromatic","condensed aromatic",0.913,0.8421,0.26,0.26,8,18,0.4211
"8232","C18H5O6N3S3",NA,"condensed aromatic","condensed aromatic",1,1.2222,0.28,0.33,6,18,0.3333
"8233","C13H14O12P3",NA,"unsaturated/lignin","unsaturated/lignin",-0.125,0.7692,1.08,0.92,-6.5,8.5,-0.5
"8234","C24H9O9N1",NA,"condensed aromatic","condensed aromatic",0.8378,0.5,0.38,0.38,11,21,0.4583
"8235","C19H21O12N1",NA,"unsaturated/lignin","unsaturated/lignin",0.25,0.3158,1.11,0.63,-3,10,-0.1579
"8236","C25H28S3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4048,-0.88,1.12,0,8.5,12.5,0.34
"8237","C27H21O4N1S1",NA,"aromatic","aromatic",0.6087,-0.2963,0.78,0.15,12,18,0.4444
"8238","C31H20O2P1",NA,"condensed aromatic","condensed aromatic",0.7069,-0.5161,0.65,0.06,19.5,22.5,0.629
"8239","C24H25O4N1S2",NA,"unsaturated/lignin","unsaturated/lignin",0.4211,-0.4167,1.04,0.17,6,13,0.25
"8240","C25H33O1N3S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2821,-0.72,1.32,0.04,5,11,0.2
"8241","C23H37O4N1S2",NA,"aliphatic","aliphatic+N",0.0556,-0.9565,1.61,0.17,-1,6,-0.0435
"8242","C26H37N3S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2381,-0.9231,1.42,0,5,10,0.1923
"8243","C21H48P5",NA,"aliphatic","lipid",-0.2812,-2.2857,2.29,0,-4.5,0.5,-0.2143
"8244","C30H33O3N1",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,-0.8,1.1,0.1,11,15,0.3667
"8245","C18H42O3N4P3",NA,"aliphatic","lipid",-0.7368,-1.3333,2.33,0.17,-8.5,1.5,-0.4722
"8246","C27H37O3N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2766,-0.963,1.37,0.11,5,10,0.1852
"8247","C21H44O6S1P1",NA,"aliphatic","lipid",-0.2812,-1.4286,2.1,0.29,-7.5,0.5,-0.3571
"8248","C25H44O5P1",NA,"aliphatic","aliphatic",0.0465,-1.36,1.76,0.2,-1.5,4.5,-0.06
"8249","C14H4S5P4",NA,"condensed aromatic","condensed aromatic",1.2,0.4286,0.29,0,6,15,0.4286
"8250","C10H4O3N2S8",NA,"condensed aromatic","condensed aromatic",1,2.4,0.4,0.3,-3,10,-0.3
"8251","C14H4N2S8",NA,"condensed aromatic","condensed aromatic",1,1.2857,0.29,0,4,14,0.2857
"8252","C10H4O5N2S7",NA,"condensed aromatic","condensed aromatic",1,2.6,0.4,0.5,-4,10,-0.4
"8253","C11H4O8S6",NA,"unsaturated/lignin","unsaturated/lignin",0,2.1818,0.36,0.73,-4,10,-0.3636
"8254","C10H4O7N2S6",NA,"condensed aromatic","condensed aromatic",1,2.8,0.4,0.7,-5,10,-0.5
"8255","C19H4S7",NA,"condensed aromatic","condensed aromatic",0.9167,0.5263,0.21,0,11,18,0.5789
"8256","C15H4O5S6",NA,"condensed aromatic","condensed aromatic",0.8462,1.2,0.27,0.33,3,14,0.2
"8257","C11H4O10S5",NA,"unsaturated/lignin","unsaturated/lignin",0,2.3636,0.36,0.91,-5,10,-0.4545
"8258","C13H12S9",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,0.4615,0.92,0,-1,8,-0.0769
"8259","C13H4O1N4S7",NA,"condensed aromatic","condensed aromatic",1.6667,1.8462,0.31,0.08,2,14,0.1538
"8260","C10H8O1N4S8",NA,"condensed aromatic","condensed aromatic",1.4,2.2,0.8,0.1,-4,9,-0.4
"8261","C14H4O4N2S6",NA,"condensed aromatic","condensed aromatic",1,1.5714,0.29,0.29,2,14,0.1429
"8262","C10H4O9N2S5",NA,"condensed aromatic","condensed aromatic",1,3,0.4,0.9,-6,10,-0.6
"8263","C12H4N6S7",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.3333,0.33,0,1,14,0.0833
"8264","C15H4O7S5",NA,"condensed aromatic","condensed aromatic",0.8462,1.3333,0.27,0.47,2,14,0.1333
"8265","C11H4O12S4",NA,"unsaturated/lignin","unsaturated/lignin",0,2.5455,0.36,1.09,-6,10,-0.5455
"8266","C18H4O1N2S6",NA,"condensed aromatic","condensed aromatic",1,0.8889,0.22,0.06,9,18,0.5
"8267","C14H4O6N2S5",NA,"condensed aromatic","condensed aromatic",1,1.7143,0.29,0.43,1,14,0.0714
"8268","C19H4O4S5",NA,"condensed aromatic","condensed aromatic",0.9167,0.7368,0.21,0.21,9,18,0.4737
"8269","C14H4O10P4",NA,"condensed aromatic","condensed aromatic",1.2,1.1429,0.29,0.71,1,15,0.0714
"8270","C11H6O12S2P2",NA,"unsaturated/lignin","unsaturated/lignin",0,2,0.55,1.09,-6,10,-0.5455
"8271","C14H8N4S7",NA,"condensed aromatic","condensed aromatic",0.6667,1.2857,0.57,0,2,13,0.1429
"8272","C9H4O10N4S4",NA,"condensed aromatic","condensed aromatic",0.75,4,0.44,1.11,-8,10,-0.8889
"8273","C18H4O3N2S5",NA,"condensed aromatic","condensed aromatic",1,1,0.22,0.17,8,18,0.4444
"8274","C15H8O3N2S6",NA,"aromatic","aromatic",0.6364,1.0667,0.53,0.2,2,13,0.1333
"8275","C11H8O8N2S5",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2.1818,0.73,0.73,-6,9,-0.5455
"8276","C11H9O9N1S2P3",NA,"unsaturated/lignin","unsaturated/lignin",-2,1.4545,0.82,0.82,-5.5,9.5,-0.5
"8277","C12H8O11S4",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,1.8333,0.67,0.92,-6,9,-0.5
"8278","C14H16O1S8",NA,"unsaturated/lignin","unsaturated/lignin",-0.2727,0.1429,1.14,0.07,-2,7,-0.1429
"8279","C14H3O13N1S1P1",NA,"condensed aromatic","condensed aromatic",1.1111,2,0.21,0.93,-1.5,14.5,-0.1071
"8280","C15H6O11S1P2",NA,"condensed aromatic","condensed aromatic",0.8462,1.2,0.4,0.73,0,14,0
"8281","C12H10O11S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,1.3333,0.83,0.92,-6,9,-0.5
"8282","C18H4O7N2S3",NA,"condensed aromatic","condensed aromatic",1,1.2222,0.22,0.39,6,18,0.3333
"8283","C14H4O12N2S2",NA,"condensed aromatic","condensed aromatic",1,2.1429,0.29,0.86,-2,14,-0.1429
"8284","C14H6O10N2S1P2",NA,"condensed aromatic","condensed aromatic",1,1.5714,0.43,0.71,-1,14,-0.0714
"8285","C14H3O15N1P1",NA,"condensed aromatic","condensed aromatic",1.1111,2.1429,0.21,1.07,-2.5,14.5,-0.1786
"8286","C15H6O13P2",NA,"condensed aromatic","condensed aromatic",0.8462,1.3333,0.4,0.87,-1,14,-0.0667
"8287","C13H3O14N3P1",NA,"condensed aromatic","condensed aromatic",1.75,2.6154,0.23,1.08,-3.5,14.5,-0.2692
"8288","C16H8O12S2",NA,"aromatic","aromatic",0.625,1.25,0.5,0.75,-1,13,-0.0625
"8289","C13H12O12S3",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,1.3846,0.92,0.92,-7,8,-0.5385
"8290","C10H16O12S4",NA,"aliphatic","aliphatic",-Inf,1.6,1.6,1.2,-13,3,-1.3
"8291","C16H10O12P2",NA,"aromatic","aromatic",0.625,0.875,0.62,0.75,-1,13,-0.0625
"8292","C13H12O14S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,1.5385,0.92,1.08,-8,8,-0.6154
"8293","C18H7O8N3S1P1",NA,"condensed aromatic","condensed aromatic",0.9444,1.1111,0.39,0.44,4.5,17.5,0.25
"8294","C17H12O11S2",NA,"unsaturated/lignin","unsaturated/lignin",0.4737,0.8235,0.71,0.65,-1,12,-0.0588
"8295","C14H16O11S3",NA,"unsaturated/lignin","unsaturated/lignin",-0.2727,0.8571,1.14,0.79,-7,7,-0.5
"8296","C23H8O5N2S2",NA,"condensed aromatic","condensed aromatic",0.8788,0.5217,0.35,0.22,12,21,0.5217
"8297","C21H14O6S1P2",NA,"condensed aromatic","condensed aromatic",0.6667,0,0.67,0.29,7,16,0.3333
"8298","C14H16O13S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.2727,1,1.14,0.93,-8,7,-0.5714
"8299","C21H15O5N1S2P1",NA,"aromatic","aromatic",0.6207,0.0952,0.71,0.24,6.5,15.5,0.3095
"8300","C17H12O15",NA,"unsaturated/lignin","unsaturated/lignin",0.4737,1.0588,0.71,0.88,-3,12,-0.1765
"8301","C14H16O15S1",NA,"unsaturated/lignin","unsaturated/lignin",-0.2727,1.1429,1.14,1.07,-9,7,-0.6429
"8302","C16H12O14N2",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,1.375,0.75,0.88,-4,12,-0.25
"8303","C29H14S1P2",NA,"condensed aromatic","condensed aromatic",0.8077,-0.4138,0.48,0,21,24,0.7241
"8304","C25H12O7S1",NA,"condensed aromatic","condensed aromatic",0.7561,0.16,0.48,0.28,12,20,0.48
"8305","C27H8O6N2",NA,"condensed aromatic","condensed aromatic",0.9091,0.3704,0.3,0.22,17,25,0.6296
"8306","C15H12O13N4",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,1.7333,0.8,0.87,-5,12,-0.3333
"8307","C32H8O4",NA,"condensed aromatic","condensed aromatic",0.9,0,0.25,0.12,25,29,0.7812
"8308","C29H12O4S1",NA,"condensed aromatic","condensed aromatic",0.8077,-0.069,0.41,0.14,19,24,0.6552
"8309","C25H12O9",NA,"condensed aromatic","condensed aromatic",0.7561,0.24,0.48,0.36,11,20,0.44
"8310","C26H16O6S1",NA,"condensed aromatic","condensed aromatic",0.6818,-0.0769,0.62,0.23,12,19,0.4615
"8311","C16H26O9S1P2",NA,"aliphatic","aliphatic",-0.2941,-0.375,1.62,0.56,-7,5,-0.4375
"8312","C33H12O3",NA,"condensed aromatic","condensed aromatic",0.8413,-0.1818,0.36,0.09,25,28,0.7576
"8313","C20H24O8S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2143,-0.2,1.2,0.4,-1,9,-0.05
"8314","C30H19N1S1P1",NA,"condensed aromatic","condensed aromatic",0.7222,-0.4667,0.63,0,19.5,22.5,0.65
"8315","C22H20O7N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4839,0.0909,0.91,0.32,4,14,0.1818
"8316","C18H20O12N2",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0.5556,1.11,0.67,-4,10,-0.2222
"8317","C26H22O2N2P2",NA,"aromatic","aromatic",0.619,-0.4615,0.85,0.08,12,18,0.4615
"8318","C20H24O12",NA,"unsaturated/lignin","unsaturated/lignin",0.2143,0,1.2,0.6,-3,9,-0.15
"8319","C21H20O8N4",NA,"unsaturated/lignin","unsaturated/lignin",0.4615,0.381,0.95,0.38,2,14,0.0952
"8320","C17H28O12S1",NA,"aliphatic","aliphatic",-0.3,-0.1176,1.65,0.71,-9,4,-0.5294
"8321","C28H24O4S1",NA,"aromatic","aromatic",0.56,-0.5,0.86,0.14,12,17,0.4286
"8322","C28H26O2P2",NA,"aromatic","aromatic",0.56,-0.7857,0.93,0.07,13,17,0.4643
"8323","C25H28O4S2",NA,"unsaturated/lignin","unsaturated/lignin",0.381,-0.64,1.12,0.16,6,12,0.24
"8324","C35H20O1",NA,"condensed aromatic","condensed aromatic",0.7391,-0.5143,0.57,0.03,25,26,0.7143
"8325","C25H28O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.381,-0.56,1.12,0.24,5,12,0.2
"8326","C21H28O11",NA,"unsaturated/lignin","unsaturated/lignin",0.1613,-0.2857,1.33,0.52,-3,8,-0.1429
"8327","C22H32O6S2",NA,"unsaturated/lignin","unsaturated/lignin",0.1176,-0.7273,1.45,0.27,-1,7,-0.0455
"8328","C18H32O11S1",NA,"aliphatic","aliphatic",-0.3043,-0.4444,1.78,0.61,-9,3,-0.5
"8329","C29H30O1P2",NA,"aromatic","aromatic",0.5094,-0.9655,1.03,0.03,13,16,0.4483
"8330","C22H32O8S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1176,-0.6364,1.45,0.36,-2,7,-0.0909
"8331","C26H32O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.7692,1.23,0.19,5,11,0.1923
"8332","C15H32O10N6",NA,"aliphatic","lipid",-2,0.4,2.13,0.67,-13,3,-0.8667
"8333","C19H40O6N2S2",NA,"aliphatic","lipid",-0.5,-0.9474,2.11,0.32,-9,1,-0.4737
"8334","C27H36O4S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2917,-0.963,1.33,0.15,5,10,0.1852
"8335","C23H36O9",NA,"aliphatic","aliphatic",0.0811,-0.7826,1.57,0.39,-3,6,-0.1304
"8336","C18H39O8N3P1",NA,"aliphatic","lipid",-0.65,-0.7778,2.17,0.44,-10.5,1.5,-0.5833
"8337","C27H39O1N1S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2553,-1.1852,1.44,0.04,5.5,9.5,0.2037
"8338","C27H36O6",NA,"unsaturated/lignin","unsaturated/lignin",0.2917,-0.8889,1.33,0.22,4,10,0.1481
"8339","C20H38O2N6P2",NA,"aliphatic","aliphatic+N",-0.2727,-0.8,1.9,0.1,-4,6,-0.2
"8340","C20H40O11",NA,"aliphatic","lipid",-0.3103,-0.9,2,0.55,-10,1,-0.5
"8341","C32H40S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3871,-1.1875,1.25,0,12,13,0.375
"8342","C28H40O5",NA,"unsaturated/lignin","unsaturated/lignin",0.2549,-1.0714,1.43,0.18,4,9,0.1429
"8343","C25H46O3P2",NA,"aliphatic","aliphatic",0.0233,-1.6,1.84,0.12,-1,4,-0.04
"8344","C19H32N14",NA,"aliphatic","aliphatic+N",-0.6,0.5263,1.68,0,-3,11,-0.1579
"8345","C10H3O6N1S7",NA,"condensed aromatic","condensed aromatic",1,2.6,0.3,0.6,-4,10,-0.4
"8346","C13H3N3S8",NA,"condensed aromatic","condensed aromatic",1.5,1.6923,0.23,0,3,14,0.2308
"8347","C11H7O5N1S7",NA,"unsaturated/lignin","unsaturated/lignin",-3,1.8182,0.64,0.45,-4,9,-0.3636
"8348","C9H3O9N3S5",NA,"condensed aromatic","condensed aromatic",0.7143,3.7778,0.33,1,-7,10,-0.7778
"8349","C10H7O4N3S7",NA,"condensed aromatic","condensed aromatic",1.5,2.4,0.7,0.4,-5,9,-0.5
"8350","C10H3O12N1S4",NA,"condensed aromatic","condensed aromatic",1,3.2,0.3,1.2,-7,10,-0.7
"8351","C22H6O8N2P1",NA,"condensed aromatic","condensed aromatic",0.9667,0.7273,0.27,0.36,10.5,21.5,0.4773
"8352","C18H23O11N3",NA,"unsaturated/lignin","unsaturated/lignin",0.0526,0.4444,1.28,0.61,-5,9,-0.2778
"8353","C27H23O4N1S1",NA,"aromatic","aromatic",0.5652,-0.3704,0.85,0.15,11,17,0.4074
"8354","C19H27O8N3S1",NA,"unsaturated/lignin","unsaturated/lignin",0,0,1.42,0.42,-4,8,-0.2105
"8355","C27H23O6N1",NA,"aromatic","aromatic",0.5652,-0.2963,0.85,0.22,10,17,0.3704
"8356","C15H27O13N3",NA,"aliphatic","aliphatic+N",-1,0.5333,1.8,0.87,-12,4,-0.8
"8357","C19H27O10N3",NA,"unsaturated/lignin","unsaturated/lignin",0,0.1053,1.42,0.53,-5,8,-0.2632
"8358","C20H31O5N3S2",NA,"aliphatic","aliphatic+N",-0.04,-0.4,1.55,0.25,-3,7,-0.15
"8359","C32H26O1P1",NA,"aromatic","aromatic",0.623,-0.75,0.81,0.03,18.5,20.5,0.5781
"8360","C23H38O7P1",NA,"aliphatic","aliphatic",0.0541,-1.0435,1.65,0.3,-2.5,5.5,-0.1087
"8361","C24H34O3N4P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2286,-0.6667,1.42,0.12,2.5,10.5,0.1042
"8362","C14H4S7P2",NA,"condensed aromatic","condensed aromatic",1,0.7143,0.29,0,5,14,0.3571
"8363","C9H2O8N2S6",NA,"condensed aromatic","condensed aromatic",0.6667,3.5556,0.22,0.89,-6,10,-0.6667
"8364","C14H6N2S8",NA,"condensed aromatic","condensed aromatic",0.75,1.1429,0.43,0,3,13,0.2143
"8365","C10H6O5N2S7",NA,"condensed aromatic","condensed aromatic",1.6667,2.4,0.6,0.5,-5,9,-0.5
"8366","C15H6O3S7",NA,"condensed aromatic","condensed aromatic",0.6923,0.9333,0.4,0.2,3,13,0.2
"8367","C11H6O8S6",NA,"unsaturated/lignin","unsaturated/lignin",-1,2,0.55,0.73,-5,9,-0.4545
"8368","C8H2O9N4S5",NA,"aromatic","aromatic",0.6364,4.75,0.25,1.12,-8,10,-1
"8369","C16H10S8",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.375,0.62,0,4,12,0.25
"8370","C11H6O10S5",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.1818,0.55,0.91,-6,9,-0.5455
"8371","C12H10O5S7",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,1.1667,0.83,0.42,-4,8,-0.3333
