"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"12443","C23H53O2N7P3",NA,"aliphatic","lipid",-0.7083,-1.2174,2.3,0.09,-9.5,2.5,-0.413
"12444","C19H25O10N1S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.1111,0.1053,1.32,0.53,-6,9,-0.3158
"12445","C32H59O4N1S1",NA,"aliphatic","aliphatic+N",0,-1.4375,1.84,0.12,-2,4,-0.0625
"12446","C15H6O7S8",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,1.6,0.4,0.47,-2,13,-0.1333
"12447","C16H10O6S8",NA,"unsaturated/lignin","unsaturated/lignin",0.2,1.125,0.62,0.38,-2,12,-0.125
"12448","C12H3O13N3S2P3",NA,"unsaturated/lignin","unsaturated/lignin",0,3,0.25,1.08,-6.5,14.5,-0.5417
"12449","C11H10O10N2S7",NA,"condensed aromatic","condensed aromatic",2,2.7273,0.91,0.91,-11,8,-1
"12450","C13H14O8S8",NA,"unsaturated/lignin","unsaturated/lignin",-5,1.3846,1.08,0.62,-9,7,-0.6923
"12451","C20H10O7S6",NA,"aromatic","aromatic",0.619,0.8,0.5,0.35,3,16,0.15
"12452","C19H6O14S3",NA,"condensed aromatic","condensed aromatic",0.7778,1.4737,0.32,0.74,0,17,0
"12453","C17H14O9S6",NA,"unsaturated/lignin","unsaturated/lignin",0.0769,0.9412,0.82,0.53,-4,11,-0.2353
"12454","C27H6O6S4",NA,"condensed aromatic","condensed aromatic",0.9,0.5185,0.22,0.22,15,25,0.5556
"12455","C18H5O16N1S1P1",NA,"condensed aromatic","condensed aromatic",0.9286,1.7778,0.28,0.89,-1.5,17.5,-0.0833
"12456","C13H18O8N2S7",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,1.3846,1.38,0.62,-11,6,-0.8462
"12457","C23H10O5N2S5",NA,"condensed aromatic","condensed aromatic",0.7778,0.6957,0.43,0.22,8,20,0.3478
"12458","C27H6O8S3",NA,"condensed aromatic","condensed aromatic",0.9,0.5926,0.22,0.3,14,25,0.5185
"12459","C18H10O11N2P4",NA,"condensed aromatic","condensed aromatic",0.8462,1,0.56,0.61,0,17,0
"12460","C23H8O11S1P2",NA,"condensed aromatic","condensed aromatic",0.8621,0.6957,0.35,0.48,7,21,0.3043
"12461","C19H6O18S1",NA,"condensed aromatic","condensed aromatic",0.7778,1.6842,0.32,0.95,-2,17,-0.1053
"12462","C21H5O14N3P1",NA,"condensed aromatic","condensed aromatic",1.05,1.5238,0.24,0.67,3.5,21.5,0.1667
"12463","C22H8O12N2P2",NA,"condensed aromatic","condensed aromatic",0.9167,1,0.36,0.55,5,21,0.2273
"12464","C24H12O12P2",NA,"condensed aromatic","condensed aromatic",0.75,0.5,0.5,0.5,6,20,0.25
"12465","C21H16O14P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.5714,0.76,0.67,-1,15,-0.0476
"12466","C18H18O16S2",NA,"unsaturated/lignin","unsaturated/lignin",0,1,1,0.89,-8,10,-0.4444
"12467","C20H26O6S6",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,-0.1,1.3,0.3,-4,8,-0.2
"12468","C15H22O16S3",NA,"unsaturated/lignin","unsaturated/lignin",-1.5,1.0667,1.47,1.07,-14,5,-0.9333
"12469","C24H30O11N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1613,0,1.25,0.46,-3,11,-0.125
"12470","C29H32O7P2",NA,"unsaturated/lignin","unsaturated/lignin",0.4043,-0.6207,1.1,0.24,6,15,0.2069
"12471","C30H34O8S1",NA,"unsaturated/lignin","unsaturated/lignin",0.36,-0.5333,1.13,0.27,5,14,0.1667
"12472","C30H36O6P2",NA,"unsaturated/lignin","unsaturated/lignin",0.36,-0.8,1.2,0.2,6,14,0.2
"12473","C23H46O9N4S1",NA,"aliphatic","lipid",-0.4815,-0.6087,2,0.39,-11,3,-0.4783
"12474","C36H45O2N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3788,-1.0556,1.25,0.06,11.5,15.5,0.3194
"12475","C34H52S1P2",NA,"aliphatic","aliphatic",0.2258,-1.4706,1.53,0,7,10,0.2059
"12476","C26H50O12",NA,"aliphatic","aliphatic",-0.2,-1,1.92,0.46,-10,2,-0.3846
"12477","C26H54O8N2S1",NA,"aliphatic","lipid",-0.3158,-1.1538,2.08,0.31,-10,1,-0.3846
"12478","C27H54O11",NA,"aliphatic","lipid",-0.2093,-1.1852,2,0.41,-10,1,-0.3704
"12479","C20H20O13N4P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2353,0.9,1,0.65,-4.5,13.5,-0.225
"12480","C14H29O14N5S2",NA,"aliphatic","carbohydrate",-Inf,1.2857,2.07,1,-18,3,-1.2857
"12481","C19H32O13N4P1",NA,"aliphatic","aliphatic+N",-0.6667,0.3158,1.68,0.68,-11.5,6.5,-0.6053
"12482","C24H32O11N2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.129,-0.1667,1.33,0.46,-3.5,10.5,-0.1458
"12483","C29H48O6S1P1",NA,"aliphatic","aliphatic",0.0625,-1.1724,1.66,0.21,-1.5,6.5,-0.0517
"12484","C25H53O6N3S2",NA,"aliphatic","lipid",-0.4118,-1.12,2.12,0.24,-10,1,-0.4
"12485","C33H49O4N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2069,-1.0909,1.48,0.12,4,10,0.1212
"12486","C14H4O10S7",NA,"unsaturated/lignin","unsaturated/lignin",0.5,2.1429,0.29,0.71,-4,13,-0.2857
"12487","C12H4O6N4S8",NA,"condensed aromatic","condensed aromatic",0.6667,3,0.33,0.5,-5,13,-0.4167
"12488","C13H4O9N2S7",NA,"condensed aromatic","condensed aromatic",1,2.6154,0.31,0.69,-5,13,-0.3846
"12489","C17H4O6N2S7",NA,"condensed aromatic","condensed aromatic",1,1.6471,0.24,0.35,2,17,0.1176
"12490","C13H8O5N4S8",NA,"condensed aromatic","condensed aromatic",1.6667,2.3077,0.62,0.38,-5,12,-0.3846
"12491","C15H8O11S6",NA,"unsaturated/lignin","unsaturated/lignin",0.1429,1.7333,0.53,0.73,-5,12,-0.3333
"12492","C16H4O9N4S5",NA,"condensed aromatic","condensed aromatic",1.4,2.25,0.25,0.56,-1,17,-0.0625
"12493","C17H16O3S9",NA,"unsaturated/lignin","unsaturated/lignin",-0.0769,0.4706,0.94,0.18,-2,10,-0.1176
"12494","C18H6O13S2P2",NA,"condensed aromatic","condensed aromatic",0.8667,1.3333,0.33,0.72,0,17,0
"12495","C12H6O14N4S2P2",NA,"condensed aromatic","condensed aromatic",0.6667,3.1667,0.5,1.17,-9,13,-0.75
"12496","C22H8O6N2S5",NA,"condensed aromatic","condensed aromatic",0.8333,0.9091,0.36,0.27,7,20,0.3182
"12497","C21H6O9N2S2P2",NA,"condensed aromatic","condensed aromatic",1,1.0476,0.29,0.43,6,21,0.2857
"12498","C18H9O12N1S1P3",NA,"condensed aromatic","condensed aromatic",0.7857,1.1111,0.5,0.67,-0.5,16.5,-0.0278
"12499","C19H10O12S2P2",NA,"condensed aromatic","condensed aromatic",0.6667,0.9474,0.53,0.63,0,16,0
"12500","C18H20O4S8",NA,"unsaturated/lignin","unsaturated/lignin",-0.125,0.2222,1.11,0.22,-3,9,-0.1667
"12501","C18H4O21",NA,"condensed aromatic","condensed aromatic",0.8667,2.1111,0.22,1.17,-4,17,-0.2222
"12502","C18H20O6S7",NA,"unsaturated/lignin","unsaturated/lignin",-0.125,0.3333,1.11,0.33,-4,9,-0.2222
"12503","C24H16N2S7",NA,"aromatic","aromatic",0.6,0.1667,0.67,0,9,18,0.375
"12504","C23H10O11S1P2",NA,"condensed aromatic","condensed aromatic",0.7931,0.6087,0.43,0.48,6,20,0.2609
"12505","C19H10O16P2",NA,"condensed aromatic","condensed aromatic",0.6667,1.1579,0.53,0.84,-2,16,-0.1053
"12506","C22H7O15N1P1",NA,"condensed aromatic","condensed aromatic",0.88,1.1818,0.32,0.68,3.5,20.5,0.1591
"12507","C15H12O17N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,2.1333,0.8,1.13,-10,11,-0.6667
"12508","C23H10O13P2",NA,"condensed aromatic","condensed aromatic",0.7931,0.6957,0.43,0.57,5,20,0.2174
"12509","C20H12O15S2",NA,"aromatic","aromatic",0.5238,1.1,0.6,0.75,-2,15,-0.1
"12510","C20H14O13S1P2",NA,"aromatic","aromatic",0.5238,0.7,0.7,0.65,-1,15,-0.05
"12511","C17H16O15S3",NA,"unsaturated/lignin","unsaturated/lignin",-0.0769,1.1765,0.94,0.88,-8,10,-0.4706
"12512","C27H10O10P2",NA,"condensed aromatic","condensed aromatic",0.85,0.3704,0.37,0.37,12,24,0.4444
"12513","C16H20O8N4S5",NA,"unsaturated/lignin","unsaturated/lignin",-1.3333,1.125,1.25,0.5,-8,9,-0.5
"12514","C19H12O16N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.5,1.4737,0.63,0.84,-4,15,-0.2105
"12515","C24H14O12P2",NA,"condensed aromatic","condensed aromatic",0.6875,0.4167,0.58,0.5,5,19,0.2083
"12516","C25H21O4N1S2P3",NA,"aromatic","aromatic",0.5588,-0.24,0.84,0.16,7.5,17.5,0.3
"12517","C21H16O16S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4167,0.8571,0.76,0.76,-3,14,-0.1429
"12518","C18H20O16S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.125,0.8889,1.11,0.89,-9,9,-0.5
"12519","C24H28O15",NA,"unsaturated/lignin","unsaturated/lignin",0.2121,0.0833,1.17,0.62,-4,11,-0.1667
"12520","C32H28O9",NA,"aromatic","aromatic",0.5273,-0.3125,0.88,0.28,10,19,0.3125
"12521","C17H36O16N2S1",NA,"aliphatic","carbohydrate",-1.6667,0.2353,2.12,0.94,-18,1,-1.0588
"12522","C43H24O1",NA,"condensed aromatic","condensed aromatic",0.7412,-0.5116,0.56,0.02,31,32,0.7209
"12523","C32H36O5N4",NA,"unsaturated/lignin","unsaturated/lignin",0.4118,-0.4375,1.12,0.16,8,17,0.25
"12524","C33H39O3N3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4,-0.7273,1.18,0.09,9.5,16.5,0.2879
"12525","C33H50O1S1P2",NA,"aliphatic","aliphatic",0.2203,-1.3939,1.52,0.03,6,10,0.1818
"12526","C25H48O13",NA,"aliphatic","aliphatic",-0.2432,-0.88,1.92,0.52,-11,2,-0.44
"12527","C34H54S1P2",NA,"aliphatic","aliphatic",0.1935,-1.5294,1.59,0,6,9,0.1765
"12528","C14H7O11N1S6",NA,"unsaturated/lignin","unsaturated/lignin",-0.3333,2.1429,0.5,0.79,-6,12,-0.4286
"12529","C25H19N1S7",NA,"aromatic","aromatic",0.5294,-0.08,0.76,0,9,17,0.36
"12530","C21H19O5N1S6",NA,"unsaturated/lignin","unsaturated/lignin",0.3043,0.2857,0.9,0.24,1,13,0.0476
"12531","C22H7O17N1",NA,"condensed aromatic","condensed aromatic",0.84,1.3636,0.32,0.77,2,20,0.0909
"12532","C23H14O11N2S1P1",NA,"condensed aromatic","condensed aromatic",0.6667,0.6957,0.61,0.48,3.5,18.5,0.1522
"12533","C28H14O9S1P1",NA,"condensed aromatic","condensed aromatic",0.7442,0.2143,0.5,0.32,11.5,22.5,0.4107
"12534","C27H33O6N3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.3158,-0.4444,1.22,0.22,3,14,0.1111
"12535","C32H34O5N2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4528,-0.5625,1.06,0.16,9.5,17.5,0.2969
"12536","C24H35O12N3",NA,"unsaturated/lignin","unsaturated/lignin",0,-0.0833,1.46,0.5,-6,9,-0.25
"12537","C24H49O9N1P2",NA,"aliphatic","lipid",-0.3333,-1.1667,2.04,0.38,-10,2,-0.4167
"12538","C25H50O11P1",NA,"aliphatic","lipid",-0.2703,-1.12,2,0.44,-10.5,1.5,-0.42
"12539","C31H49N3S1P2",NA,"aliphatic","aliphatic+N",0.16,-1.2258,1.58,0,4,10,0.129
"12540","C11H6O7N6S7",NA,"condensed aromatic","condensed aromatic",0.8182,3.6364,0.55,0.64,-8,12,-0.7273
"12541","C11H14O10N2S7",NA,"condensed aromatic","condensed aromatic",2.6667,2.3636,1.27,0.91,-13,6,-1.1818
"12542","C17H6O14P4",NA,"condensed aromatic","condensed aromatic",1,1.2941,0.35,0.82,-1,17,-0.0588
"12543","C16H14O8S7",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,1,0.88,0.5,-5,10,-0.3125
"12544","C22H6O12S3",NA,"condensed aromatic","condensed aromatic",0.8462,1.0909,0.27,0.55,5,20,0.2273
"12545","C16H18O4N2S8",NA,"unsaturated/lignin","unsaturated/lignin",-0.75,0.75,1.12,0.25,-5,9,-0.3125
"12546","C21H20S7P2",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.2857,0.95,0,4,13,0.1905
"12547","C26H8O7S2P2",NA,"condensed aromatic","condensed aromatic",0.8919,0.3846,0.31,0.27,13,24,0.5
"12548","C22H8O12S1P2",NA,"condensed aromatic","condensed aromatic",0.8462,0.8182,0.36,0.55,5,20,0.2273
"12549","C20H14O9S5",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,0.7,0.7,0.45,0,14,0
"12550","C20H18O3N2S7",NA,"unsaturated/lignin","unsaturated/lignin",0.2632,0.4,0.9,0.15,1,13,0.05
"12551","C19H15O9N1S2P3",NA,"unsaturated/lignin","unsaturated/lignin",0.4706,0.5263,0.79,0.47,-0.5,14.5,-0.0263
"12552","C15H14N10S7",NA,"condensed aromatic","condensed aromatic",1.5,2,0.93,0,-3,14,-0.2
"12553","C18H9O18N1P1",NA,"aromatic","aromatic",0.6429,1.6667,0.5,1,-4.5,15.5,-0.25
"12554","C23H12O11S1P2",NA,"condensed aromatic","condensed aromatic",0.7241,0.5217,0.52,0.48,5,19,0.2174
"12555","C20H14O13S3",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,0.9,0.7,0.65,-2,14,-0.1
"12556","C21H11O10N3P3",NA,"condensed aromatic","condensed aromatic",0.85,0.8571,0.52,0.48,3.5,19.5,0.1667
"12557","C16H22O4N4S7",NA,"unsaturated/lignin","unsaturated/lignin",-1.6667,0.75,1.38,0.25,-7,8,-0.4375
"12558","C23H12O13P2",NA,"condensed aromatic","condensed aromatic",0.7241,0.6087,0.52,0.57,4,19,0.1739
"12559","C20H19O8N1S2P3",NA,"unsaturated/lignin","unsaturated/lignin",0.35,0.2,0.95,0.4,-0.5,13.5,-0.025
"12560","C23H26S8",NA,"unsaturated/lignin","unsaturated/lignin",0.2,-0.4348,1.13,0,3,11,0.1304
"12561","C27H10O14",NA,"condensed aromatic","condensed aromatic",0.8,0.6667,0.37,0.52,9,23,0.3333
"12562","C21H18O14S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,0.6667,0.86,0.67,-3,13,-0.1429
"12563","C17H20O17P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.2308,0.8235,1.18,1,-10,9,-0.5882
"12564","C28H20O3N2S2P2",NA,"aromatic","aromatic",0.6585,-0.1429,0.71,0.11,12,21,0.4286
"12565","C29H21O5N1S2P1",NA,"aromatic","aromatic",0.6222,-0.1379,0.72,0.17,11.5,20.5,0.3966
"12566","C25H18O15",NA,"aromatic","aromatic",0.5429,0.48,0.72,0.6,2,17,0.08
"12567","C27H28O9P2",NA,"unsaturated/lignin","unsaturated/lignin",0.4146,-0.3704,1.04,0.33,4,15,0.1481
"12568","C26H38O7S3",NA,"unsaturated/lignin","unsaturated/lignin",0.0769,-0.6923,1.46,0.27,-2,8,-0.0769
"12569","C29H34O9S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3191,-0.4828,1.17,0.31,3,13,0.1034
"12570","C34H38O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4098,-0.7647,1.12,0.15,10,16,0.2941
"12571","C31H34O6N4",NA,"unsaturated/lignin","unsaturated/lignin",0.4167,-0.3226,1.1,0.19,7,17,0.2258
"12572","C31H44O3S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0.2453,-1.1613,1.42,0.1,5,11,0.1613
"12573","C30H54O5S2",NA,"aliphatic","aliphatic",-0.0196,-1.3333,1.8,0.17,-3,4,-0.1
"12574","C40H46O2",NA,"unsaturated/lignin","unsaturated/lignin",0.4359,-1.05,1.15,0.05,16,18,0.4
