"formula","presence","PoreWater_ID","site","depth","Suction_kPa","n"
"C23H33O3N1S1P1",1,"46C","GS","30-60",15,3
"C23H33O3N1S1P1",1,"53C","GS","30-60",15,3
"C23H30O8",1,"1C","DMT","0-30",15,1
"C23H30O8",1,"1B","DMT","0-30",3,1
"C16H30O8N6",1,"8D","DMT","30-60",50,2
"C16H30O8N6",1,"40D","PT","180-210",50,3
"C16H30O8N6",1,"52C","GS","30-60",15,2
"C16H30O8N6",1,"41D","PT","210-240",50,2
"C16H30O8N6",1,"33D","PT","210-240",50,2
"C16H30O8N6",1,"49D","GS","30-60",50,1
"C16H30O8N6",1,"32D","PT","180-210",50,3
"C16H30O8N6",1,"25D","PT","180-210",50,3
"C16H30O8N6",1,"30A","PT","120-150",1.5,3
"C16H30O8N6",1,"53C","GS","30-60",15,2
"C16H30O8N6",1,"38A","PT","120-150",1.5,3
"C16H30O8N6",1,"10D","DMT","30-60",50,2
"C16H30O8N6",1,"23A","PT","120-150",1.5,3
"C24H36O3P2",1,"26D","PT","0-30",50,2
"C24H36O3P2",1,"50B","GS","60-90",3,2
"C24H36O3P2",1,"33A","PT","210-240",1.5,1
"C24H36O3P2",1,"46A","GS","30-60",1.5,3
"C24H36O3P2",1,"47B","GS","60-90",3,2
"C24H36O3P2",1,"33B","PT","210-240",3,2
"C24H36O3P2",1,"34D","PT","0-30",50,2
"C24H36O3P2",1,"52A","GS","30-60",1.5,3
"C24H36O3P2",1,"49A","GS","30-60",1.5,3
"C24H36O3P2",1,"33B2","PT","210-240",3,2
"C26H30O4N2",1,"8D","DMT","30-60",50,2
"C26H30O4N2",1,"52C","GS","30-60",15,2
"C26H30O4N2",1,"41D","PT","210-240",50,2
"C26H30O4N2",1,"33D","PT","210-240",50,2
"C26H30O4N2",1,"49D","GS","30-60",50,1
"C26H30O4N2",1,"32D","PT","180-210",50,2
"C26H30O4N2",1,"25D","PT","180-210",50,2
"C26H30O4N2",1,"53C","GS","30-60",15,2
"C26H30O4N2",1,"10D","DMT","30-60",50,2
"C27H26N6",1,"33A","PT","210-240",1.5,1
"C27H26N6",1,"20B","PT","30-60",3,3
"C27H26N6",1,"22A","PT","90-120",1.5,2
"C27H26N6",1,"35B","PT","30-60",3,3
"C27H26N6",1,"27B2","PT","30-60",3,3
"C27H26N6",1,"29A","PT","90-120",1.5,2
"C15H35N9P3",1,"26D","PT","0-30",50,3
"C15H35N9P3",1,"27D","PT","30-60",50,3
"C15H35N9P3",1,"50B","GS","60-90",3,3
"C15H35N9P3",1,"28C","PT","60-90",15,2
"C15H35N9P3",1,"25B","PT","180-210",3,2
"C15H35N9P3",1,"21C","PT","60-90",15,2
"C15H35N9P3",1,"19D","PT","0-30",50,3
"C15H35N9P3",1,"47B","GS","60-90",3,3
"C15H35N9P3",1,"8D","DMT","30-60",50,2
"C15H35N9P3",1,"33B","PT","210-240",3,2
"C15H35N9P3",1,"34C","PT","0-30",15,2
"C15H35N9P3",1,"40D","PT","180-210",50,3
"C15H35N9P3",1,"35D","PT","30-60",50,3
"C15H35N9P3",1,"34D","PT","0-30",50,3
"C15H35N9P3",1,"52C","GS","30-60",15,2
"C15H35N9P3",1,"41D","PT","210-240",50,2
"C15H35N9P3",1,"33D","PT","210-240",50,2
"C15H35N9P3",1,"49D","GS","30-60",50,1
"C15H35N9P3",1,"32D","PT","180-210",50,3
"C15H35N9P3",1,"32B","PT","180-210",3,2
"C15H35N9P3",1,"35C","PT","30-60",15,2
"C15H35N9P3",1,"32C","PT","180-210",15,2
"C15H35N9P3",1,"25D","PT","180-210",50,3
"C15H35N9P3",1,"26C","PT","0-30",15,2
"C15H35N9P3",1,"30A","PT","120-150",1.5,3
"C15H35N9P3",1,"53C","GS","30-60",15,2
"C15H35N9P3",1,"40C","PT","180-210",15,2
"C15H35N9P3",1,"38A","PT","120-150",1.5,3
"C15H35N9P3",1,"53B","GS","60-90",3,3
"C15H35N9P3",1,"20C","PT","30-60",15,2
"C15H35N9P3",1,"20D","PT","30-60",50,3
"C15H35N9P3",1,"10D","DMT","30-60",50,2
"C15H35N9P3",1,"23A","PT","120-150",1.5,3
"C15H35N9P3",1,"53A","GS","60-90",1.5,3
"C15H35N9P3",1,"50A","GS","60-90",1.5,3
"C15H35N9P3",1,"47A","GS","60-90",1.5,3
"C15H35N9P3",1,"33B2","PT","210-240",3,2
"C31H30O2",1,"26D","PT","0-30",50,2
"C31H30O2",1,"50B","GS","60-90",3,2
"C31H30O2",1,"33A","PT","210-240",1.5,1
"C31H30O2",1,"46A","GS","30-60",1.5,2
"C31H30O2",1,"47B","GS","60-90",3,2
"C31H30O2",1,"33B","PT","210-240",3,2
"C31H30O2",1,"34D","PT","0-30",50,2
"C31H30O2",1,"52A","GS","30-60",1.5,2
"C31H30O2",1,"33B2","PT","210-240",3,2
"C20H38O4N2S2",1,"30D","PT","120-150",50,3
"C20H38O4N2S2",1,"15D","PT","120-150",50,3
"C20H38O4N2S2",1,"23D","PT","120-150",50,3
"C20H40O2N2S1P2",1,"8D","DMT","30-60",50,2
"C20H40O2N2S1P2",1,"52C","GS","30-60",15,2
"C20H40O2N2S1P2",1,"53C","GS","30-60",15,2
"C20H40O2N2S1P2",1,"10D","DMT","30-60",50,2
"C24H34O7",1,"15C","PT","120-150",15,2
"C24H34O7",1,"26D","PT","0-30",50,2
"C24H34O7",1,"50B","GS","60-90",3,2
"C24H34O7",1,"47B","GS","60-90",3,2
"C24H34O7",1,"34D","PT","0-30",50,2
"C24H34O7",1,"1C","DMT","0-30",15,1
"C24H34O7",1,"23C","PT","120-150",15,2
"C32H20P1",1,"52C","GS","30-60",15,2
"C32H20P1",1,"49D","GS","30-60",50,1
"C32H20P1",1,"53C","GS","30-60",15,2
"C22H28O5S1P1",1,"52C","GS","30-60",15,2
"C22H28O5S1P1",1,"53C","GS","30-60",15,2
"C23H32O4S1P1",1,"8D","DMT","30-60",50,2
"C23H32O4S1P1",1,"10D","DMT","30-60",50,2
"C21H40O3S2P1",1,"8D","DMT","30-60",50,2
"C21H40O3S2P1",1,"52C","GS","30-60",15,2
"C21H40O3S2P1",1,"41D","PT","210-240",50,2
"C21H40O3S2P1",1,"33D","PT","210-240",50,2
"C21H40O3S2P1",1,"49D","GS","30-60",50,1
"C21H40O3S2P1",1,"32D","PT","180-210",50,2
"C21H40O3S2P1",1,"25D","PT","180-210",50,2
"C21H40O3S2P1",1,"53C","GS","30-60",15,2
"C21H40O3S2P1",1,"10D","DMT","30-60",50,2
"C11H4O3N2S7",1,"2B","DMT","30-60",3,1
"C16H4O1S7",1,"17A","PT","180-210",1.5,2
"C16H4O1S7",1,"14B","PT","90-120",3,3
"C16H4O1S7",1,"25A","PT","180-210",1.5,2
"C16H4O1S7",1,"12A","PT","30-60",1.5,3
"C16H4O1S7",1,"41D","PT","210-240",50,2
"C16H4O1S7",1,"33D","PT","210-240",50,2
"C16H4O1S7",1,"49D","GS","30-60",50,1
"C16H4O1S7",1,"32D","PT","180-210",50,2
"C16H4O1S7",1,"46C","GS","30-60",15,2
"C16H4O1S7",1,"25D","PT","180-210",50,2
"C16H4O1S7",1,"53C","GS","30-60",15,2
"C16H4O1S7",1,"35A","PT","30-60",1.5,3
"C16H4O1S7",1,"37B","PT","90-120",3,3
"C16H4O1S7",1,"20A","PT","30-60",1.5,3
"C16H4O1S7",1,"29B2","PT","90-120",3,3
"C10H12O3S8",1,"41D","PT","210-240",50,2
"C10H12O3S8",1,"33D","PT","210-240",50,2
"C12H8O2N2S7",1,"12B","PT","30-60",3,3
"C12H8O2N2S7",1,"20B","PT","30-60",3,3
"C12H8O2N2S7",1,"27B2","PT","30-60",3,3
"C16H4O5S5",1,"30C","PT","120-150",15,2
"C16H4O5S5",1,"23C","PT","120-150",15,2
"C12H4O10S4",1,"1C","DMT","0-30",15,1
"C12H4O10S4",1,"1B","DMT","0-30",3,1
"C9H2O9N4S2P2",1,"2B","DMT","30-60",3,1
"C9H2O9N4S2P2",1,"41D","PT","210-240",50,2
"C9H2O9N4S2P2",1,"33D","PT","210-240",50,2
"C20H4O2S5",1,"15C","PT","120-150",15,2
"C20H4O2S5",1,"23C","PT","120-150",15,2
"C16H4O11S2",1,"30D","PT","120-150",50,3
"C16H4O11S2",1,"15D","PT","120-150",50,3
"C16H4O11S2",1,"23D","PT","120-150",50,3
"C16H6O9S1P2",1,"12A","PT","30-60",1.5,3
"C16H6O9S1P2",1,"8D","DMT","30-60",50,2
"C16H6O9S1P2",1,"40D","PT","180-210",50,2
"C16H6O9S1P2",1,"41D","PT","210-240",50,2
"C16H6O9S1P2",1,"33D","PT","210-240",50,2
"C16H6O9S1P2",1,"46C","GS","30-60",15,2
"C16H6O9S1P2",1,"25D","PT","180-210",50,2
"C16H6O9S1P2",1,"30A","PT","120-150",1.5,3
"C16H6O9S1P2",1,"53C","GS","30-60",15,2
"C16H6O9S1P2",1,"38A","PT","120-150",1.5,3
"C16H6O9S1P2",1,"35A","PT","30-60",1.5,3
"C16H6O9S1P2",1,"20A","PT","30-60",1.5,3
"C16H6O9S1P2",1,"10D","DMT","30-60",50,2
"C16H6O9S1P2",1,"23A","PT","120-150",1.5,3
"C13H8O11S3",1,"7A","DMT","0-30",1.5,2
"C13H8O11S3",1,"50B","GS","60-90",3,2
"C13H8O11S3",1,"33A","PT","210-240",1.5,1
"C13H8O11S3",1,"47B","GS","60-90",3,2
"C13H8O11S3",1,"34C","PT","0-30",15,2
"C13H8O11S3",1,"1C","DMT","0-30",15,1
"C13H8O11S3",1,"1A","DMT","0-30",1.5,2
"C13H8O11S3",1,"11C","PT","0-30",15,2
"C14H6O5N4S2P2",1,"1C","DMT","0-30",15,1
"C19H7O4N3S2P1",1,"1C","DMT","0-30",15,1
"C15H7O11N3P1",1,"16A","PT","150-180",1.5,3
"C15H7O11N3P1",1,"30D","PT","120-150",50,3
"C15H7O11N3P1",1,"15D","PT","120-150",50,3
"C15H7O11N3P1",1,"23D","PT","120-150",50,3
"C15H7O11N3P1",1,"31A","PT","150-180",1.5,3
"C15H7O11N3P1",1,"39A","PT","150-180",1.5,3
"C24H7O4N1S1P1",1,"42A","GS","0-30",1.5,3
"C24H7O4N1S1P1",1,"8D","DMT","30-60",50,2
"C24H7O4N1S1P1",1,"45A2","GS","0-30",1.5,3
"C24H7O4N1S1P1",1,"52C","GS","30-60",15,3
"C24H7O4N1S1P1",1,"49D","GS","30-60",50,1
"C24H7O4N1S1P1",1,"32D","PT","180-210",50,2
"C24H7O4N1S1P1",1,"46C","GS","30-60",15,3
"C24H7O4N1S1P1",1,"25D","PT","180-210",50,2
"C24H7O4N1S1P1",1,"53C","GS","30-60",15,3
"C24H7O4N1S1P1",1,"10D","DMT","30-60",50,2
"C24H7O4N1S1P1",1,"51A","GS","0-30",1.5,3
"C16H8O11N2S1",1,"15C","PT","120-150",15,2
"C16H8O11N2S1",1,"26D","PT","0-30",50,2
"C16H8O11N2S1",1,"7A","DMT","0-30",1.5,2
"C16H8O11N2S1",1,"50B","GS","60-90",3,2
"C16H8O11N2S1",1,"33A","PT","210-240",1.5,1
"C16H8O11N2S1",1,"21C","PT","60-90",15,2
"C16H8O11N2S1",1,"46A","GS","30-60",1.5,2
"C16H8O11N2S1",1,"47B","GS","60-90",3,2
"C16H8O11N2S1",1,"34C","PT","0-30",15,2
"C16H8O11N2S1",1,"34D","PT","0-30",50,2
"C16H8O11N2S1",1,"1C","DMT","0-30",15,1
"C16H8O11N2S1",1,"1B","DMT","0-30",3,1
"C16H8O11N2S1",1,"23C","PT","120-150",15,2
"C16H8O11N2S1",1,"52B","GS","30-60",3,2
"C16H8O11N2S1",1,"1A","DMT","0-30",1.5,2
"C16H8O11N2S1",1,"52A","GS","30-60",1.5,2
"C16H8O11N2S1",1,"2C","DMT","30-60",15,1
"C16H8O11N2S1",1,"43B","GS","30-60",3,2
"C16H8O11N2S1",1,"13C","PT","60-90",15,2
"C16H8O11N2S1",1,"11C","PT","0-30",15,2
"C24H7O6N1P1",1,"41D","PT","210-240",50,2
"C24H7O6N1P1",1,"33D","PT","210-240",50,2
"C23H19O4N1S1P1",1,"1B","DMT","0-30",3,1
"C21H16O7N4",1,"8D","DMT","30-60",50,2
"C21H16O7N4",1,"10D","DMT","30-60",50,2
"C26H28S3",1,"52C","GS","30-60",15,3
"C26H28S3",1,"49D","GS","30-60",50,1
"C26H28S3",1,"46C","GS","30-60",15,3
"C26H28S3",1,"53C","GS","30-60",15,3
"C21H24O10",1,"1C","DMT","0-30",15,1
"C21H24O10",1,"1B","DMT","0-30",3,1
"C22H20O6N4",1,"49D","GS","30-60",50,1
"C24H26O2N2P2",1,"52C","GS","30-60",15,2
"C24H26O2N2P2",1,"41D","PT","210-240",50,2
"C24H26O2N2P2",1,"33D","PT","210-240",50,2
"C24H26O2N2P2",1,"49D","GS","30-60",50,1
"C24H26O2N2P2",1,"53C","GS","30-60",15,2
"C14H29O3N7P3",1,"52C","GS","30-60",15,2
"C14H29O3N7P3",1,"41D","PT","210-240",50,2
"C14H29O3N7P3",1,"33D","PT","210-240",50,2
"C14H29O3N7P3",1,"49D","GS","30-60",50,1
"C14H29O3N7P3",1,"53C","GS","30-60",15,2
"C22H31O4N1S1P1",1,"8D","DMT","30-60",50,2
"C22H31O4N1S1P1",1,"52C","GS","30-60",15,3
"C22H31O4N1S1P1",1,"49D","GS","30-60",50,1
"C22H31O4N1S1P1",1,"46C","GS","30-60",15,3
"C22H31O4N1S1P1",1,"53C","GS","30-60",15,3
"C22H31O4N1S1P1",1,"10D","DMT","30-60",50,2
"C22H28O9",1,"1C","DMT","0-30",15,1
"C22H28O9",1,"1B","DMT","0-30",3,1
"C19H36O5N2S2",1,"30D","PT","120-150",50,3
"C19H36O5N2S2",1,"15D","PT","120-150",50,3
"C19H36O5N2S2",1,"23D","PT","120-150",50,3
"C23H35O3N1S1P1",1,"52C","GS","30-60",15,3
"C23H35O3N1S1P1",1,"49D","GS","30-60",50,1
"C23H35O3N1S1P1",1,"46C","GS","30-60",15,3
"C23H35O3N1S1P1",1,"53C","GS","30-60",15,3
"C23H32O8",1,"15C","PT","120-150",15,2
"C23H32O8",1,"26D","PT","0-30",50,2
"C23H32O8",1,"7A","DMT","0-30",1.5,2
"C23H32O8",1,"34D","PT","0-30",50,2
"C23H32O8",1,"1C","DMT","0-30",15,1
"C23H32O8",1,"1B","DMT","0-30",3,1
"C23H32O8",1,"23C","PT","120-150",15,2
"C23H32O8",1,"1A","DMT","0-30",1.5,2
"C20H40O4N2S2",1,"30D","PT","120-150",50,3
"C20H40O4N2S2",1,"15D","PT","120-150",50,3
"C20H40O4N2S2",1,"23D","PT","120-150",50,3
"C12H8S6P3",1,"26D","PT","0-30",50,2
"C12H8S6P3",1,"19D","PT","0-30",50,2
"C20H22O9P1",1,"49D","GS","30-60",50,1
"C21H26O6S1P1",1,"52C","GS","30-60",15,2
"C21H26O6S1P1",1,"41D","PT","210-240",50,2
"C21H26O6S1P1",1,"33D","PT","210-240",50,2
"C21H26O6S1P1",1,"49D","GS","30-60",50,1
"C21H26O6S1P1",1,"53C","GS","30-60",15,2
"C9H2O5N4S6",1,"2B","DMT","30-60",3,1
"C11H6O3N2S7",1,"15C","PT","120-150",15,2
"C11H6O3N2S7",1,"50B","GS","60-90",3,2
"C11H6O3N2S7",1,"21C","PT","60-90",15,2
"C11H6O3N2S7",1,"46A","GS","30-60",1.5,3
"C11H6O3N2S7",1,"47B","GS","60-90",3,2
"C11H6O3N2S7",1,"33B","PT","210-240",3,2
"C11H6O3N2S7",1,"34C","PT","0-30",15,2
"C11H6O3N2S7",1,"23C","PT","120-150",15,2
"C11H6O3N2S7",1,"52A","GS","30-60",1.5,3
"C11H6O3N2S7",1,"49A","GS","30-60",1.5,3
"C11H6O3N2S7",1,"13C","PT","60-90",15,2
"C11H6O3N2S7",1,"11C","PT","0-30",15,2
"C11H6O3N2S7",1,"33B2","PT","210-240",3,2
"C10H3O9N1S2P3",1,"52C","GS","30-60",15,3
"C10H3O9N1S2P3",1,"41D","PT","210-240",50,2
"C10H3O9N1S2P3",1,"33D","PT","210-240",50,2
"C10H3O9N1S2P3",1,"49D","GS","30-60",50,1
"C10H3O9N1S2P3",1,"32D","PT","180-210",50,2
"C10H3O9N1S2P3",1,"46C","GS","30-60",15,3
"C10H3O9N1S2P3",1,"25D","PT","180-210",50,2
"C10H3O9N1S2P3",1,"53C","GS","30-60",15,3
"C14H3O6N1S2P3",1,"2B","DMT","30-60",3,1
"C10H6O4N4S6",1,"1B","DMT","0-30",3,1
"C13H3O5N3S2P3",1,"2B","DMT","30-60",3,1
"C13H3O5N3S2P3",1,"33A","PT","210-240",1.5,1
"C8H10O7N2S6",1,"30D","PT","120-150",50,3
"C8H10O7N2S6",1,"15D","PT","120-150",50,3
"C8H10O7N2S6",1,"23D","PT","120-150",50,3
"C16H8O7S2P2",1,"15C","PT","120-150",15,2
"C16H8O7S2P2",1,"23C","PT","120-150",15,2
"C18H4O6N2S1P2",1,"49D","GS","30-60",50,1
"C18H4O6N2S1P2",1,"32D","PT","180-210",50,2
"C18H4O6N2S1P2",1,"25D","PT","180-210",50,2
"C14H7O6N3S1P3",1,"26D","PT","0-30",50,2
"C14H7O6N3S1P3",1,"34D","PT","0-30",50,2
"C14H7O6N3S1P3",1,"1B","DMT","0-30",3,1
"C11H6O13N2S2",1,"41D","PT","210-240",50,2
"C11H6O13N2S2",1,"33D","PT","210-240",50,2
"C13H10O13S2",1,"30D","PT","120-150",50,3
"C13H10O13S2",1,"15D","PT","120-150",50,3
"C13H10O13S2",1,"23D","PT","120-150",50,3
"C23H6O2N2S3",1,"1C","DMT","0-30",15,1
"C23H6O2N2S3",1,"1B","DMT","0-30",3,1
"C15H12O4N4S2P2",1,"1C","DMT","0-30",15,1
"C19H6O9N2S1",1,"8D","DMT","30-60",50,2
"C19H6O9N2S1",1,"32D","PT","180-210",50,2
"C19H6O9N2S1",1,"25D","PT","180-210",50,2
"C19H6O9N2S1",1,"10D","DMT","30-60",50,2
"C28H6O2S2",1,"26D","PT","0-30",50,2
"C28H6O2S2",1,"50B","GS","60-90",3,2
"C28H6O2S2",1,"47B","GS","60-90",3,2
"C28H6O2S2",1,"34D","PT","0-30",50,2
"C21H13O6N1S1P1",1,"49D","GS","30-60",50,1
"C20H22O9S1",1,"33A","PT","210-240",1.5,1
"C20H25O6N1S1P1",1,"49D","GS","30-60",50,1
"C20H22O11",1,"1C","DMT","0-30",15,1
"C26H30S3",1,"52C","GS","30-60",15,3
"C26H30S3",1,"41D","PT","210-240",50,2
"C26H30S3",1,"33D","PT","210-240",50,2
"C26H30S3",1,"49D","GS","30-60",50,1
"C26H30S3",1,"46C","GS","30-60",15,3
"C26H30S3",1,"53C","GS","30-60",15,3
"C21H26O10",1,"1C","DMT","0-30",15,1
"C21H26O10",1,"1B","DMT","0-30",3,1
"C22H33O4N1S1P1",1,"8D","DMT","30-60",50,2
"C22H33O4N1S1P1",1,"52C","GS","30-60",15,3
"C22H33O4N1S1P1",1,"41D","PT","210-240",50,2
"C22H33O4N1S1P1",1,"33D","PT","210-240",50,2
"C22H33O4N1S1P1",1,"49D","GS","30-60",50,1
"C22H33O4N1S1P1",1,"46C","GS","30-60",15,3
"C22H33O4N1S1P1",1,"53C","GS","30-60",15,3
"C22H33O4N1S1P1",1,"10D","DMT","30-60",50,2
"C22H30O9",1,"1C","DMT","0-30",15,1
"C22H30O9",1,"1B","DMT","0-30",3,1
"C19H38O5N2S2",1,"30D","PT","120-150",50,3
"C19H38O5N2S2",1,"15D","PT","120-150",50,3
"C19H38O5N2S2",1,"23D","PT","120-150",50,3
"C23H37O3N1S1P1",1,"8D","DMT","30-60",50,2
"C23H37O3N1S1P1",1,"46C","GS","30-60",15,2
"C23H37O3N1S1P1",1,"53C","GS","30-60",15,2
"C23H37O3N1S1P1",1,"10D","DMT","30-60",50,2
"C23H34O8",1,"1C","DMT","0-30",15,1
"C23H34O8",1,"1B","DMT","0-30",3,1
"C21H42O9",1,"15C","PT","120-150",15,2
"C21H42O9",1,"23C","PT","120-150",15,2
"C11H5O2N1S8",1,"8D","DMT","30-60",50,2
"C11H5O2N1S8",1,"10D","DMT","30-60",50,2
"C22H36O3N2S1P1",1,"2B","DMT","30-60",3,1
"C27H37O2N1S1",1,"50B","GS","60-90",3,2
"C27H37O2N1S1",1,"46A","GS","30-60",1.5,2
"C27H37O2N1S1",1,"47B","GS","60-90",3,2
"C27H37O2N1S1",1,"52A","GS","30-60",1.5,2
"C18H4S3P4",1,"1B","DMT","0-30",3,1
"C15H4O4S6",1,"1C","DMT","0-30",15,1
"C9H4O5N4S6",1,"41D","PT","210-240",50,2
"C9H4O5N4S6",1,"33D","PT","210-240",50,2
"C11H8O3N2S7",1,"1C","DMT","0-30",15,1
"C11H8O3N2S7",1,"2C","DMT","30-60",15,1
"C10H5O9N1S2P3",1,"12A","PT","30-60",1.5,3
"C10H5O9N1S2P3",1,"8D","DMT","30-60",50,2
"C10H5O9N1S2P3",1,"40D","PT","180-210",50,2
"C10H5O9N1S2P3",1,"41D","PT","210-240",50,2
"C10H5O9N1S2P3",1,"33D","PT","210-240",50,2
"C10H5O9N1S2P3",1,"46C","GS","30-60",15,2
"C10H5O9N1S2P3",1,"25D","PT","180-210",50,2
"C10H5O9N1S2P3",1,"30A","PT","120-150",1.5,3
"C10H5O9N1S2P3",1,"53C","GS","30-60",15,2
"C10H5O9N1S2P3",1,"38A","PT","120-150",1.5,3
"C10H5O9N1S2P3",1,"35A","PT","30-60",1.5,3
"C10H5O9N1S2P3",1,"20A","PT","30-60",1.5,3
"C10H5O9N1S2P3",1,"10D","DMT","30-60",50,2
"C10H5O9N1S2P3",1,"23A","PT","120-150",1.5,3
"C11H4O11S4",1,"15C","PT","120-150",15,2
"C11H4O11S4",1,"7A","DMT","0-30",1.5,2
"C11H4O11S4",1,"50B","GS","60-90",3,2
"C11H4O11S4",1,"33A","PT","210-240",1.5,1
"C11H4O11S4",1,"42B","GS","0-30",3,2
"C11H4O11S4",1,"47B","GS","60-90",3,2
"C11H4O11S4",1,"45B","GS","0-30",3,2
"C11H4O11S4",1,"34C","PT","0-30",15,2
"C11H4O11S4",1,"1C","DMT","0-30",15,1
"C11H4O11S4",1,"23C","PT","120-150",15,2
"C11H4O11S4",1,"1A","DMT","0-30",1.5,2
"C11H4O11S4",1,"11C","PT","0-30",15,2
"C13H12O1S8",1,"1C","DMT","0-30",15,1
"C13H12O1S8",1,"2C","DMT","30-60",15,1
"C14H4O7N2S4",1,"1C","DMT","0-30",15,1
"C11H8O13N2S2",1,"41D","PT","210-240",50,2
"C11H8O13N2S2",1,"33D","PT","210-240",50,2
"C20H8O6S3",1,"15C","PT","120-150",15,2
"C20H8O6S3",1,"23C","PT","120-150",15,2
"C16H12O7P4",1,"30D","PT","120-150",50,3
"C16H12O7P4",1,"15D","PT","120-150",50,3
"C16H12O7P4",1,"23D","PT","120-150",50,3
"C18H7O5N3S2P1",1,"1C","DMT","0-30",15,1
"C18H7O5N3S2P1",1,"1B","DMT","0-30",3,1
"C18H4O10N2S1",1,"1C","DMT","0-30",15,1
"C22H6O5N2P2",1,"1C","DMT","0-30",15,1
"C22H6O5N2P2",1,"1B","DMT","0-30",3,1
"C14H8O13N4",1,"8D","DMT","30-60",50,2
"C14H8O13N4",1,"10D","DMT","30-60",50,2
"C23H8O6N2S1",1,"50B","GS","60-90",3,2
"C23H8O6N2S1",1,"46A","GS","30-60",1.5,2
"C23H8O6N2S1",1,"47B","GS","60-90",3,2
"C23H8O6N2S1",1,"34C","PT","0-30",15,2
"C23H8O6N2S1",1,"52A","GS","30-60",1.5,2
"C23H8O6N2S1",1,"11C","PT","0-30",15,2
"C19H12O9N4",1,"52C","GS","30-60",15,2
"C19H12O9N4",1,"41D","PT","210-240",50,2
"C19H12O9N4",1,"33D","PT","210-240",50,2
"C19H12O9N4",1,"49D","GS","30-60",50,1
"C19H12O9N4",1,"53C","GS","30-60",15,2
"C29H12O5",1,"52C","GS","30-60",15,2
"C29H12O5",1,"41D","PT","210-240",50,2
"C29H12O5",1,"33D","PT","210-240",50,2
"C29H12O5",1,"49D","GS","30-60",50,1
"C29H12O5",1,"32D","PT","180-210",50,2
"C29H12O5",1,"25D","PT","180-210",50,2
"C29H12O5",1,"53C","GS","30-60",15,2
"C23H20O7S1",1,"52C","GS","30-60",15,2
"C23H20O7S1",1,"46C","GS","30-60",15,2
"C20H16O8N4",1,"8D","DMT","30-60",50,2
"C20H16O8N4",1,"52C","GS","30-60",15,3
"C20H16O8N4",1,"41D","PT","210-240",50,2
"C20H16O8N4",1,"33D","PT","210-240",50,2
"C20H16O8N4",1,"49D","GS","30-60",50,1
"C20H16O8N4",1,"32D","PT","180-210",50,2
"C20H16O8N4",1,"46C","GS","30-60",15,3
"C20H16O8N4",1,"25D","PT","180-210",50,2
"C20H16O8N4",1,"53C","GS","30-60",15,3
"C20H16O8N4",1,"10D","DMT","30-60",50,2
"C16H24O12S1",1,"26D","PT","0-30",50,2
"C16H24O12S1",1,"50B","GS","60-90",3,2
"C16H24O12S1",1,"33A","PT","210-240",1.5,1
"C16H24O12S1",1,"47B","GS","60-90",3,2
"C16H24O12S1",1,"34D","PT","0-30",50,2
"C20H27O6N1S1P1",1,"52C","GS","30-60",15,3
"C20H27O6N1S1P1",1,"49D","GS","30-60",50,1
"C20H27O6N1S1P1",1,"46C","GS","30-60",15,3
"C20H27O6N1S1P1",1,"53C","GS","30-60",15,3
"C20H24O11",1,"25B","PT","180-210",3,2
"C20H24O11",1,"1B","DMT","0-30",3,1
"C20H24O11",1,"40B","PT","180-210",3,2
"C21H20O7N4",1,"52C","GS","30-60",15,2
"C21H20O7N4",1,"41D","PT","210-240",50,2
"C21H20O7N4",1,"33D","PT","210-240",50,2
"C21H20O7N4",1,"49D","GS","30-60",50,1
"C21H20O7N4",1,"53C","GS","30-60",15,2
"C21H31O5N1S1P1",1,"52C","GS","30-60",15,3
"C21H31O5N1S1P1",1,"41D","PT","210-240",50,2
"C21H31O5N1S1P1",1,"33D","PT","210-240",50,2
"C21H31O5N1S1P1",1,"49D","GS","30-60",50,1
"C21H31O5N1S1P1",1,"46C","GS","30-60",15,3
"C21H31O5N1S1P1",1,"53C","GS","30-60",15,3
"C21H28O10",1,"1C","DMT","0-30",15,1
"C21H28O10",1,"1B","DMT","0-30",3,1
"C22H32O9",1,"1C","DMT","0-30",15,1
"C22H32O9",1,"1B","DMT","0-30",3,1
"C30H32O1S1",1,"50B","GS","60-90",3,2
"C30H32O1S1",1,"47B","GS","60-90",3,2
"C19H40O5N2S2",1,"24D","PT","150-180",50,2
"C19H40O5N2S2",1,"39D","PT","150-180",50,2
"C23H39O3N1S1P1",1,"8D","DMT","30-60",50,2
"C23H39O3N1S1P1",1,"52C","GS","30-60",15,3
"C23H39O3N1S1P1",1,"41D","PT","210-240",50,2
"C23H39O3N1S1P1",1,"33D","PT","210-240",50,2
"C23H39O3N1S1P1",1,"49D","GS","30-60",50,1
"C23H39O3N1S1P1",1,"46C","GS","30-60",15,3
"C23H39O3N1S1P1",1,"53C","GS","30-60",15,3
"C23H39O3N1S1P1",1,"10D","DMT","30-60",50,2
"C23H36O8",1,"26D","PT","0-30",50,2
"C23H36O8",1,"21C","PT","60-90",15,2
"C23H36O8",1,"34C","PT","0-30",15,2
"C23H36O8",1,"34D","PT","0-30",50,2
"C23H36O8",1,"1C","DMT","0-30",15,1
"C23H36O8",1,"1B","DMT","0-30",3,1
"C23H36O8",1,"13C","PT","60-90",15,2
"C23H36O8",1,"11C","PT","0-30",15,2
"C24H43O2N1S1P1",1,"49D","GS","30-60",50,1
"C24H40O7",1,"50B","GS","60-90",3,2
