"formula","Site","Treatment","Suction"
"C29H52O12","CPCRW","flood","1.5 kPa"
"C29H52O12","CPCRW","drought","1.5 kPa"
"C29H52O12","SR","time zero","1.5 kPa"
"C29H52O12","SR","field moist","1.5 kPa"
"C29H52O12","CPCRW","drought","50 kPa"
"C29H52O12","SR","flood","50 kPa"
"C33H52O9","CPCRW","drought","50 kPa"
"C33H52O9","SR","flood","50 kPa"
"C32H64O7S1","SR","drought","50 kPa"
"C30H26O13","DWP","time zero","50 kPa"
"C30H26O13","DWP","field moist","50 kPa"
"C27H30O15","CPCRW","drought","50 kPa"
"C27H30O15","CPCRW","flood","50 kPa"
"C27H30O15","DWP","time zero","50 kPa"
"C27H30O15","DWP","flood","50 kPa"
"C27H30O15","DWP","field moist","50 kPa"
"C27H30O15","CPCRW","time zero","50 kPa"
"C24H34O17","DWP","time zero","50 kPa"
"C24H34O17","DWP","time zero","1.5 kPa"
"C28H34O14","CPCRW","field moist","50 kPa"
"C28H34O14","CPCRW","drought","50 kPa"
"C28H34O14","CPCRW","flood","50 kPa"
"C28H34O14","DWP","time zero","50 kPa"
"C28H34O14","CPCRW","flood","1.5 kPa"
"C28H34O14","CPCRW","field moist","1.5 kPa"
"C28H34O14","DWP","field moist","1.5 kPa"
"C28H34O14","DWP","flood","50 kPa"
"C28H34O14","DWP","field moist","50 kPa"
"C28H34O14","CPCRW","drought","1.5 kPa"
"C28H34O14","DWP","drought","50 kPa"
"C28H34O14","CPCRW","time zero","1.5 kPa"
"C28H34O14","CPCRW","time zero","50 kPa"
"C29H38O13","CPCRW","field moist","50 kPa"
"C29H38O13","CPCRW","drought","50 kPa"
"C29H38O13","SR","drought","50 kPa"
"C29H38O13","CPCRW","flood","50 kPa"
"C29H38O13","DWP","time zero","50 kPa"
"C29H38O13","CPCRW","flood","1.5 kPa"
"C29H38O13","DWP","field moist","1.5 kPa"
"C29H38O13","DWP","drought","1.5 kPa"
"C29H38O13","DWP","flood","50 kPa"
"C29H38O13","DWP","field moist","50 kPa"
"C29H38O13","CPCRW","drought","1.5 kPa"
"C29H38O13","DWP","drought","50 kPa"
"C29H38O13","SR","field moist","50 kPa"
"C29H38O13","CPCRW","time zero","1.5 kPa"
"C29H38O13","CPCRW","time zero","50 kPa"
"C29H38O13","SR","flood","50 kPa"
"C26H42O13S1","DWP","time zero","50 kPa"
"C26H42O15","DWP","time zero","50 kPa"
"C26H42O15","CPCRW","drought","50 kPa"
"C30H42O12","CPCRW","field moist","50 kPa"
"C30H42O12","CPCRW","drought","50 kPa"
"C30H42O12","SR","drought","50 kPa"
"C30H42O12","SR","field moist","1.5 kPa"
"C30H42O12","CPCRW","flood","50 kPa"
"C30H42O12","DWP","time zero","50 kPa"
"C30H42O12","CPCRW","flood","1.5 kPa"
"C30H42O12","DWP","field moist","1.5 kPa"
"C30H42O12","DWP","drought","1.5 kPa"
"C30H42O12","SR","time zero","1.5 kPa"
"C30H42O12","DWP","field moist","50 kPa"
"C30H42O12","SR","time zero","50 kPa"
"C30H42O12","CPCRW","drought","1.5 kPa"
"C30H42O12","SR","drought","1.5 kPa"
"C30H42O12","DWP","drought","50 kPa"
"C30H42O12","SR","field moist","50 kPa"
"C30H42O12","CPCRW","time zero","1.5 kPa"
"C30H42O12","CPCRW","time zero","50 kPa"
"C30H42O12","DWP","flood","50 kPa"
"C30H42O12","SR","flood","50 kPa"
"C30H42O12","SR","flood","1.5 kPa"
"C30H42O12","DWP","flood","1.5 kPa"
"C27H46O14","DWP","time zero","50 kPa"
"C27H46O14","DWP","time zero","1.5 kPa"
"C27H46O14","CPCRW","drought","50 kPa"
"C31H46O11","CPCRW","drought","50 kPa"
"C31H46O11","CPCRW","flood","50 kPa"
"C31H46O11","DWP","time zero","50 kPa"
"C31H46O11","CPCRW","flood","1.5 kPa"
"C31H46O11","DWP","field moist","1.5 kPa"
"C31H46O11","DWP","drought","1.5 kPa"
"C31H46O11","DWP","field moist","50 kPa"
"C31H46O11","CPCRW","drought","1.5 kPa"
"C31H46O11","DWP","drought","50 kPa"
"C31H46O11","CPCRW","time zero","1.5 kPa"
"C31H46O11","CPCRW","time zero","50 kPa"
"C31H46O11","SR","flood","50 kPa"
"C31H46O11","SR","field moist","50 kPa"
"C31H46O11","CPCRW","field moist","50 kPa"
"C28H50O13","DWP","time zero","50 kPa"
"C28H50O13","SR","flood","50 kPa"
"C28H50O13","SR","time zero","1.5 kPa"
"C32H50O10","CPCRW","flood","1.5 kPa"
"C32H50O10","CPCRW","drought","50 kPa"
"C32H50O10","SR","flood","50 kPa"
"C29H54O12","SR","flood","50 kPa"
"C27H32O15","CPCRW","drought","50 kPa"
"C27H32O15","DWP","time zero","50 kPa"
"C27H32O15","DWP","field moist","50 kPa"
"C27H32O15","DWP","drought","50 kPa"
"C27H32O15","CPCRW","field moist","50 kPa"
"C31H32O12","DWP","field moist","50 kPa"
"C28H36O14","CPCRW","field moist","50 kPa"
"C28H36O14","CPCRW","drought","50 kPa"
"C28H36O14","CPCRW","flood","50 kPa"
"C28H36O14","DWP","time zero","50 kPa"
"C28H36O14","CPCRW","flood","1.5 kPa"
"C28H36O14","DWP","field moist","1.5 kPa"
"C28H36O14","DWP","flood","50 kPa"
"C28H36O14","DWP","field moist","50 kPa"
"C28H36O14","CPCRW","drought","1.5 kPa"
"C28H36O14","DWP","drought","50 kPa"
"C28H36O14","CPCRW","time zero","1.5 kPa"
"C28H36O14","CPCRW","time zero","50 kPa"
"C32H36O11","DWP","field moist","50 kPa"
"C32H36O11","CPCRW","drought","50 kPa"
"C32H36O11","DWP","drought","50 kPa"
"C25H40O16","DWP","time zero","50 kPa"
"C29H40O13","CPCRW","field moist","50 kPa"
"C29H40O13","CPCRW","drought","50 kPa"
"C29H40O13","CPCRW","flood","50 kPa"
"C29H40O13","DWP","time zero","50 kPa"
"C29H40O13","CPCRW","flood","1.5 kPa"
"C29H40O13","DWP","field moist","1.5 kPa"
"C29H40O13","DWP","drought","1.5 kPa"
"C29H40O13","DWP","field moist","50 kPa"
"C29H40O13","CPCRW","drought","1.5 kPa"
"C29H40O13","DWP","drought","50 kPa"
"C29H40O13","CPCRW","time zero","1.5 kPa"
"C29H40O13","CPCRW","time zero","50 kPa"
"C29H40O13","DWP","flood","50 kPa"
"C29H40O13","SR","flood","50 kPa"
"C26H44O13S1","DWP","time zero","50 kPa"
"C33H40O10","CPCRW","flood","50 kPa"
"C33H40O10","CPCRW","flood","1.5 kPa"
"C33H40O10","SR","flood","50 kPa"
"C26H44O15","DWP","time zero","50 kPa"
"C26H44O15","CPCRW","drought","50 kPa"
"C30H44O12","CPCRW","field moist","50 kPa"
"C30H44O12","CPCRW","drought","50 kPa"
"C30H44O12","SR","field moist","1.5 kPa"
"C30H44O12","CPCRW","flood","50 kPa"
"C30H44O12","DWP","time zero","50 kPa"
"C30H44O12","CPCRW","flood","1.5 kPa"
"C30H44O12","DWP","field moist","1.5 kPa"
"C30H44O12","DWP","drought","1.5 kPa"
"C30H44O12","DWP","flood","50 kPa"
"C30H44O12","DWP","field moist","50 kPa"
"C30H44O12","CPCRW","drought","1.5 kPa"
"C30H44O12","DWP","drought","50 kPa"
"C30H44O12","CPCRW","time zero","1.5 kPa"
"C30H44O12","CPCRW","time zero","50 kPa"
"C30H44O12","SR","flood","50 kPa"
"C30H44O12","SR","field moist","50 kPa"
"C34H44O9","SR","flood","50 kPa"
"C27H48O14","DWP","time zero","50 kPa"
"C27H48O14","CPCRW","drought","50 kPa"
"C31H48O11","CPCRW","drought","50 kPa"
"C31H48O11","CPCRW","flood","50 kPa"
"C31H48O11","DWP","time zero","50 kPa"
"C31H48O11","CPCRW","flood","1.5 kPa"
"C31H48O11","DWP","drought","50 kPa"
"C31H48O11","SR","flood","50 kPa"
"C28H52O13","CPCRW","drought","50 kPa"
"C32H52O10","SR","flood","50 kPa"
"C24H39O16N1","DWP","time zero","50 kPa"
"C25H43O15N1","DWP","time zero","50 kPa"
"C33H47O7N3","SR","flood","50 kPa"
"C41H59O2N1","SR","flood","1.5 kPa"
"C29H26O14","DWP","time zero","50 kPa"
"C29H26O14","DWP","field moist","50 kPa"
"C26H30O16","DWP","time zero","50 kPa"
"C30H30O13","DWP","time zero","50 kPa"
"C30H30O13","DWP","field moist","50 kPa"
"C30H30O13","CPCRW","drought","50 kPa"
"C30H30O13","DWP","drought","50 kPa"
"C27H34O15","CPCRW","drought","50 kPa"
"C27H34O15","DWP","time zero","50 kPa"
"C27H34O15","DWP","field moist","50 kPa"
"C27H34O15","CPCRW","time zero","50 kPa"
"C31H34O12","CPCRW","drought","50 kPa"
"C31H34O12","CPCRW","flood","50 kPa"
"C31H34O12","DWP","time zero","50 kPa"
"C31H34O12","DWP","field moist","50 kPa"
"C31H34O12","DWP","drought","50 kPa"
"C31H34O12","CPCRW","time zero","50 kPa"
"C28H38O14","CPCRW","field moist","50 kPa"
"C28H38O14","CPCRW","drought","50 kPa"
"C28H38O14","CPCRW","flood","50 kPa"
"C28H38O14","DWP","time zero","50 kPa"
"C28H38O14","DWP","field moist","1.5 kPa"
"C28H38O14","DWP","field moist","50 kPa"
"C28H38O14","CPCRW","drought","1.5 kPa"
"C28H38O14","DWP","drought","50 kPa"
"C28H38O14","CPCRW","time zero","50 kPa"
"C32H38O11","CPCRW","field moist","50 kPa"
"C32H38O11","CPCRW","flood","50 kPa"
"C32H38O11","DWP","time zero","50 kPa"
"C32H38O11","CPCRW","flood","1.5 kPa"
"C32H38O11","DWP","field moist","50 kPa"
"C32H38O11","CPCRW","drought","50 kPa"
"C32H38O11","DWP","drought","50 kPa"
"C32H38O11","SR","field moist","50 kPa"
"C32H38O11","CPCRW","time zero","50 kPa"
"C25H42O16","DWP","time zero","50 kPa"
"C29H42O13","CPCRW","field moist","50 kPa"
"C29H42O13","CPCRW","drought","50 kPa"
"C29H42O13","CPCRW","flood","50 kPa"
"C29H42O13","DWP","time zero","50 kPa"
"C29H42O13","CPCRW","flood","1.5 kPa"
"C29H42O13","DWP","field moist","1.5 kPa"
"C29H42O13","DWP","drought","1.5 kPa"
"C29H42O13","DWP","field moist","50 kPa"
"C29H42O13","CPCRW","drought","1.5 kPa"
"C29H42O13","DWP","drought","50 kPa"
"C29H42O13","CPCRW","time zero","50 kPa"
"C29H42O13","DWP","flood","50 kPa"
"C29H42O13","SR","flood","50 kPa"
"C33H42O10","CPCRW","drought","50 kPa"
"C33H42O10","CPCRW","flood","50 kPa"
"C33H42O10","CPCRW","flood","1.5 kPa"
"C33H42O10","DWP","field moist","50 kPa"
"C33H42O10","DWP","drought","50 kPa"
"C33H42O10","CPCRW","time zero","50 kPa"
"C33H42O10","SR","flood","50 kPa"
"C26H46O15","DWP","time zero","50 kPa"
"C30H46O12","CPCRW","drought","50 kPa"
"C30H46O12","SR","field moist","1.5 kPa"
"C30H46O12","CPCRW","flood","50 kPa"
"C30H46O12","DWP","time zero","50 kPa"
"C30H46O12","CPCRW","flood","1.5 kPa"
"C30H46O12","DWP","field moist","1.5 kPa"
"C30H46O12","DWP","drought","1.5 kPa"
"C30H46O12","DWP","field moist","50 kPa"
"C30H46O12","CPCRW","drought","1.5 kPa"
"C30H46O12","DWP","drought","50 kPa"
"C30H46O12","CPCRW","time zero","50 kPa"
"C30H46O12","SR","flood","50 kPa"
"C34H46O9","CPCRW","flood","1.5 kPa"
"C34H46O9","SR","flood","50 kPa"
"C27H50O14","DWP","time zero","50 kPa"
"C27H50O14","CPCRW","drought","50 kPa"
"C27H50O14","SR","flood","50 kPa"
"C27H50O14","SR","time zero","1.5 kPa"
"C31H50O11","CPCRW","drought","50 kPa"
"C31H50O11","DWP","drought","50 kPa"
"C31H50O11","SR","flood","50 kPa"
"C29H58O12","DWP","time zero","1.5 kPa"
"C29H58O12","CPCRW","time zero","1.5 kPa"
"C30H62O11","DWP","time zero","1.5 kPa"
"C30H62O11","CPCRW","time zero","1.5 kPa"
"C25H45O15N1","DWP","time zero","50 kPa"
"C25H45O15N1","SR","flood","50 kPa"
"C28H24O15","DWP","time zero","50 kPa"
"C28H24O15","DWP","field moist","50 kPa"
"C29H28O14","CPCRW","drought","50 kPa"
"C29H28O14","DWP","time zero","50 kPa"
"C29H28O14","DWP","field moist","50 kPa"
"C29H28O14","CPCRW","time zero","50 kPa"
"C26H32O16","DWP","time zero","50 kPa"
"C30H32O13","CPCRW","field moist","50 kPa"
"C30H32O13","CPCRW","drought","50 kPa"
"C30H32O13","CPCRW","flood","50 kPa"
"C30H32O13","DWP","time zero","50 kPa"
"C30H32O13","DWP","field moist","50 kPa"
"C30H32O13","DWP","drought","50 kPa"
"C30H32O13","CPCRW","time zero","50 kPa"
"C22H36O17N2","DWP","time zero","50 kPa"
"C27H36O15","CPCRW","drought","50 kPa"
"C27H36O15","DWP","time zero","50 kPa"
"C27H36O15","DWP","field moist","50 kPa"
"C24H41O15P1","DWP","time zero","50 kPa"
"C31H36O12","CPCRW","field moist","50 kPa"
"C31H36O12","CPCRW","drought","50 kPa"
"C31H36O12","CPCRW","flood","50 kPa"
"C31H36O12","DWP","time zero","50 kPa"
"C31H36O12","CPCRW","flood","1.5 kPa"
"C31H36O12","DWP","field moist","1.5 kPa"
"C31H36O12","DWP","field moist","50 kPa"
"C31H36O12","DWP","drought","50 kPa"
"C31H36O12","SR","field moist","50 kPa"
"C31H36O12","CPCRW","time zero","50 kPa"
"C31H36O12","DWP","flood","50 kPa"
"C31H36O12","SR","flood","50 kPa"
"C28H40O14","CPCRW","drought","50 kPa"
"C28H40O14","DWP","time zero","50 kPa"
"C28H40O14","DWP","field moist","1.5 kPa"
"C28H40O14","DWP","field moist","50 kPa"
"C28H40O14","CPCRW","drought","1.5 kPa"
"C28H40O14","DWP","drought","50 kPa"
"C28H40O14","CPCRW","time zero","50 kPa"
"C25H45O14P1","DWP","time zero","50 kPa"
"C25H45O14P1","CPCRW","drought","1.5 kPa"
"C32H40O11","CPCRW","field moist","50 kPa"
"C32H40O11","CPCRW","drought","50 kPa"
"C32H40O11","CPCRW","flood","50 kPa"
"C32H40O11","DWP","time zero","50 kPa"
"C32H40O11","CPCRW","flood","1.5 kPa"
"C32H40O11","DWP","field moist","1.5 kPa"
"C32H40O11","DWP","drought","1.5 kPa"
"C32H40O11","DWP","field moist","50 kPa"
"C32H40O11","DWP","drought","50 kPa"
"C32H40O11","SR","field moist","50 kPa"
"C32H40O11","CPCRW","time zero","50 kPa"
"C32H40O11","SR","flood","50 kPa"
"C32H40O11","SR","drought","50 kPa"
"C25H44O16","DWP","time zero","50 kPa"
"C29H44O13","CPCRW","drought","50 kPa"
"C29H44O13","CPCRW","flood","50 kPa"
"C29H44O13","DWP","time zero","50 kPa"
"C29H44O13","DWP","field moist","1.5 kPa"
"C29H44O13","DWP","field moist","50 kPa"
"C29H44O13","CPCRW","drought","1.5 kPa"
"C29H44O13","DWP","drought","50 kPa"
"C29H44O13","DWP","flood","50 kPa"
"C29H44O13","SR","flood","50 kPa"
"C29H44O13","DWP","drought","1.5 kPa"
"C26H49O13P1","SR","time zero","1.5 kPa"
"C26H49O13P1","DWP","field moist","50 kPa"
"C26H49O13P1","SR","field moist","1.5 kPa"
"C26H49O13P1","DWP","drought","50 kPa"
"C26H49O13P1","SR","flood","50 kPa"
"C33H44O10","CPCRW","drought","50 kPa"
"C33H44O10","CPCRW","flood","50 kPa"
"C33H44O10","DWP","time zero","50 kPa"
"C33H44O10","CPCRW","flood","1.5 kPa"
"C33H44O10","DWP","field moist","1.5 kPa"
"C33H44O10","DWP","field moist","50 kPa"
"C33H44O10","DWP","drought","50 kPa"
"C33H44O10","SR","field moist","50 kPa"
"C33H44O10","CPCRW","time zero","1.5 kPa"
"C33H44O10","CPCRW","time zero","50 kPa"
"C33H44O10","SR","flood","50 kPa"
"C33H44O10","CPCRW","field moist","50 kPa"
"C30H48O12","CPCRW","drought","50 kPa"
"C30H48O12","SR","drought","50 kPa"
"C30H48O12","SR","field moist","1.5 kPa"
"C30H48O12","CPCRW","flood","50 kPa"
"C30H48O12","DWP","time zero","50 kPa"
"C30H48O12","CPCRW","flood","1.5 kPa"
"C30H48O12","CPCRW","drought","1.5 kPa"
"C30H48O12","DWP","time zero","1.5 kPa"
"C30H48O12","DWP","field moist","1.5 kPa"
"C30H48O12","DWP","drought","1.5 kPa"
"C30H48O12","DWP","flood","50 kPa"
"C30H48O12","DWP","field moist","50 kPa"
"C30H48O12","DWP","drought","50 kPa"
"C30H48O12","CPCRW","time zero","1.5 kPa"
"C30H48O12","SR","flood","50 kPa"
"C27H53O12P1","SR","flood","50 kPa"
"C34H48O9","CPCRW","flood","50 kPa"
"C34H48O9","CPCRW","flood","1.5 kPa"
"C34H48O9","SR","flood","50 kPa"
"C27H52O14","SR","flood","50 kPa"
"C31H52O11","CPCRW","drought","50 kPa"
"C31H52O11","SR","flood","50 kPa"
"C42H18O5","DWP","time zero","50 kPa"
"C28H26O15","DWP","time zero","50 kPa"
"C28H26O15","DWP","field moist","50 kPa"
"C28H26O15","DWP","drought","50 kPa"
"C18H34O20S1","CPCRW","drought","50 kPa"
"C18H34O20S1","DWP","time zero","50 kPa"
"C18H34O20S1","DWP","time zero","1.5 kPa"
"C18H35O20P1","DWP","time zero","50 kPa"
"C18H35O20P1","CPCRW","drought","1.5 kPa"
"C22H34O19","DWP","time zero","50 kPa"
"C26H34O16","DWP","time zero","50 kPa"
"C22H38O17N2","DWP","time zero","50 kPa"
"C27H38O15","CPCRW","drought","50 kPa"
"C27H38O15","DWP","time zero","50 kPa"
"C24H43O15P1","DWP","time zero","50 kPa"
"C31H38O12","CPCRW","field moist","50 kPa"
"C31H38O12","CPCRW","drought","50 kPa"
"C31H38O12","SR","drought","50 kPa"
"C31H38O12","CPCRW","flood","50 kPa"
"C31H38O12","DWP","time zero","50 kPa"
"C31H38O12","CPCRW","flood","1.5 kPa"
"C31H38O12","DWP","field moist","1.5 kPa"
"C31H38O12","DWP","drought","1.5 kPa"
"C31H38O12","DWP","field moist","50 kPa"
"C31H38O12","DWP","drought","50 kPa"
"C31H38O12","SR","field moist","50 kPa"
"C31H38O12","CPCRW","time zero","1.5 kPa"
"C31H38O12","CPCRW","time zero","50 kPa"
"C31H38O12","DWP","flood","50 kPa"
"C31H38O12","SR","flood","50 kPa"
"C24H42O17","SR","flood","50 kPa"
"C28H42O14","CPCRW","drought","50 kPa"
"C28H42O14","DWP","time zero","50 kPa"
"C28H42O14","DWP","field moist","50 kPa"
"C28H42O14","CPCRW","drought","1.5 kPa"
"C28H42O14","DWP","drought","50 kPa"
"C32H42O11","CPCRW","field moist","50 kPa"
"C32H42O11","CPCRW","drought","50 kPa"
"C32H42O11","SR","drought","50 kPa"
"C32H42O11","SR","field moist","1.5 kPa"
"C32H42O11","CPCRW","flood","50 kPa"
"C32H42O11","DWP","time zero","50 kPa"
"C32H42O11","CPCRW","flood","1.5 kPa"
"C32H42O11","DWP","field moist","1.5 kPa"
"C32H42O11","DWP","drought","1.5 kPa"
"C32H42O11","DWP","field moist","50 kPa"
"C32H42O11","CPCRW","drought","1.5 kPa"
"C32H42O11","DWP","drought","50 kPa"
"C32H42O11","SR","field moist","50 kPa"
"C32H42O11","CPCRW","time zero","1.5 kPa"
"C32H42O11","CPCRW","time zero","50 kPa"
"C32H42O11","SR","time zero","50 kPa"
"C32H42O11","SR","flood","50 kPa"
"C29H46O13","CPCRW","drought","50 kPa"
"C29H46O13","DWP","time zero","50 kPa"
"C29H46O13","DWP","time zero","1.5 kPa"
"C29H46O13","DWP","field moist","50 kPa"
"C29H46O13","DWP","drought","50 kPa"
"C29H46O13","SR","flood","50 kPa"
"C33H46O10","CPCRW","drought","50 kPa"
"C33H46O10","CPCRW","flood","50 kPa"
"C33H46O10","DWP","time zero","50 kPa"
"C33H46O10","CPCRW","flood","1.5 kPa"
"C33H46O10","DWP","field moist","50 kPa"
"C33H46O10","DWP","drought","50 kPa"
"C33H46O10","SR","field moist","50 kPa"
"C33H46O10","CPCRW","time zero","50 kPa"
"C33H46O10","SR","flood","50 kPa"
"C33H46O10","CPCRW","field moist","50 kPa"
"C30H50O12","CPCRW","drought","50 kPa"
"C30H50O12","SR","drought","50 kPa"
"C30H50O12","SR","field moist","1.5 kPa"
"C30H50O12","DWP","time zero","50 kPa"
"C30H50O12","CPCRW","flood","1.5 kPa"
"C30H50O12","CPCRW","field moist","1.5 kPa"
"C30H50O12","CPCRW","drought","1.5 kPa"
"C30H50O12","DWP","time zero","1.5 kPa"
"C30H50O12","DWP","field moist","1.5 kPa"
"C30H50O12","DWP","drought","1.5 kPa"
"C30H50O12","SR","time zero","1.5 kPa"
"C30H50O12","DWP","flood","50 kPa"
"C30H50O12","DWP","field moist","50 kPa"
"C30H50O12","SR","time zero","50 kPa"
"C30H50O12","DWP","drought","50 kPa"
"C30H50O12","CPCRW","time zero","1.5 kPa"
"C30H50O12","SR","flood","50 kPa"
"C34H50O9","CPCRW","flood","1.5 kPa"
"C34H50O9","CPCRW","drought","50 kPa"
"C34H50O9","SR","flood","50 kPa"
"C31H54O11","SR","flood","50 kPa"
"C36H58O5S1","DWP","time zero","50 kPa"
"C36H58O5S1","DWP","field moist","1.5 kPa"
"C36H58O5S1","DWP","field moist","50 kPa"
"C36H58O5S1","SR","field moist","50 kPa"
"C28H45O13N1","DWP","time zero","50 kPa"
"C25H49O15N1","SR","time zero","1.5 kPa"
"C25H49O15N1","SR","flood","50 kPa"
"C28H28O15","CPCRW","drought","50 kPa"
"C28H28O15","DWP","time zero","50 kPa"
"C28H28O15","DWP","field moist","50 kPa"
"C28H28O15","DWP","drought","50 kPa"
"C25H32O17","DWP","time zero","50 kPa"
"C29H32O14","CPCRW","field moist","50 kPa"
"C29H32O14","CPCRW","drought","50 kPa"
"C29H32O14","CPCRW","flood","50 kPa"
"C29H32O14","DWP","time zero","50 kPa"
"C29H32O14","DWP","field moist","1.5 kPa"
"C29H32O14","DWP","field moist","50 kPa"
"C29H32O14","DWP","drought","50 kPa"
"C29H32O14","CPCRW","time zero","50 kPa"
"C22H36O19","CPCRW","drought","50 kPa"
"C22H36O19","CPCRW","flood","50 kPa"
"C22H36O19","DWP","time zero","50 kPa"
"C22H36O19","DWP","time zero","1.5 kPa"
"C22H36O19","DWP","drought","1.5 kPa"
"C22H36O19","CPCRW","drought","1.5 kPa"
"C22H36O19","DWP","drought","50 kPa"
"C30H36O13","CPCRW","field moist","50 kPa"
"C30H36O13","CPCRW","drought","50 kPa"
"C30H36O13","SR","drought","50 kPa"
"C30H36O13","CPCRW","flood","50 kPa"
"C30H36O13","DWP","time zero","50 kPa"
"C30H36O13","CPCRW","flood","1.5 kPa"
"C30H36O13","DWP","field moist","1.5 kPa"
"C30H36O13","DWP","field moist","50 kPa"
"C30H36O13","DWP","drought","50 kPa"
"C30H36O13","SR","field moist","50 kPa"
"C30H36O13","CPCRW","time zero","1.5 kPa"
"C30H36O13","CPCRW","time zero","50 kPa"
"C30H36O13","DWP","flood","50 kPa"
"C27H40O13S1","DWP","time zero","50 kPa"
"C23H40O18","DWP","time zero","50 kPa"
"C31H40O10S1","DWP","time zero","50 kPa"
"C27H40O15","CPCRW","drought","50 kPa"
"C27H40O15","DWP","time zero","50 kPa"
"C24H45O15P1","DWP","time zero","50 kPa"
"C31H40O12","CPCRW","field moist","50 kPa"
"C31H40O12","CPCRW","drought","50 kPa"
"C31H40O12","SR","drought","50 kPa"
"C31H40O12","CPCRW","flood","50 kPa"
"C31H40O12","DWP","time zero","50 kPa"
"C31H40O12","CPCRW","flood","1.5 kPa"
"C31H40O12","DWP","field moist","1.5 kPa"
"C31H40O12","DWP","drought","1.5 kPa"
"C31H40O12","DWP","field moist","50 kPa"
"C31H40O12","CPCRW","drought","1.5 kPa"
"C31H40O12","DWP","drought","50 kPa"
"C31H40O12","SR","field moist","50 kPa"
"C31H40O12","CPCRW","time zero","1.5 kPa"
"C31H40O12","CPCRW","time zero","50 kPa"
"C31H40O12","DWP","flood","50 kPa"
"C31H40O12","SR","flood","50 kPa"
"C31H40O12","SR","time zero","50 kPa"
"C28H44O14","CPCRW","drought","50 kPa"
"C28H44O14","DWP","time zero","50 kPa"
"C25H49O14P1","DWP","time zero","50 kPa"
"C25H49O14P1","DWP","time zero","1.5 kPa"
"C25H49O14P1","SR","time zero","1.5 kPa"
"C25H49O14P1","DWP","field moist","50 kPa"
"C25H49O14P1","SR","field moist","1.5 kPa"
"C25H49O14P1","SR","flood","50 kPa"
"C32H44O11","CPCRW","field moist","50 kPa"
"C32H44O11","CPCRW","drought","50 kPa"
"C32H44O11","SR","field moist","1.5 kPa"
"C32H44O11","CPCRW","flood","50 kPa"
"C32H44O11","DWP","time zero","50 kPa"
"C32H44O11","CPCRW","flood","1.5 kPa"
"C32H44O11","DWP","field moist","1.5 kPa"
"C32H44O11","DWP","drought","1.5 kPa"
"C32H44O11","DWP","field moist","50 kPa"
"C32H44O11","CPCRW","drought","1.5 kPa"
"C32H44O11","DWP","drought","50 kPa"
"C32H44O11","SR","field moist","50 kPa"
"C32H44O11","CPCRW","time zero","1.5 kPa"
"C32H44O11","CPCRW","time zero","50 kPa"
"C32H44O11","DWP","flood","50 kPa"
"C32H44O11","SR","flood","50 kPa"
"C29H48O13","CPCRW","drought","50 kPa"
"C29H48O13","SR","drought","50 kPa"
"C29H48O13","DWP","time zero","50 kPa"
"C29H48O13","DWP","time zero","1.5 kPa"
"C29H48O13","SR","flood","50 kPa"
"C33H48O10","CPCRW","drought","50 kPa"
"C33H48O10","CPCRW","flood","50 kPa"
"C33H48O10","DWP","time zero","50 kPa"
"C33H48O10","CPCRW","flood","1.5 kPa"
"C33H48O10","DWP","drought","50 kPa"
"C33H48O10","CPCRW","time zero","50 kPa"
"C33H48O10","SR","flood","50 kPa"
"C33H48O10","SR","field moist","50 kPa"
"C33H48O10","CPCRW","field moist","50 kPa"
"C26H52O15","SR","field moist","50 kPa"
"C30H52O12","CPCRW","flood","1.5 kPa"
"C30H52O12","CPCRW","drought","50 kPa"
"C30H52O12","SR","flood","50 kPa"
"C34H52O9","SR","flood","50 kPa"
"C35H56O8","DWP","time zero","50 kPa"
"C35H56O8","DWP","field moist","1.5 kPa"
"C35H56O8","DWP","field moist","50 kPa"
"C33H67O6N1S1","SR","drought","50 kPa"
"C33H67O6N1S1","SR","drought","1.5 kPa"
"C21H18O17S2","SR","field moist","1.5 kPa"
"C21H18O17S2","SR","flood","50 kPa"
"C21H18O17S2","SR","field moist","50 kPa"
"C27H26O16","CPCRW","drought","50 kPa"
"C27H26O16","DWP","field moist","50 kPa"
"C24H30O16S1","DWP","time zero","50 kPa"
"C28H30O15","CPCRW","drought","50 kPa"
"C28H30O15","CPCRW","flood","50 kPa"
"C28H30O15","DWP","time zero","50 kPa"
"C28H30O15","DWP","field moist","50 kPa"
"C25H34O17","DWP","time zero","50 kPa"
"C29H34O14","CPCRW","field moist","50 kPa"
"C29H34O14","CPCRW","drought","50 kPa"
"C29H34O14","CPCRW","flood","50 kPa"
"C29H34O14","DWP","time zero","50 kPa"
"C29H34O14","DWP","field moist","1.5 kPa"
"C29H34O14","DWP","flood","50 kPa"
"C29H34O14","DWP","field moist","50 kPa"
"C29H34O14","DWP","drought","50 kPa"
"C29H34O14","CPCRW","time zero","50 kPa"
"C22H38O19","CPCRW","drought","50 kPa"
"C22H38O19","DWP","time zero","50 kPa"
"C22H38O19","DWP","time zero","1.5 kPa"
"C22H38O19","CPCRW","drought","1.5 kPa"
"C22H38O19","DWP","drought","50 kPa"
"C22H38O19","DWP","drought","1.5 kPa"
"C26H38O16","DWP","time zero","50 kPa"
"C30H38O13","CPCRW","field moist","50 kPa"
"C30H38O13","CPCRW","drought","50 kPa"
"C30H38O13","SR","drought","50 kPa"
