"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"12123","C23H37O13S1P1","AminoSugar","aliphatic","aliphatic",-0.1724,-0.3913,1.61,0.57,-9,6,-0.3913
"12124","C19H37O18P1","Carb","aliphatic","aliphatic",-0.8889,-0.0526,1.95,0.95,-17,2,-0.8947
"12125","C26H32O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.1892,-0.0769,1.23,0.58,-4,11,-0.1538
"12126","C23H37O15P1","AminoSugar","aliphatic","aliphatic",-0.1724,-0.3043,1.61,0.65,-10,6,-0.4348
"12127","C30H32O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.375,-0.2667,1.07,0.4,3,15,0.1
"12128","C27H36O12S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.15,-0.3704,1.33,0.44,-3,10,-0.1111
"12129","C23H36O17","Carb","aliphatic","aliphatic",-0.1724,-0.087,1.57,0.74,-11,6,-0.4783
"12130","C22H36O16N2","Carb","aliphatic","aliphatic+N",-0.3333,0.0909,1.64,0.73,-12,6,-0.5455
"12131","C20H41O17P1","Carb","aliphatic","lipid",-0.8095,-0.35,2.05,0.85,-17,1,-0.85
"12132","C27H36O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.15,-0.2963,1.33,0.52,-4,10,-0.1481
"12133","C45H28O1","ConHC","condensed aromatic","condensed aromatic",0.7079,-0.5778,0.62,0.02,31,32,0.6889
"12134","C35H37O4S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4516,-0.7714,1.06,0.11,12,18,0.3429
"12135","C24H41O14P1","AminoSugar","aliphatic","aliphatic",-0.1875,-0.5417,1.71,0.58,-10,5,-0.4167
"12136","C31H36O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4516,1.16,0.35,3,14,0.0968
"12137","C28H40O11S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1163,-0.5714,1.43,0.39,-3,9,-0.1071
"12138","C24H40O16","AminoSugar","aliphatic","aliphatic",-0.1875,-0.3333,1.67,0.67,-11,5,-0.4583
"12139","C21H45O16P1","Carb","aliphatic","lipid",-0.75,-0.619,2.14,0.76,-17,0,-0.8095
"12140","C28H40O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.1163,-0.5,1.43,0.46,-4,9,-0.1429
"12141","C24H45O10N2S1P1","Protein","aliphatic","aliphatic+N",-0.3333,-0.7083,1.88,0.42,-10,4,-0.4167
"12142","C25H45O13P1","Protein","aliphatic","aliphatic",-0.2,-0.76,1.8,0.52,-10,4,-0.4
"12143","C32H40O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.2963,-0.625,1.25,0.31,3,13,0.0938
"12144","C29H44O10S1","Protein","aliphatic","aliphatic",0.087,-0.7586,1.52,0.34,-3,8,-0.1034
"12145","C25H44O15","AminoSugar","aliphatic","aliphatic",-0.2,-0.56,1.76,0.6,-11,4,-0.44
"12146","C29H45O10P1","Protein","aliphatic","aliphatic",0.087,-0.8621,1.55,0.34,-3,8,-0.1034
"12147","C29H44O12","Protein","aliphatic","aliphatic",0.087,-0.6897,1.52,0.41,-4,8,-0.1379
"12148","C37H45O2S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3824,-1.0541,1.22,0.05,12,16,0.3243
"12149","C26H49O12P1","Protein","aliphatic","aliphatic",-0.2105,-0.9615,1.88,0.46,-10,3,-0.3846
"12150","C33H44O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.7879,1.33,0.27,3,12,0.0909
"12151","C30H48O9S1","Protein","aliphatic","aliphatic",0.0612,-0.9333,1.6,0.3,-3,7,-0.1
"12152","C26H48O14","Protein","aliphatic","aliphatic",-0.2105,-0.7692,1.85,0.54,-11,3,-0.4231
"12153","C30H48O11","Protein","aliphatic","aliphatic",0.0612,-0.8667,1.6,0.37,-4,7,-0.1333
"12154","C27H52O11S1","Protein","aliphatic","aliphatic",-0.2195,-1.037,1.93,0.41,-10,2,-0.3704
"12155","C34H48O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2333,-0.9412,1.41,0.24,3,11,0.0882
"12156","C27H52O13","Protein","aliphatic","aliphatic",-0.2195,-0.963,1.93,0.48,-11,2,-0.4074
"12157","C31H52O10","Protein","aliphatic","aliphatic",0.0385,-1.0323,1.68,0.32,-4,6,-0.129
"12158","C30H52O9N2","Protein","aliphatic","aliphatic+N",-0.0213,-0.9333,1.73,0.3,-5,6,-0.1667
"12159","C28H56O12","Protein","aliphatic","lipid",-0.2273,-1.1429,2,0.43,-11,1,-0.3929
"12160","C32H56O9","Lipid","aliphatic","aliphatic",0.0182,-1.1875,1.75,0.28,-4,5,-0.125
"12161","C29H60O11","Protein","aliphatic","lipid",-0.234,-1.3103,2.07,0.38,-11,0,-0.3793
"12162","C33H60O8","Lipid","aliphatic","aliphatic",0,-1.3333,1.82,0.24,-4,4,-0.1212
"12163","C34H64O7","Lipid","aliphatic","aliphatic",-0.0164,-1.4706,1.88,0.21,-4,3,-0.1176
"12164","C38H64O4","Lipid","aliphatic","aliphatic",0.1389,-1.4737,1.68,0.11,3,7,0.0789
"12165","C35H68O6","Lipid","aliphatic","aliphatic",-0.0312,-1.6,1.94,0.17,-4,2,-0.1143
"12166","C29H31O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.1379,1.07,0.41,2,15,0.069
"12167","C26H35O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1111,-0.1538,1.35,0.54,-5,10,-0.1923
"12168","C27H39O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0769,-0.3704,1.44,0.48,-5,9,-0.1852
"12169","C26H52O11N1P1","Protein","aliphatic","lipid",-0.2973,-1.0385,2,0.42,-11,2,-0.4231
"12170","C22H18O19","Tannin","unsaturated/lignin","unsaturated/lignin",0.36,0.9091,0.82,0.86,-5,14,-0.2273
"12171","C26H18O16","ConHC","aromatic","aromatic",0.5556,0.5385,0.69,0.62,2,18,0.0769
"12172","C23H22O18","Tannin","unsaturated/lignin","unsaturated/lignin",0.2857,0.6087,0.96,0.78,-5,13,-0.2174
"12173","C20H26O18S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2,0.6,1.3,0.9,-11,8,-0.55
"12174","C27H22O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.4872,0.2963,0.81,0.56,2,17,0.0741
"12175","C24H26O15S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2258,0.25,1.08,0.62,-4,12,-0.1667
"12176","C20H26O20","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2,0.7,1.3,1,-12,8,-0.6
"12177","C17H31O20P1","Other","aliphatic","aliphatic",-1.3333,0.5294,1.82,1.18,-18,3,-1.0588
"12178","C24H26O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.2258,0.3333,1.08,0.71,-5,12,-0.2083
"12179","C28H26O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0.0714,0.93,0.5,2,16,0.0714
"12180","C25H30O14S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1765,0,1.2,0.56,-4,11,-0.16
"12181","C21H30O19","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2174,0.381,1.43,0.9,-12,7,-0.5714
"12182","C18H34O19S1","Other","aliphatic","aliphatic",-1.1333,0.3333,1.89,1.06,-18,2,-1
"12183","C18H35O19P1","Other","aliphatic","aliphatic",-1.1333,0.1667,1.94,1.06,-18,2,-1
"12184","C25H30O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.1765,0.08,1.2,0.64,-5,11,-0.2
"12185","C43H22O3","ConHC","condensed aromatic","condensed aromatic",0.759,-0.3721,0.51,0.07,30,33,0.6977
"12186","C25H35O8N2S2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0625,-0.36,1.4,0.32,-3,10,-0.12
"12187","C22H35O16P1","Carb","aliphatic","aliphatic",-0.2308,-0.1364,1.59,0.73,-11,6,-0.5
"12188","C29H30O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.3778,-0.1379,1.03,0.45,2,15,0.069
"12189","C26H34O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1351,-0.2308,1.31,0.5,-4,10,-0.1538
"12190","C22H34O18","Carb","aliphatic","aliphatic",-0.2308,0.0909,1.55,0.82,-12,6,-0.5455
"12191","C21H34O17N2","Carb","aliphatic","aliphatic+N",-0.4286,0.2857,1.62,0.81,-13,6,-0.619
"12192","C19H39O18P1","Carb","aliphatic","carbohydrate",-1,-0.1579,2.05,0.95,-18,1,-0.9474
"12193","C26H34O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.1351,-0.1538,1.31,0.58,-5,10,-0.1923
"12194","C44H26O2","ConHC","condensed aromatic","condensed aromatic",0.7209,-0.5,0.59,0.05,30,32,0.6818
"12195","C19H38O20","Other","aliphatic","carbohydrate",-1,0.1053,2,1.05,-19,1,-1
"12196","C23H39O15P1","AminoSugar","aliphatic","aliphatic",-0.2414,-0.3913,1.7,0.65,-11,5,-0.4783
"12197","C30H34O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3333,1.13,0.4,2,14,0.0667
"12198","C23H38O17","Carb","aliphatic","aliphatic",-0.2414,-0.1739,1.65,0.74,-12,5,-0.5217
"12199","C37H35O1N2S1P1","UnsatHC","aromatic","aromatic",0.5385,-0.6757,0.95,0.03,17,22,0.4595
"12200","C23H42O11N2S2","Protein","aliphatic","aliphatic+N",-0.4074,-0.4348,1.83,0.48,-11,4,-0.4783
"12201","C20H43O17P1","Carb","aliphatic","lipid",-0.9048,-0.45,2.15,0.85,-18,0,-0.9
"12202","C27H38O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.1,-0.3704,1.41,0.52,-5,9,-0.1852
"12203","C45H30O1","ConHC","condensed aromatic","condensed aromatic",0.6854,-0.6222,0.67,0.02,30,31,0.6667
"12204","C23H43O11N2S1P1","Protein","aliphatic","aliphatic+N",-0.4074,-0.5652,1.87,0.48,-11,4,-0.4783
"12205","C28H43O9S1P1","Protein","aliphatic","aliphatic",0.0698,-0.8214,1.54,0.32,-3,8,-0.1071
"12206","C24H43O14P1","AminoSugar","aliphatic","aliphatic",-0.25,-0.625,1.79,0.58,-11,4,-0.4583
"12207","C31H38O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.5161,1.23,0.35,2,13,0.0645
"12208","C34H39O3N2S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4035,-0.7353,1.15,0.09,10,17,0.2941
"12209","C42H35O1P1","UnsatHC","aromatic","aromatic",0.6049,-0.7857,0.83,0.02,24,26,0.5714
"12210","C19H42O18N2","Other","aliphatic","carbohydrate",-1.375,0,2.21,0.95,-20,0,-1.0526
"12211","C28H42O11S1","Protein","aliphatic","aliphatic",0.0698,-0.6429,1.5,0.39,-4,8,-0.1429
"12212","C24H42O16","AminoSugar","aliphatic","aliphatic",-0.25,-0.4167,1.75,0.67,-12,4,-0.5
"12213","C32H42O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-0.75,1.31,0.25,3,12,0.0938
"12214","C28H42O13","Protein","aliphatic","aliphatic",0.0698,-0.5714,1.5,0.46,-5,8,-0.1786
"12215","C32H42O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-0.6875,1.31,0.31,2,12,0.0625
"12216","C31H43O7N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2245,-0.7419,1.39,0.23,2,12,0.0645
"12217","C29H46O10S1","Protein","aliphatic","aliphatic",0.0435,-0.8276,1.59,0.34,-4,7,-0.1379
"12218","C25H46O15","AminoSugar","aliphatic","aliphatic",-0.2571,-0.64,1.84,0.6,-12,3,-0.48
"12219","C24H46O14N2","AminoSugar","aliphatic","aliphatic+N",-0.4,-0.5,1.92,0.58,-13,3,-0.5417
"12220","C29H46O12","Protein","aliphatic","aliphatic",0.0435,-0.7586,1.59,0.41,-5,7,-0.1724
"12221","C30H50O7S2","Lipid","aliphatic","aliphatic",0.0204,-1.0667,1.67,0.23,-3,6,-0.1
"12222","C29H50O6N2S2","Lipid","aliphatic","aliphatic+N",-0.0455,-0.9655,1.72,0.21,-4,6,-0.1379
"12223","C33H46O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.2281,-0.8485,1.39,0.27,2,11,0.0606
"12224","C26H50O14","Protein","aliphatic","aliphatic",-0.2632,-0.8462,1.92,0.54,-12,2,-0.4615
"12225","C30H50O11","Protein","aliphatic","aliphatic",0.0204,-0.9333,1.67,0.37,-5,6,-0.1667
"12226","C31H54O6S2","Lipid","aliphatic","aliphatic",0,-1.2258,1.74,0.19,-3,5,-0.0968
"12227","C27H54O11S1","Protein","aliphatic","lipid",-0.2683,-1.1111,2,0.41,-11,1,-0.4074
"12228","C34H50O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-1,1.47,0.24,2,10,0.0588
"12229","C27H54O13","Protein","aliphatic","lipid",-0.2683,-1.037,2,0.48,-12,1,-0.4444
"12230","C38H51O3P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3239,-1.1842,1.34,0.08,10,14,0.2632
"12231","C31H54O10","Protein","aliphatic","aliphatic",0,-1.0968,1.74,0.32,-5,5,-0.1613
"12232","C30H55O7N2P1","Lipid","aliphatic","aliphatic+N",-0.0638,-1.1667,1.83,0.23,-5,5,-0.1667
"12233","C28H58O10S1","Protein","aliphatic","lipid",-0.2727,-1.2857,2.07,0.36,-11,0,-0.3929
"12234","C31H58O4N2S2","Lipid","aliphatic","aliphatic+N",-0.08,-1.2903,1.87,0.13,-4,4,-0.129
"12235","C28H58O12","Protein","aliphatic","lipid",-0.2727,-1.2143,2.07,0.43,-12,0,-0.4286
"12236","C32H58O9","Lipid","aliphatic","aliphatic",-0.0182,-1.25,1.81,0.28,-5,4,-0.1562
"12237","C32H62O3N2S2","Lipid","aliphatic","aliphatic+N",-0.0943,-1.4375,1.94,0.09,-4,3,-0.125
"12238","C33H62O8","Lipid","aliphatic","aliphatic",-0.0345,-1.3939,1.88,0.24,-5,3,-0.1515
"12239","C34H66O7","Lipid","aliphatic","aliphatic",-0.0492,-1.5294,1.94,0.21,-5,2,-0.1471
"12240","C35H70O6","Lipid","aliphatic","lipid",-0.0625,-1.6571,2,0.17,-5,1,-0.1429
"12241","C24H29O14N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1333,0.1667,1.21,0.58,-5,11,-0.2083
"12242","C25H34O9N1S2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0909,-0.36,1.36,0.36,-3,10,-0.12
"12243","C28H29O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3659,0,1.04,0.46,1,15,0.0357
"12244","C25H33O15N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0909,0,1.32,0.6,-6,10,-0.24
"12245","C29H33O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3182,-0.2069,1.14,0.41,1,14,0.0345
"12246","C26H37O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0556,-0.2308,1.42,0.54,-6,9,-0.2308
"12247","C30H37O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2766,-0.4,1.23,0.37,1,13,0.0333
"12248","C27H42O11N1P1","Protein","aliphatic","aliphatic+N",0.0256,-0.6296,1.56,0.41,-5,8,-0.1852
"12249","C24H45O15N1","AminoSugar","aliphatic","aliphatic+N",-0.3548,-0.5,1.88,0.62,-13,3,-0.5417
"12250","C28H45O12N1","Protein","aliphatic","aliphatic+N",0,-0.6429,1.61,0.43,-6,7,-0.2143
"12251","C25H49O14N1","AminoSugar","aliphatic","aliphatic+N",-0.3529,-0.72,1.96,0.56,-13,2,-0.52
"12252","C29H49O11N1","Protein","aliphatic","aliphatic+N",-0.0222,-0.8276,1.69,0.38,-6,6,-0.2069
"12253","C35H57O4N1S1","Lipid","aliphatic","aliphatic+N",0.129,-1.2571,1.63,0.11,2,8,0.0571
"12254","C23H12O17N2","ConHC","condensed aromatic","condensed aromatic",0.68,1.2174,0.52,0.74,0,19,0
"12255","C25H16O17","ConHC","aromatic","aromatic",0.5758,0.72,0.64,0.68,1,18,0.04
"12256","C22H20O19","Tannin","unsaturated/lignin","unsaturated/lignin",0.28,0.8182,0.91,0.86,-6,13,-0.2727
"12257","C26H20O16","ConHC","unsaturated/lignin","unsaturated/lignin",0.5,0.4615,0.77,0.62,1,17,0.0385
"12258","C27H24O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4359,0.1481,0.89,0.48,2,16,0.0741
"12259","C23H24O18","Tannin","unsaturated/lignin","unsaturated/lignin",0.2143,0.5217,1.04,0.78,-6,12,-0.2609
"12260","C27H24O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.4359,0.2222,0.89,0.56,1,16,0.037
"12261","C24H28O15S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1613,0.1667,1.17,0.62,-5,11,-0.2083
"12262","C16H33O17N2S1P1","Other","aliphatic","carbohydrate",-3,0.5625,2.06,1.06,-19,2,-1.1875
"12263","C31H24O12","ConHC","aromatic","aromatic",0.56,0,0.77,0.39,8,20,0.2581
"12264","C24H28O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.1613,0.25,1.17,0.71,-6,11,-0.25
"12265","C36H29O2S2P1","UnsatHC","aromatic","aromatic",0.5938,-0.5833,0.81,0.06,18,23,0.5
"12266","C42H20O4","ConHC","condensed aromatic","condensed aromatic",0.775,-0.2857,0.48,0.1,29,33,0.6905
"12267","C28H28O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.381,0,1,0.5,1,15,0.0357
"12268","C25H32O14S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1176,-0.08,1.28,0.56,-5,10,-0.2
"12269","C21H32O19","Carb","aliphatic","aliphatic",-0.3043,0.2857,1.52,0.9,-13,6,-0.619
"12270","C32H28O11","Lignin","aromatic","aromatic",0.5094,-0.1875,0.88,0.34,8,19,0.25
"12271","C18H37O19P1","Other","aliphatic","carbohydrate",-1.2667,0.0556,2.06,1.06,-19,1,-1.0556
"12272","C25H32O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.1176,0,1.28,0.64,-6,10,-0.24
"12273","C43H24O3","ConHC","condensed aromatic","condensed aromatic",0.7349,-0.4186,0.56,0.07,29,32,0.6744
"12274","C18H41O13N2S2P1","Other","aliphatic","lipid",-1.7692,-0.2778,2.28,0.72,-18,0,-1
"12275","C22H37O16P1","Carb","aliphatic","aliphatic",-0.3077,-0.2273,1.68,0.73,-12,5,-0.5455
"12276","C29H32O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2069,1.1,0.45,1,14,0.0345
"12277","C26H36O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0811,-0.3077,1.38,0.5,-5,9,-0.1923
"12278","C22H36O18","Carb","aliphatic","aliphatic",-0.3077,0,1.64,0.82,-13,5,-0.5909
"12279","C37H32O5S1","Lignin","aromatic","aromatic",0.5522,-0.5405,0.86,0.14,16,22,0.4324
"12280","C21H36O17N2","Carb","aliphatic","aliphatic+N",-0.5238,0.1905,1.71,0.81,-14,5,-0.6667
"12281","C30H36O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2917,-0.4667,1.2,0.33,2,13,0.0667
"12282","C26H36O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.0811,-0.2308,1.38,0.58,-6,9,-0.2308
"12283","C37H33O5P1","Lignin","aromatic","aromatic",0.5522,-0.6216,0.89,0.14,16,22,0.4324
"12284","C23H41O15P1","AminoSugar","aliphatic","aliphatic",-0.3103,-0.4783,1.78,0.65,-12,4,-0.5217
"12285","C30H36O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.2917,-0.4,1.2,0.4,1,13,0.0333
"12286","C23H40O17","Carb","aliphatic","aliphatic",-0.3103,-0.2609,1.74,0.74,-13,4,-0.5652
"12287","C37H37O1N2S1P1","UnsatHC","aromatic","aromatic",0.5077,-0.7297,1,0.03,16,21,0.4324
"12288","C22H40O16N2","Carb","aliphatic","aliphatic+N",-0.5,-0.0909,1.82,0.73,-14,4,-0.6364
"12289","C33H37O6N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.5758,1.12,0.18,8,17,0.2424
"12290","C27H40O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.05,-0.4444,1.48,0.52,-6,8,-0.2222
"12291","C45H32O1","ConHC","condensed aromatic","condensed aromatic",0.6629,-0.6667,0.71,0.02,29,30,0.6444
"12292","C31H40O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.2549,-0.5806,1.29,0.35,1,12,0.0323
"12293","C28H44O11S1","Protein","aliphatic","aliphatic",0.0233,-0.7143,1.57,0.39,-5,7,-0.1786
"12294","C24H44O16","AminoSugar","aliphatic","aliphatic",-0.3125,-0.5,1.83,0.67,-13,3,-0.5417
"12295","C32H44O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.8125,1.38,0.25,2,11,0.0625
"12296","C28H44O13","Protein","aliphatic","aliphatic",0.0233,-0.6429,1.57,0.46,-6,7,-0.2143
"12297","C32H44O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.75,1.38,0.31,1,11,0.0312
"12298","C25H48O15","AminoSugar","aliphatic","aliphatic",-0.3143,-0.72,1.92,0.6,-13,2,-0.52
"12299","C29H48O12","Protein","aliphatic","aliphatic",0,-0.8276,1.66,0.41,-6,6,-0.2069
"12300","C37H49O2S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3235,-1.1622,1.32,0.05,10,14,0.2703
"12301","C33H48O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.193,-0.9091,1.45,0.27,1,10,0.0303
"12302","C26H52O14","Protein","aliphatic","lipid",-0.3158,-0.9231,2,0.54,-13,1,-0.5
"12303","C30H52O11","Protein","aliphatic","aliphatic",-0.0204,-1,1.73,0.37,-6,5,-0.2
"12304","C27H56O11S1","Protein","aliphatic","lipid",-0.3171,-1.1852,2.07,0.41,-12,0,-0.4444
"12305","C34H52O8","Lipid","aliphatic","aliphatic",0.1667,-1.0588,1.53,0.24,1,9,0.0294
"12306","C34H56O2N2S2","Lipid","aliphatic","aliphatic+N",0.1034,-1.2353,1.65,0.06,2,8,0.0588
"12307","C31H56O10","Protein","aliphatic","aliphatic",-0.0385,-1.1613,1.81,0.32,-6,4,-0.1935
"12308","C32H60O9","Lipid","aliphatic","aliphatic",-0.0545,-1.3125,1.88,0.28,-6,3,-0.1875
"12309","C33H64O6S1","Lipid","aliphatic","aliphatic",-0.069,-1.5152,1.94,0.18,-5,2,-0.1515
"12310","C33H65O6P1","Lipid","aliphatic","aliphatic",-0.069,-1.6061,1.97,0.18,-5,2,-0.1515
"12311","C26H23O15N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0.3846,0.88,0.58,0,16,0
"12312","C28H31O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3171,-0.0714,1.11,0.46,0,14,0
"12313","C25H35O15N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0303,-0.08,1.4,0.6,-7,9,-0.28
"12314","C29H35O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-0.2759,1.21,0.41,0,13,0
"12315","C26H39O14N1","Protein","aliphatic","aliphatic+N",0,-0.3077,1.5,0.54,-7,8,-0.2692
"12316","C30H39O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.234,-0.4667,1.3,0.37,0,12,0
"12317","C23H43O16N1","AminoSugar","aliphatic","aliphatic+N",-0.4286,-0.3478,1.87,0.7,-14,3,-0.6087
"12318","C29H39O10N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.1905,-0.3448,1.34,0.34,-1,12,-0.0345
"12319","C27H43O13N1","Protein","aliphatic","aliphatic+N",-0.0256,-0.5185,1.59,0.48,-7,7,-0.2593
"12320","C24H47O15N1","AminoSugar","aliphatic","aliphatic+N",-0.4194,-0.5833,1.96,0.62,-14,2,-0.5833
"12321","C28H47O12N1","Protein","aliphatic","aliphatic+N",-0.0476,-0.7143,1.68,0.43,-7,6,-0.25
"12322","C25H51O14N1","AminoSugar","aliphatic","lipid",-0.4118,-0.8,2.04,0.56,-14,1,-0.56
"12323","C32H51O7N3","Lipid","aliphatic","aliphatic+N",0.098,-0.875,1.59,0.22,-1,9,-0.0312
"12324","C32H63O6N1S1","Lipid","aliphatic","aliphatic+N",-0.1111,-1.4375,1.97,0.19,-6,2,-0.1875
"12325","C33H67O5N1S1","Lipid","aliphatic","lipid",-0.1228,-1.5758,2.03,0.15,-6,1,-0.1818
"12326","C19H15O16N2S1P1","ConHC","unsaturated/lignin","unsaturated/lignin",0.2857,1.3158,0.79,0.84,-6,14,-0.3158
"12327","C21H18O16S2","Tannin","unsaturated/lignin","unsaturated/lignin",0.2727,0.8571,0.86,0.76,-5,13,-0.2381
"12328","C24H14O18","ConHC","aromatic","aromatic",0.6,0.9167,0.58,0.75,0,18,0
"12329","C21H18O18S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.2727,0.9524,0.86,0.86,-6,13,-0.2857
"12330","C17H22O17N2S2","Tannin","unsaturated/lignin","unsaturated/lignin",-1,1.2941,1.29,1,-13,8,-0.7647
"12331","C21H18O20","Tannin","unsaturated/lignin","unsaturated/lignin",0.2727,1.0476,0.86,0.95,-7,13,-0.3333
"12332","C21H22O14N2S2","Tannin","unsaturated/lignin","unsaturated/lignin",0.1,0.7619,1.05,0.67,-6,12,-0.2857
"12333","C25H18O17","ConHC","aromatic","aromatic",0.5152,0.64,0.72,0.68,0,17,0
"12334","C22H22O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.6364,1,0.77,-6,12,-0.2727
"12335","C19H27O17S1P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.4118,0.4737,1.42,0.89,-12,7,-0.6316
"12336","C37H19O4S1P1","ConHC","condensed aromatic","condensed aromatic",0.7576,-0.2432,0.51,0.11,23,29,0.6216
"12337","C22H22O19","Tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.7273,1,0.86,-7,12,-0.3182
"12338","C21H22O18N2","Tannin","unsaturated/lignin","unsaturated/lignin",0.1,0.9524,1.05,0.86,-8,12,-0.381
"12339","C18H26O18N2S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.8333,1,1.44,1,-14,7,-0.7778
"12340","C26H22O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0.3846,0.85,0.62,0,16,0
"12341","C25H23O13N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4194,0.36,0.92,0.52,0,16,0
"12342","C23H26O16S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.1429,0.3478,1.13,0.7,-6,11,-0.2609
"12343","C27H27O11S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-0.1111,1,0.41,2,15,0.0741
"12344","C30H22O13","ConHC","aromatic","aromatic",0.5745,0.1333,0.73,0.43,7,20,0.2333
"12345","C27H26O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3846,0.0741,0.96,0.48,1,15,0.037
"12346","C23H26O18","Tannin","unsaturated/lignin","unsaturated/lignin",0.1429,0.4348,1.13,0.78,-7,11,-0.3043
"12347","C24H30O13S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.0968,0,1.25,0.54,-5,10,-0.2083
"12348","C35H27O3S2P1","ConHC","aromatic","aromatic",0.6066,-0.4857,0.77,0.09,17,23,0.4857
"12349","C20H30O18S1","Carb","aliphatic","aliphatic",-0.4,0.4,1.5,0.9,-13,6,-0.65
