"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"11896","C27H30O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.0741,1.11,0.52,-1,13,-0.037
"11897","C24H34O14S1","Lignin","unsaturated/lignin","unsaturated/lignin",0,-0.1667,1.42,0.58,-7,8,-0.2917
"11898","C20H34O19","Carb","aliphatic","aliphatic",-0.5238,0.2,1.7,0.95,-15,4,-0.75
"11899","C31H30O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.451,-0.2581,0.97,0.35,6,17,0.1935
"11900","C24H34O16","Tannin","unsaturated/lignin","unsaturated/lignin",0,-0.0833,1.42,0.67,-8,8,-0.3333
"11901","C42H26O3","ConHC","condensed aromatic","condensed aromatic",0.7037,-0.4762,0.62,0.07,27,30,0.6429
"11902","C32H35O6S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.6562,1.09,0.19,8,16,0.25
"11903","C21H39O16P1","Carb","aliphatic","aliphatic",-0.5,-0.3333,1.86,0.76,-14,3,-0.6667
"11904","C28H34O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.2558,-0.2857,1.21,0.46,-1,12,-0.0357
"11905","C25H38O13S1","Protein","aliphatic","aliphatic",-0.0286,-0.4,1.52,0.52,-7,7,-0.28
"11906","C21H38O18","Carb","aliphatic","aliphatic",-0.5,-0.0952,1.81,0.86,-15,3,-0.7143
"11907","C36H34O5S1","Lignin","aromatic","aromatic",0.5077,-0.6111,0.94,0.14,14,20,0.3889
"11908","C32H34O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.4375,1.06,0.31,6,16,0.1875
"11909","C29H38O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2174,-0.5517,1.31,0.34,0,11,0
"11910","C25H38O15","AminoSugar","aliphatic","aliphatic",-0.0286,-0.32,1.52,0.6,-8,7,-0.32
"11911","C36H35O5P1","Lignin","aromatic","aromatic",0.5077,-0.6944,0.97,0.14,14,20,0.3889
"11912","C24H38O14N2","AminoSugar","aliphatic","aliphatic+N",-0.1333,-0.1667,1.58,0.58,-9,7,-0.375
"11913","C22H43O15P1","AminoSugar","aliphatic","aliphatic",-0.4815,-0.5909,1.95,0.68,-14,2,-0.6364
"11914","C29H38O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.2174,-0.4828,1.31,0.41,-1,11,-0.0345
"11915","C26H42O12S1","Protein","aliphatic","aliphatic",-0.0526,-0.6154,1.62,0.46,-7,6,-0.2692
"11916","C22H42O17","Carb","aliphatic","aliphatic",-0.4815,-0.3636,1.91,0.77,-15,2,-0.6818
"11917","C34H42O4S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8824,1.24,0.12,8,14,0.2353
"11918","C21H42O16N2","Carb","aliphatic","lipid",-0.7273,-0.1905,2,0.76,-16,2,-0.7619
"11919","C30H42O9S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1837,-0.7333,1.4,0.3,0,10,0
"11920","C26H42O14","Protein","aliphatic","aliphatic",-0.0526,-0.5385,1.62,0.54,-8,6,-0.3077
"11921","C22H47O11N2S1P1","Protein","aliphatic","lipid",-0.68,-0.7727,2.14,0.5,-14,1,-0.6364
"11922","C30H42O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.1837,-0.6667,1.4,0.37,-1,10,-0.0333
"11923","C27H46O11S1","Protein","aliphatic","aliphatic",-0.0732,-0.8148,1.7,0.41,-7,5,-0.2593
"11924","C34H42O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.7647,1.24,0.24,6,14,0.1765
"11925","C22H46O15N2","AminoSugar","aliphatic","lipid",-0.68,-0.4545,2.09,0.68,-16,1,-0.7273
"11926","C27H46O13","Protein","aliphatic","aliphatic",-0.0732,-0.7407,1.7,0.48,-8,5,-0.2963
"11927","C31H46O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.1538,-0.8387,1.48,0.32,-1,9,-0.0323
"11928","C23H50O14N2","AminoSugar","aliphatic","lipid",-0.6429,-0.6957,2.17,0.61,-16,0,-0.6957
"11929","C28H50O12","Protein","aliphatic","aliphatic",-0.0909,-0.9286,1.79,0.43,-8,4,-0.2857
"11930","C32H50O9","Lipid","aliphatic","aliphatic",0.1273,-1,1.56,0.28,-1,8,-0.0312
"11931","C29H54O11","Protein","aliphatic","aliphatic",-0.1064,-1.1034,1.86,0.38,-8,3,-0.2759
"11932","C33H54O8","Lipid","aliphatic","aliphatic",0.1034,-1.1515,1.64,0.24,-1,7,-0.0303
"11933","C32H54O7N2","Lipid","aliphatic","aliphatic+N",0.0566,-1.0625,1.69,0.22,-2,7,-0.0625
"11934","C30H58O10","Protein","aliphatic","aliphatic",-0.12,-1.2667,1.93,0.33,-8,2,-0.2667
"11935","C34H58O7","Lipid","aliphatic","aliphatic",0.082,-1.2941,1.71,0.21,-1,6,-0.0294
"11936","C31H62O7S1","Lipid","aliphatic","lipid",-0.1321,-1.4839,2,0.23,-7,1,-0.2258
"11937","C35H62O6","Lipid","aliphatic","aliphatic",0.0625,-1.4286,1.77,0.17,-1,5,-0.0286
"11938","C32H66O8","Lipid","aliphatic","lipid",-0.1429,-1.5625,2.06,0.25,-8,0,-0.25
"11939","C37H70O4","Lipid","aliphatic","aliphatic",0.0286,-1.6757,1.89,0.11,-1,3,-0.027
"11940","C38H74O3","Lipid","aliphatic","aliphatic",0.0137,-1.7895,1.95,0.08,-1,2,-0.0263
"11941","C39H78O2","Lipid","aliphatic","lipid",0,-1.8974,2,0.05,-1,1,-0.0256
"11942","C25H25O15N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.32,1,0.6,-2,14,-0.08
"11943","C26H29O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2778,0.0769,1.12,0.54,-2,13,-0.0769
"11944","C23H33O16N1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0714,0.087,1.43,0.7,-9,8,-0.3913
"11945","C27H33O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2308,-0.1481,1.22,0.48,-2,12,-0.0741
"11946","C23H37O12N3S1","Protein","aliphatic","aliphatic+N",-0.2308,-0.087,1.61,0.52,-9,7,-0.3913
"11947","C24H37O15N1","AminoSugar","aliphatic","aliphatic+N",-0.0968,-0.1667,1.54,0.62,-9,7,-0.375
"11948","C28H37O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1905,-0.3571,1.32,0.43,-2,11,-0.0714
"11949","C25H41O14N1","AminoSugar","aliphatic","aliphatic+N",-0.1176,-0.4,1.64,0.56,-9,6,-0.36
"11950","C29H41O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1556,-0.5517,1.41,0.38,-2,10,-0.069
"11951","C22H45O16N1","Carb","aliphatic","lipid",-0.6154,-0.4545,2.05,0.73,-16,1,-0.7273
"11952","C26H45O13N1","Protein","aliphatic","aliphatic+N",-0.1351,-0.6154,1.73,0.5,-9,5,-0.3462
"11953","C31H53O7N3","Lipid","aliphatic","aliphatic+N",0.0204,-0.9677,1.71,0.23,-3,7,-0.0968
"11954","C35H65O5N1","Lipid","aliphatic","aliphatic+N",0.0159,-1.4857,1.86,0.14,-2,4,-0.0571
"11955","C23H16O18","ConHC","unsaturated/lignin","unsaturated/lignin",0.5,0.8696,0.7,0.78,-2,16,-0.087
"11956","C24H20O13S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.4194,0.4167,0.83,0.54,0,15,0
"11957","C20H20O18S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.1,0.9,1,0.9,-8,11,-0.4
"11958","C28H21O8S2P1","ConHC","aromatic","aromatic",0.5714,-0.0357,0.75,0.29,8,19,0.2857
"11959","C27H16O15","ConHC","aromatic","aromatic",0.641,0.5185,0.59,0.56,5,20,0.1852
"11960","C20H25O12N2S2P1","Lignin","unsaturated/lignin","unsaturated/lignin",-0.1111,0.45,1.25,0.6,-7,10,-0.35
"11961","C20H24O14N2S2","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1111,0.7,1.2,0.7,-8,10,-0.4
"11962","C24H20O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.4194,0.5833,0.83,0.71,-2,15,-0.0833
"11963","C21H24O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.0435,0.5714,1.14,0.81,-8,10,-0.381
"11964","C21H25O17P1","Tannin","unsaturated/lignin","unsaturated/lignin",0.0435,0.4286,1.19,0.81,-8,10,-0.381
"11965","C28H20O14","ConHC","aromatic","aromatic",0.5714,0.2857,0.71,0.5,5,19,0.1786
"11966","C18H28O19S1","Other","aliphatic","aliphatic",-0.7333,0.6667,1.56,1.06,-15,5,-0.8333
"11967","C25H24O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.3529,0.32,0.96,0.64,-2,14,-0.08
"11968","C22H28O16S1","Tannin","unsaturated/lignin","unsaturated/lignin",0,0.2727,1.27,0.73,-8,9,-0.3636
"11969","C29H24O13","Lignin","aromatic","aromatic",0.5111,0.069,0.83,0.45,5,18,0.1724
"11970","C19H33O16S1P1","Carb","aliphatic","aliphatic",-0.6667,0.0526,1.74,0.84,-14,4,-0.7368
"11971","C26H28O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2973,0,1.08,0.5,-1,13,-0.0385
"11972","C35H20O7N2","ConHC","condensed aromatic","condensed aromatic",0.7288,0,0.57,0.2,18,27,0.5143
"11973","C19H33O18P1","Carb","aliphatic","aliphatic",-0.6667,0.1579,1.74,0.95,-15,4,-0.7895
"11974","C26H28O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.2973,0.0769,1.08,0.58,-2,13,-0.0769
"11975","C23H32O15S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0345,0,1.39,0.65,-8,8,-0.3478
"11976","C30H28O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.4583,-0.1333,0.93,0.4,5,17,0.1667
"11977","C23H32O17","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0345,0.087,1.39,0.74,-9,8,-0.3913
"11978","C20H37O17P1","Carb","aliphatic","aliphatic",-0.619,-0.15,1.85,0.85,-15,3,-0.75
"11979","C27H32O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.1481,1.19,0.52,-2,12,-0.0741
"11980","C45H24O1","ConHC","condensed aromatic","condensed aromatic",0.7528,-0.4889,0.53,0.02,33,34,0.7333
"11981","C20H36O19","Carb","aliphatic","aliphatic",-0.619,0.1,1.8,0.95,-16,3,-0.8
"11982","C24H37O14P1","AminoSugar","aliphatic","aliphatic",-0.0625,-0.375,1.54,0.58,-8,7,-0.3333
"11983","C31H32O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.3226,1.03,0.35,5,16,0.1613
"11984","C24H36O16","AminoSugar","aliphatic","aliphatic",-0.0625,-0.1667,1.5,0.67,-9,7,-0.375
"11985","C24H41O8N2S2P1","Protein","aliphatic","aliphatic+N",-0.2,-0.625,1.71,0.33,-7,6,-0.2917
"11986","C28H36O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.2093,-0.3571,1.29,0.46,-2,11,-0.0714
"11987","C25H40O13S1","Protein","aliphatic","aliphatic",-0.0857,-0.48,1.6,0.52,-8,6,-0.32
"11988","C25H41O13P1","Protein","aliphatic","aliphatic",-0.0857,-0.6,1.64,0.52,-8,6,-0.32
"11989","C32H36O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.3704,-0.5,1.12,0.31,5,15,0.1562
"11990","C20H40O17N2","Carb","aliphatic","lipid",-0.8947,0,2,0.85,-17,2,-0.85
"11991","C29H40O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1739,-0.6207,1.38,0.34,-1,10,-0.0345
"11992","C25H40O15","AminoSugar","aliphatic","aliphatic",-0.0857,-0.4,1.6,0.6,-9,6,-0.36
"11993","C29H40O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.1739,-0.5517,1.38,0.41,-2,10,-0.069
"11994","C26H44O12S1","Protein","aliphatic","aliphatic",-0.1053,-0.6923,1.69,0.46,-8,5,-0.3077
"11995","C37H41O2S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4412,-0.9459,1.11,0.05,14,18,0.3784
"11996","C33H40O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.6667,1.21,0.27,5,14,0.1515
"11997","C30H44O9S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.8,1.47,0.3,-1,9,-0.0333
"11998","C26H44O14","Protein","aliphatic","aliphatic",-0.1053,-0.6154,1.69,0.54,-9,5,-0.3462
"11999","C22H49O11N2S1P1","Protein","aliphatic","lipid",-0.76,-0.8636,2.23,0.5,-15,0,-0.6818
"12000","C30H44O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.7333,1.47,0.37,-2,9,-0.0667
"12001","C31H49O6S1P1","Lipid","aliphatic","aliphatic",0.1154,-1.129,1.58,0.19,0,8,0
"12002","C34H44O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.8235,1.29,0.24,5,13,0.1471
"12003","C27H48O13","Protein","aliphatic","aliphatic",-0.122,-0.8148,1.78,0.48,-9,4,-0.3333
"12004","C31H49O8P1","Lipid","aliphatic","aliphatic",0.1154,-1.0645,1.58,0.26,-1,8,-0.0323
"12005","C31H48O10","Protein","aliphatic","aliphatic",0.1154,-0.9032,1.55,0.32,-2,8,-0.0645
"12006","C30H48O9N2","Protein","aliphatic","aliphatic+N",0.0638,-0.8,1.6,0.3,-3,8,-0.1
"12007","C28H52O12","Protein","aliphatic","aliphatic",-0.1364,-1,1.86,0.43,-9,3,-0.3214
"12008","C32H52O9","Lipid","aliphatic","aliphatic",0.0909,-1.0625,1.62,0.28,-2,7,-0.0625
"12009","C33H56O8","Lipid","aliphatic","aliphatic",0.069,-1.2121,1.7,0.24,-2,6,-0.0606
"12010","C30H60O10","Protein","aliphatic","lipid",-0.16,-1.3333,2,0.33,-9,1,-0.3
"12011","C34H60O7","Lipid","aliphatic","aliphatic",0.0492,-1.3529,1.76,0.21,-2,5,-0.0588
"12012","C35H64O6","Lipid","aliphatic","aliphatic",0.0312,-1.4857,1.83,0.17,-2,4,-0.0571
"12013","C36H68O5","Lipid","aliphatic","aliphatic",0.0149,-1.6111,1.89,0.14,-2,3,-0.0556
"12014","C37H72O4","Lipid","aliphatic","aliphatic",0,-1.7297,1.95,0.11,-2,2,-0.0541
"12015","C38H76O3","Lipid","aliphatic","lipid",-0.0137,-1.8421,2,0.08,-2,1,-0.0526
"12016","C22H31O15N1S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.12,0.1818,1.41,0.68,-9,8,-0.4091
"12017","C26H31O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,0,1.19,0.54,-3,12,-0.1154
"12018","C27H35O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1795,-0.2222,1.3,0.48,-3,11,-0.1111
"12019","C20H39O18N1","Carb","aliphatic","aliphatic+N",-0.8,0,1.95,0.9,-17,2,-0.85
"12020","C28H39O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4286,1.39,0.43,-3,10,-0.1071
"12021","C25H43O14N1","AminoSugar","aliphatic","aliphatic+N",-0.1765,-0.48,1.72,0.56,-10,5,-0.4
"12022","C26H47O13N1","Protein","aliphatic","aliphatic+N",-0.1892,-0.6923,1.81,0.5,-10,4,-0.3846
"12023","C33H47O6N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7879,1.42,0.18,3,12,0.0909
"12024","C20H11O17N2P1","ConHC","aromatic","aromatic",0.6471,1.45,0.55,0.85,-3,17,-0.15
"12025","C29H11O12P1","ConHC","condensed aromatic","condensed aromatic",0.8182,0.4483,0.38,0.41,12,25,0.4138
"12026","C19H18O19S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.0588,1.1579,0.95,1,-9,11,-0.4737
"12027","C18H18O20N2","Other","unsaturated/lignin","unsaturated/lignin",-0.1667,1.5556,1,1.11,-11,11,-0.6111
"12028","C23H18O18","ConHC","unsaturated/lignin","unsaturated/lignin",0.4286,0.7826,0.78,0.78,-3,15,-0.1304
"12029","C20H22O18S1","Tannin","unsaturated/lignin","unsaturated/lignin",0,0.8,1.1,0.9,-9,10,-0.45
"12030","C34H14O10","ConHC","condensed aromatic","condensed aromatic",0.7931,0.1765,0.41,0.29,18,28,0.5294
"12031","C19H22O17N2S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2,1.0526,1.16,0.89,-10,10,-0.5263
"12032","C27H18O15","ConHC","aromatic","aromatic",0.5897,0.4444,0.67,0.56,4,19,0.1481
"12033","C24H22O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.3548,0.5,0.92,0.71,-3,14,-0.125
"12034","C25H26O12S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2941,0.08,1.04,0.48,-1,13,-0.04
"12035","C21H26O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0435,0.4762,1.24,0.81,-9,9,-0.4286
"12036","C28H22O14","ConHC","aromatic","aromatic",0.5238,0.2143,0.79,0.5,4,18,0.1429
"12037","C22H30O14S2","Lignin","unsaturated/lignin","unsaturated/lignin",-0.0769,0.0909,1.36,0.64,-8,8,-0.3636
"12038","C25H26O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.2941,0.24,1.04,0.64,-3,13,-0.12
"12039","C36H23O6P1","ConHC","condensed aromatic","condensed aromatic",0.6875,-0.3056,0.64,0.17,19,26,0.5278
"12040","C22H30O16S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0769,0.1818,1.36,0.73,-9,8,-0.4091
"12041","C25H31O8N2S2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1875,-0.2,1.24,0.32,-1,12,-0.04
"12042","C22H31O16P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0769,0.0455,1.41,0.73,-9,8,-0.4091
"12043","C29H26O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0,0.9,0.45,4,17,0.1379
"12044","C22H30O18","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0769,0.2727,1.36,0.82,-10,8,-0.4545
"12045","C34H31O3S2P1","UnsatHC","aromatic","aromatic",0.5254,-0.6176,0.91,0.09,14,20,0.4118
"12046","C19H35O18P1","Carb","aliphatic","aliphatic",-0.7778,0.0526,1.84,0.95,-16,3,-0.8421
"12047","C26H30O15","Lignin","unsaturated/lignin","unsaturated/lignin",0.2432,0,1.15,0.58,-3,12,-0.1154
"12048","C44H22O2","ConHC","condensed aromatic","condensed aromatic",0.7674,-0.4091,0.5,0.05,32,34,0.7273
"12049","C23H35O15P1","AminoSugar","aliphatic","aliphatic",-0.1034,-0.2174,1.52,0.65,-9,7,-0.3913
"12050","C24H39O10S2P1","Protein","aliphatic","aliphatic",-0.125,-0.625,1.62,0.42,-7,6,-0.2917
"12051","C30H30O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.4167,-0.2,1,0.4,4,16,0.1333
"12052","C27H34O12S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.2963,1.26,0.44,-2,11,-0.0741
"12053","C23H34O17","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1034,0,1.48,0.74,-10,7,-0.4348
"12054","C35H35O2S2P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4839,-0.7714,1,0.06,14,19,0.4
"12055","C22H34O16N2","Carb","aliphatic","aliphatic+N",-0.25,0.1818,1.55,0.73,-11,7,-0.5
"12056","C20H39O17P1","Carb","aliphatic","aliphatic",-0.7143,-0.25,1.95,0.85,-16,2,-0.8
"12057","C27H34O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.2222,1.26,0.52,-3,11,-0.1111
"12058","C45H26O1","ConHC","condensed aromatic","condensed aromatic",0.7303,-0.5333,0.58,0.02,32,33,0.7111
"12059","C20H38O19","Carb","aliphatic","aliphatic",-0.7143,0,1.9,0.95,-17,2,-0.85
"12060","C24H39O14P1","AminoSugar","aliphatic","aliphatic",-0.125,-0.4583,1.62,0.58,-9,6,-0.375
"12061","C31H34O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.3725,-0.3871,1.1,0.35,4,15,0.129
"12062","C28H38O11S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1628,-0.5,1.36,0.39,-2,10,-0.0714
"12063","C24H38O16","AminoSugar","aliphatic","aliphatic",-0.125,-0.25,1.58,0.67,-10,6,-0.4167
"12064","C28H39O11P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1628,-0.6071,1.39,0.39,-2,10,-0.0714
"12065","C32H38O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.625,1.19,0.25,5,14,0.1562
"12066","C28H38O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.1628,-0.4286,1.36,0.46,-3,10,-0.1071
"12067","C25H42O13S1","Protein","aliphatic","aliphatic",-0.1429,-0.56,1.68,0.52,-9,5,-0.36
"12068","C36H39O3S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4462,-0.8611,1.08,0.08,13,18,0.3611
"12069","C25H43O13P1","Protein","aliphatic","aliphatic",-0.1429,-0.68,1.72,0.52,-9,5,-0.36
"12070","C32H38O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5625,1.19,0.31,4,14,0.125
"12071","C29H42O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1304,-0.6897,1.45,0.34,-2,9,-0.069
"12072","C25H42O15","AminoSugar","aliphatic","aliphatic",-0.1429,-0.48,1.68,0.6,-10,5,-0.4
"12073","C43H34O2","ConHC","aromatic","aromatic",0.619,-0.6977,0.79,0.05,25,27,0.5814
"12074","C29H42O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.1304,-0.6207,1.45,0.41,-3,9,-0.1034
"12075","C32H42O6N2S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2692,-0.6875,1.31,0.19,4,13,0.125
"12076","C33H42O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.2982,-0.7273,1.27,0.27,4,13,0.1212
"12077","C30H46O9S1","Protein","aliphatic","aliphatic",0.102,-0.8667,1.53,0.3,-2,8,-0.0667
"12078","C26H46O14","Protein","aliphatic","aliphatic",-0.1579,-0.6923,1.77,0.54,-10,4,-0.3846
"12079","C30H46O11","Protein","aliphatic","aliphatic",0.102,-0.8,1.53,0.37,-3,8,-0.1
"12080","C34H46O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2667,-0.8824,1.35,0.24,4,12,0.1176
"12081","C27H50O13","Protein","aliphatic","aliphatic",-0.1707,-0.8889,1.85,0.48,-10,3,-0.3704
"12082","C31H50O10","Protein","aliphatic","aliphatic",0.0769,-0.9677,1.61,0.32,-3,7,-0.0968
"12083","C28H54O12","Protein","aliphatic","aliphatic",-0.1818,-1.0714,1.93,0.43,-10,2,-0.3571
"12084","C32H54O9","Lipid","aliphatic","aliphatic",0.0545,-1.125,1.69,0.28,-3,6,-0.0938
"12085","C29H58O11","Protein","aliphatic","lipid",-0.1915,-1.2414,2,0.38,-10,1,-0.3448
"12086","C33H58O8","Lipid","aliphatic","aliphatic",0.0345,-1.2727,1.76,0.24,-3,5,-0.0909
"12087","C30H62O10","Protein","aliphatic","lipid",-0.2,-1.4,2.07,0.33,-10,0,-0.3333
"12088","C34H62O7","Lipid","aliphatic","aliphatic",0.0164,-1.4118,1.82,0.21,-3,4,-0.0882
"12089","C38H62O4","Lipid","aliphatic","aliphatic",0.1667,-1.4211,1.63,0.11,4,8,0.1053
"12090","C35H66O6","Lipid","aliphatic","aliphatic",0,-1.5429,1.89,0.17,-3,3,-0.0857
"12091","C36H70O5","Lipid","aliphatic","aliphatic",-0.0149,-1.6667,1.94,0.14,-3,2,-0.0833
"12092","C37H74O4","Lipid","aliphatic","lipid",-0.0286,-1.7838,2,0.11,-3,1,-0.0811
"12093","C25H29O15N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2121,0.16,1.16,0.6,-4,12,-0.16
"12094","C22H33O15N1S1","AminoSugar","aliphatic","aliphatic+N",-0.2,0.0909,1.5,0.68,-10,7,-0.4545
"12095","C26H33O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1667,-0.0769,1.27,0.54,-4,11,-0.1538
"12096","C32H41O7N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.283,-0.6875,1.28,0.22,4,13,0.125
"12097","C25H45O14N1","AminoSugar","aliphatic","aliphatic+N",-0.2353,-0.56,1.8,0.56,-11,4,-0.44
"12098","C22H16O17S1","ConHC","unsaturated/lignin","unsaturated/lignin",0.44,0.9091,0.73,0.77,-3,15,-0.1364
"12099","C22H16O19","ConHC","unsaturated/lignin","unsaturated/lignin",0.44,1,0.73,0.86,-4,15,-0.1818
"12100","C26H16O16","ConHC","aromatic","aromatic",0.6111,0.6154,0.62,0.62,3,19,0.1154
"12101","C23H20O18","Tannin","unsaturated/lignin","unsaturated/lignin",0.3571,0.6957,0.87,0.78,-4,14,-0.1739
"12102","C34H17O8P1","ConHC","condensed aromatic","condensed aromatic",0.7586,-0.0294,0.5,0.24,18,27,0.5294
"12103","C20H24O18S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1,0.7,1.2,0.9,-10,9,-0.5
"12104","C17H28O18S2","Other","aliphatic","aliphatic",-1.1667,0.7059,1.65,1.06,-16,4,-0.9412
"12105","C27H20O15","ConHC","aromatic","aromatic",0.5385,0.3704,0.74,0.56,3,18,0.1111
"12106","C24H24O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.2903,0.4167,1,0.71,-4,13,-0.1667
"12107","C35H21O7P1","ConHC","condensed aromatic","condensed aromatic",0.7049,-0.2,0.6,0.2,18,26,0.5143
"12108","C21H28O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1304,0.381,1.33,0.81,-10,8,-0.4762
"12109","C28H24O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.4762,0.1429,0.86,0.5,3,17,0.1071
"12110","C25H28O14S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2353,0.08,1.12,0.56,-3,12,-0.12
"12111","C32H25O9P1","ConHC","aromatic","aromatic",0.5849,-0.2188,0.78,0.28,11,21,0.3438
"12112","C39H20O6","ConHC","condensed aromatic","condensed aromatic",0.75,-0.2051,0.51,0.15,24,30,0.6154
"12113","C18H33O19P1","Other","aliphatic","aliphatic",-1,0.2778,1.83,1.06,-17,3,-0.9444
"12114","C25H28O16","Lignin","unsaturated/lignin","unsaturated/lignin",0.2353,0.16,1.12,0.64,-4,12,-0.16
"12115","C43H20O3","ConHC","condensed aromatic","condensed aromatic",0.7831,-0.3256,0.47,0.07,31,34,0.7209
"12116","C18H32O21","Other","aliphatic","aliphatic",-1,0.5556,1.78,1.17,-18,3,-1
"12117","C22H33O16P1","Carb","aliphatic","aliphatic",-0.1538,-0.0455,1.5,0.73,-10,7,-0.4545
"12118","C29H28O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.4222,-0.069,0.97,0.45,3,16,0.1034
"12119","C26H32O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1892,-0.1538,1.23,0.5,-3,11,-0.1154
"12120","C22H32O18","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1538,0.1818,1.45,0.82,-11,7,-0.5
"12121","C40H24O5","ConHC","condensed aromatic","condensed aromatic",0.7067,-0.35,0.6,0.12,24,29,0.6
"12122","C37H28O5S1","ConHC","aromatic","aromatic",0.6119,-0.4324,0.76,0.14,18,24,0.4865
